0.681488,-1.176630,-0.955920,1.654890,1.701410,1.367780,-0.570720,-0.589690,1.046740,0.863570,-0.493529,0.918529,-0.316941,-0.692922,-0.195272,2.000000
-1.495490,-0.519369,-0.747007,1.654890,1.701410,1.592680,2.778710,-0.514985,-0.953958,-1.156310,0.123382,0.918529,-0.316941,-0.003149,-0.167057,2.000000
0.681488,-1.043580,-0.914740,-0.566656,-0.569329,1.367780,-0.570720,-0.652442,1.046740,0.863570,-0.493529,0.918529,-0.316941,0.571662,-0.051321,2.000000
0.681488,-0.015070,-0.955920,-0.566656,-0.569329,0.693099,-0.570720,-0.290872,-0.953958,-1.156310,-0.287892,0.918529,-0.316941,0.123309,-0.195272,1.000000
0.681488,0.589611,-0.814301,-0.566656,-0.569329,-1.330950,-0.570720,-0.552338,1.046740,-1.156310,-0.082255,0.918529,-0.316941,0.255516,-0.099304,2.000000
0.681488,1.478710,2.860750,-0.566656,-0.569329,1.592680,2.778710,-0.664395,-0.953958,-1.156310,-0.287892,0.918529,-0.316941,-0.497486,-0.195272,2.000000
0.681488,0.018391,-0.729933,-0.566656,-0.569329,1.592680,2.778710,-0.664395,1.046740,-1.156310,-0.287892,0.918529,-0.316941,-0.485990,-0.191625,2.000000
0.681488,1.060450,-0.855481,-0.566656,-0.569329,-0.656269,-0.092231,0.829698,-0.953958,0.863570,-0.493529,-1.087120,-0.316941,0.801586,-0.195272,1.000000
0.681488,-0.645244,-0.921771,-0.566656,-0.569329,0.018415,-0.570720,-0.638995,1.046740,0.863570,-0.493529,0.918529,3.268130,-1.037810,-0.195272,2.000000
0.681488,1.983800,1.354170,-0.566656,-0.569329,1.592680,2.778710,0.829698,-0.953958,-1.156310,0.534656,0.918529,-0.316941,-1.037810,1.503540,1.000000
-1.495490,1.293080,-0.805262,-0.566656,-0.569329,0.468205,-0.092231,0.157356,-0.953958,-1.156310,-0.287892,0.918529,-0.316941,0.876311,-0.024066,1.000000
0.681488,-1.003750,1.136220,1.654890,1.701410,1.367780,-0.570720,-0.627042,-0.953958,0.863570,-0.493529,0.918529,-0.316941,-0.348035,-0.123296,2.000000
0.681488,0.536233,0.450221,-0.566656,-0.569329,0.468205,-0.092231,2.772020,-0.953958,-1.156310,0.945930,-1.087120,-0.316941,0.686624,-0.194312,2.000000
0.681488,-0.944000,-0.152411,1.654890,1.701410,-0.656269,-0.570720,-0.365576,1.046740,0.863570,-0.493529,-1.087120,-0.316941,1.031510,-0.003337,2.000000
0.681488,-0.599037,-0.320143,1.654890,1.701410,-0.206479,-0.570720,-0.540385,1.046740,-1.156310,-0.287892,-1.087120,-0.316941,0.571662,-0.179917,2.000000
0.681488,-0.625327,-0.955920,-0.566656,-0.569329,-0.881164,-0.570720,-0.638995,-0.953958,0.863570,-0.493529,0.918529,-0.316941,-1.037810,-0.195272,1.000000
0.681488,0.940947,-0.704823,-0.566656,-0.569329,0.018415,-0.570720,3.481710,1.046740,-1.156310,-0.287892,-1.087120,-0.316941,0.985525,-0.173775,2.000000
0.681488,0.416731,0.048467,-0.566656,-0.569329,-1.330950,0.386259,0.082652,-0.953958,-1.156310,0.740293,0.918529,-0.316941,-1.037810,-0.124832,1.000000
0.681488,0.874822,1.010670,-0.566656,-0.569329,0.917994,-0.092231,1.714200,-0.953958,-1.156310,1.151570,0.918529,-0.316941,-1.037810,-0.195272,1.000000
