0.999053,-0.392817,-0.957254,1.513430,1.154230,1.443580,-1.588100,-1.711990,-1.130650,-0.616362,0.905858,2.000000
1.153450,-1.570720,0.914558,1.421180,-0.538318,1.466040,0.053550,-0.332836,0.512070,-0.993082,-1.808210,10.000000
1.153450,-0.627708,-1.827820,0.110148,1.016750,2.758700,0.535403,0.360223,-2.184180,-0.414887,0.686076,1.000000
-0.865088,-1.494700,0.782351,0.368236,1.287080,-0.267018,-0.546054,1.092270,-0.979689,2.173230,0.939284,10.000000
1.153450,0.339539,0.720838,1.602390,-0.336270,-1.351710,-1.531450,-0.919770,1.679610,0.312312,-1.042920,7.000000
1.153450,-0.087901,-1.384370,-0.017523,0.420365,2.051880,-0.228434,-0.670702,-0.900733,-1.227920,1.655450,2.000000
0.999053,-1.858420,2.499340,0.005398,-1.921050,0.374344,-1.285890,1.202960,-0.247480,-0.831022,0.623875,10.000000
1.153450,-2.359500,0.805304,2.063650,-1.282410,1.080010,-0.719583,-0.137913,0.584306,-1.770490,-0.158580,10.000000
1.153450,-1.951890,1.855610,-0.371707,-0.386434,1.099040,-1.185940,0.843198,-0.815058,0.548773,-2.182350,10.000000
-0.865088,1.892860,-1.749780,-2.737050,0.526265,0.223675,2.490700,0.587633,0.748937,-2.193200,-0.750028,1.000000
-0.865088,-0.597964,0.472951,-0.007913,0.662822,-1.797550,-0.457740,1.152910,-0.248928,1.065420,0.088959,7.000000
-0.999053,-0.329140,0.679309,0.020236,0.679807,-2.223960,0.488846,0.635409,0.054747,1.041200,-0.502272,7.000000
-0.865088,1.111790,0.186502,-0.194615,-0.842086,0.774175,-0.872970,0.163134,-0.815058,0.534197,-1.046700,4.000000
-0.865088,-1.799860,0.775007,0.620832,0.144465,-0.485859,1.223320,0.243269,-0.727702,0.966629,0.837245,10.000000
-0.865088,1.480850,-1.177800,-0.540562,-1.608470,0.108138,0.302998,0.360223,0.357519,0.147113,0.105965,3.000000
0.999053,0.035174,0.213319,-1.281420,-0.352218,-0.384648,-0.081660,0.775210,-0.999688,-0.509839,1.657220,6.000000
1.153450,0.457415,1.032080,0.160942,-1.159790,-1.668420,-0.643664,0.407871,0.908529,-1.062720,-0.559177,5.000000
-0.999053,0.815995,-0.425802,0.971187,-0.734353,-0.419273,-0.655249,-0.163749,-1.018160,1.633530,0.307983,6.000000
-0.865088,-2.053240,1.334130,0.685354,-0.199713,-0.180025,0.391312,0.511829,-0.645387,0.498566,1.152810,10.000000
1.153450,-0.123153,-1.221870,1.914020,0.956836,1.625070,-0.321396,-1.851070,-1.656690,-0.418126,0.311933,2.000000
0.999053,0.297187,0.370085,-0.190188,-0.457500,-1.074390,-0.880368,1.154970,0.142057,0.282628,-0.948448,5.000000
-0.865088,-0.644233,-0.797705,0.276258,-0.341844,-0.160996,0.976972,-0.059944,0.629664,1.251680,1.557190,10.000000
-0.999053,1.266950,-2.008100,-1.477010,0.122201,0.616723,1.784050,1.198780,1.463460,0.169649,-0.782471,1.000000
0.999053,0.304494,-0.747085,-0.377680,1.188020,1.030840,0.402499,-0.825193,-1.092040,-1.297460,1.052200,3.000000
0.999053,-1.199740,-0.281095,1.199150,1.681940,1.231670,-1.853310,-1.357270,-1.743500,-0.650256,2.280080,2.000000
0.999053,0.426628,0.285673,0.186146,-1.388140,-0.412348,-0.761641,1.801800,-0.412025,-0.300021,-0.015048,5.000000
-0.865088,-0.745584,1.336890,0.228210,1.451510,-1.987840,-0.928747,-0.016628,1.474660,0.908323,0.992193,8.000000
-0.999053,-1.788480,1.144440,0.685227,-0.118258,-0.257226,0.481137,0.485176,-0.558101,0.582829,0.945122,10.000000
1.153450,0.360470,-0.994179,0.818516,1.287080,1.075930,-1.636810,-1.090870,-1.648290,-0.100685,1.109350,3.000000
1.153450,-0.149593,-1.399980,0.156824,0.405037,2.074990,0.168203,-1.160180,-0.796579,-0.981745,1.224610,2.000000
-0.999053,1.242940,-1.159670,-0.673082,-1.007310,0.449135,0.561316,0.228527,0.101760,-0.088589,-0.464793,3.000000
1.153450,1.201030,0.515183,-0.180887,-0.446351,0.385427,-1.762310,0.555146,-1.045210,-0.742045,0.302485,4.000000
1.153450,-1.506820,1.937330,-0.639404,-2.149130,0.384068,-0.226885,1.722520,0.320561,-0.644869,-1.258330,8.000000
0.999053,0.334767,-0.624773,0.308893,-0.790244,0.665198,-0.784770,0.885798,0.153810,-1.473390,0.113450,11.000000
-0.999053,1.275300,-1.191540,-0.816062,-0.978712,0.372959,0.527394,0.147151,0.153810,-0.017573,-0.288108,3.000000
1.153450,-0.036123,-1.401820,1.949710,0.857903,1.635950,-0.231533,-1.576010,-1.571020,-0.571987,0.030381,2.000000
0.999053,0.199063,-0.604962,0.304846,-0.811040,0.651348,-0.821775,0.963002,0.167242,-1.350730,-0.072159,11.000000
-0.999053,1.575940,-1.446500,-0.803922,-1.098290,0.101495,1.134910,1.294770,0.642409,0.913696,-0.132839,2.000000
0.999053,-1.101610,1.852470,0.625877,-0.869531,-1.028680,-0.983676,1.046460,1.018510,0.553777,-0.252414,8.000000
-0.999053,0.243949,-0.877149,1.722510,1.277710,-0.176894,-0.795563,-2.463150,-0.665560,1.830440,2.053420,7.000000
-0.999053,0.088411,-0.088153,0.445129,-0.873430,-0.131189,0.911329,-0.215913,-0.821710,0.571531,-0.855643,11.000000
1.153450,-0.931763,0.174567,-0.381316,0.774297,0.288919,0.430046,-0.512598,1.335230,0.662145,-1.454850,9.000000
-0.999053,-0.471108,-0.137250,-0.933413,0.226184,-0.487139,1.615980,-0.843972,1.122610,0.812015,-0.541536,9.000000
1.153450,-1.543180,1.977720,-1.078700,-1.993060,0.657279,-0.168009,1.887120,0.107212,-0.878091,-1.178970,8.000000
