-0.302084,0.788923,0.856556,1.560440,1.310330,1.572440,1.730450,2.085130,1.712230,0.817060,0.138217,-1.417310,-0.368680,-1.158240,-0.895431,-1.038560,-1.068910,-0.361422,0.691974,-0.284185,-0.941386,2.000000
-0.252585,-1.953910,0.141049,-1.082230,-1.186260,-1.795460,-0.382883,0.172257,-0.716709,0.888885,-0.051285,0.433989,0.933097,0.381435,1.061210,0.783956,-0.176671,0.898474,-0.494003,1.371170,-0.058795,3.000000
-1.311850,-0.909923,0.359910,1.348460,0.756193,-0.268608,1.591540,-0.039648,-0.175609,-0.893675,-0.607949,-0.465215,-0.344461,-0.698042,-0.776547,-0.348213,0.080822,0.558727,0.449767,-0.136220,1.335300,1.000000
0.311698,-0.995339,0.065290,-0.319105,-0.006488,-1.194640,-1.340330,-1.396980,-1.630570,-0.279900,-0.803373,0.407542,1.241890,1.267740,1.511980,1.667600,0.368256,1.146210,0.925828,-0.284185,-1.091830,3.000000
-0.846568,0.921794,-0.507116,0.712523,-1.001550,0.073142,-1.370100,-1.013260,-0.963211,-0.044837,0.321798,0.638955,0.236798,0.029184,0.531181,0.469157,0.655690,0.742757,0.583398,0.631348,-0.409825,3.000000
-0.272385,1.472260,-1.677180,0.224973,-0.828752,-0.896989,-0.888892,0.326890,1.676160,2.064200,1.837820,0.910039,-0.338406,-0.044674,-0.172218,-0.049983,-0.038942,-2.003530,0.416360,0.057984,-1.472950,3.000000
-0.470379,0.304894,-1.390980,-0.304973,-1.728480,-1.023770,-1.350250,0.361253,-0.187633,0.764824,-0.033519,0.533166,0.648523,0.773455,0.714461,0.579613,-0.338353,-0.750715,1.234850,-0.654098,2.067450,3.000000
-0.480279,0.656052,0.199973,0.288566,2.078970,0.585769,1.060730,0.504432,-0.139535,-0.273370,-0.495432,-0.174296,-0.150708,-0.010586,-1.222360,-0.530465,-0.350329,-0.297719,-1.061930,-0.182459,-1.422800,1.000000
-0.955465,-0.852978,-0.734394,-2.064390,-1.120720,-1.525370,-0.239018,-1.179350,0.191137,0.118401,0.381017,-0.035449,-0.477666,0.807544,0.100225,0.447066,0.805395,1.153280,1.251550,0.316923,0.272177,3.000000
0.559191,0.266931,0.157885,1.687620,0.797902,1.159030,1.854470,1.214600,0.299357,0.679940,-1.407410,-0.432156,-1.107360,-0.999159,-0.969734,-0.337168,-0.506023,-0.687013,0.065578,-0.265690,-0.841091,1.000000
1.568960,0.134061,-0.801736,-0.735996,-0.620207,-1.222200,-0.174527,-0.314552,0.636042,0.771353,1.766750,0.685238,-0.017503,-0.527598,0.422204,-0.061029,0.284421,-0.835652,-1.412720,0.048736,-0.650532,3.000000
-0.143688,-0.359459,0.587188,1.963200,-0.590415,0.376308,0.961514,0.126440,1.345490,0.085753,-0.276320,-0.742911,-1.864210,-1.288910,-1.970340,-0.679580,-0.428176,-1.437290,-0.661041,-2.050520,0.282207,2.000000
