1.440390,0.010136,-0.356970,-0.194510,-0.598821,-0.124913,-0.594708,-0.137589,-0.953074,-0.936767,-0.969224,-0.938975,0.922934,-0.889486,0.581562,-1.005030,2.510220,-0.473359,3.000000
0.617986,-0.616126,-0.356970,-0.194510,-0.434145,-0.118619,-0.440818,-0.132359,-0.385533,-0.416679,-0.341268,-0.404269,0.030865,-0.020890,0.004443,-0.368208,-0.211458,-0.547061,5.000000
1.591170,1.645380,-0.356970,-0.194510,-0.043040,-0.049347,-0.209983,-0.122790,-0.749341,-0.781375,-0.846696,-0.593708,0.318629,-1.264170,1.822370,-0.759100,0.623596,2.410050,7.000000
1.536340,-0.703107,-0.356970,-0.194510,-0.434145,-0.117976,0.944191,0.215579,-0.711505,-0.765519,-0.624614,-0.755647,0.088418,-0.003858,-0.082125,-0.655553,1.093640,-0.509507,5.000000
-0.410023,-0.407372,2.410150,-0.194510,-0.434145,-0.124913,-0.333095,-0.120775,-0.418518,-0.318370,-0.417848,-0.511210,1.249070,-0.338807,-0.678481,-0.445869,-0.113228,-0.073849,1.000000
-0.985708,0.184098,-0.356970,-0.194510,0.101051,-0.120619,-0.594708,-0.139857,-0.788147,-0.803574,-0.757353,-0.801479,0.500880,-0.440995,0.244909,-0.790164,0.702297,-0.501873,5.000000
1.084020,-1.712090,-0.356970,-0.194510,-0.475314,-0.119958,-0.440818,-0.132048,1.713880,1.574880,1.871890,1.639830,-2.654930,2.460000,-1.505690,1.876190,-0.557621,-0.576257,2.000000
1.289620,-0.755296,-0.356970,-0.194510,-0.228301,-0.119958,-0.486985,-0.124302,0.069470,0.100238,0.092685,0.011274,0.222708,0.211871,-0.582295,0.071869,-0.630412,-0.388103,4.000000
0.700227,1.106100,-0.356970,-0.194510,-0.043040,-0.091610,-0.025315,-0.105789,0.464323,0.461763,0.547060,0.362651,-0.400781,0.932863,-1.178650,0.532656,-0.537721,-0.418497,6.000000
0.768761,1.088700,2.410150,-0.194510,0.389234,-0.066848,-0.102260,-0.111625,0.308128,0.322227,0.373478,0.212934,-0.122609,0.688747,-1.043990,0.356625,-0.525016,-0.391898,6.000000
1.029190,1.593190,-0.356970,-0.194510,-0.125378,-0.105938,0.636411,-0.095196,-0.367100,-0.448392,-0.496981,-0.129278,-0.439150,-1.167660,2.418720,-0.365619,-0.026832,2.539220,7.000000
-1.396910,-0.650919,-0.356970,-0.194510,-0.372391,-0.112773,-0.194594,-0.117941,-0.483519,-0.407165,-0.474007,-0.563153,1.086000,-0.333130,-0.524583,-0.502820,-0.039321,-0.115577,1.000000
-0.026233,1.227870,-0.356970,-0.194510,0.245142,-0.087512,1.852140,-0.009017,0.622458,0.613984,0.705325,0.524591,-0.583032,1.063440,-1.217130,0.693155,-0.589159,-0.434021,6.000000
-1.575100,-0.198618,-0.356970,-0.194510,-0.578236,-0.117906,-0.533152,-0.137067,-0.958895,-0.936767,-0.987093,-0.935919,0.980487,-0.974642,0.668130,-1.023150,1.050210,-0.510580,3.000000
-0.917174,0.079721,2.410150,-0.194510,0.389233,-0.088142,0.005463,-0.111569,-0.538817,-0.648182,-0.420401,-0.569264,-0.554255,0.348121,-0.034032,-0.448457,0.816838,-0.616956,3.000000
1.262210,0.375456,-0.356970,-0.194510,-0.495898,-0.123674,-0.471596,-0.139101,-0.831804,-0.756005,-0.864565,-0.856477,1.364170,-0.900840,0.158341,-0.888535,0.601204,0.190204,1.000000
-0.231835,0.253683,-0.356970,-0.194510,-0.598821,-0.125904,-0.533152,-0.138093,-0.887103,-0.895541,-0.862012,-0.899254,0.644762,-0.560214,0.302621,-0.896301,1.632480,-0.469110,5.000000
