-0.849067,-0.573382,1.056600,-0.983071,1.134720,0.778137,-1.314290,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,1.000000
-1.142310,-0.573382,-0.662628,-0.983071,1.134720,0.778137,0.056502,-1.115870,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,1.000000
-1.288940,-0.573382,-0.726408,-0.694195,-0.031359,0.778137,-0.971590,-1.115870,-0.379355,1.422310,-0.145918,-0.216656,-0.845314,-0.301942,1.000000
-1.282920,-0.583154,0.581785,-0.696654,-0.028396,0.760010,0.743073,1.311030,-0.377504,-0.706499,-0.142657,-0.218055,-0.432093,-0.292576,1.000000
-0.488654,-0.583154,-0.324313,-0.120395,-0.417873,-0.917215,-1.308360,-0.316113,-0.377504,-0.706499,-0.142657,-0.218055,1.170560,-0.292576,1.000000
1.936770,-0.573382,0.688467,-0.405319,-1.197440,-0.908854,-0.971590,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-1.655200,-0.301942,1.000000
1.863460,-0.573382,0.763189,-0.983071,1.134720,-0.908854,0.056502,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,2.000000
0.103982,-0.573382,-0.238099,-0.694195,-0.031359,-0.065358,0.056502,2.116540,2.921160,1.422310,-0.145918,-0.216656,-0.197406,-0.301942,1.000000
-1.435560,1.674150,-1.304260,-0.694195,-0.031359,0.778137,0.570548,-1.115870,-0.379355,1.422310,-0.145918,-0.216656,-2.465080,-0.301942,1.000000
0.397227,-0.573382,-0.747232,0.750185,0.357334,-0.908854,1.769990,-1.923970,-0.379355,1.422310,-0.145918,-0.216656,-1.250260,-0.301942,1.000000
-0.272035,0.689928,0.103262,-0.984784,1.140040,-0.917215,-1.650260,-0.316113,-0.377504,-0.706499,-0.142657,-0.218055,0.369232,-0.292576,2.000000
-1.508870,-0.573382,-0.947592,1.616810,-0.808747,0.778137,-0.971590,-1.115870,-0.379355,1.422310,-0.145918,-0.216656,-1.655200,-0.301942,1.000000
-0.705273,-0.583154,0.971332,-0.120395,-0.417873,-0.078602,1.084980,2.124600,-0.377504,1.415340,-0.142657,-0.218055,-0.832756,-0.292576,1.000000
-0.849067,-0.573382,-1.448860,0.750185,0.357334,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,-0.301942,1.000000
1.130340,-0.573382,-1.569590,-0.694195,-0.031359,1.621630,-0.286195,0.500333,-0.379355,1.422310,-0.145918,-0.216656,-0.035429,-0.301942,1.000000
0.690473,0.068769,0.015259,-0.694195,-0.031359,1.621630,-0.628892,2.116540,-0.379355,1.422310,-0.145918,-0.216656,0.774456,-0.301942,1.000000
-1.508870,-0.573382,-0.182230,-0.405319,-1.197440,0.778137,-0.628892,-1.115870,-0.379355,-0.703061,-0.145918,-0.216656,-1.655200,-0.301942,1.000000
-1.066310,1.963010,-0.142106,-0.984784,1.140040,0.760010,0.059263,0.497456,-0.377504,1.415340,-0.142657,4.678930,-0.031431,-0.292576,1.000000
1.130340,-0.573382,-1.527810,-0.116443,-0.420053,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,2.000000
0.763785,0.068769,-0.204523,1.327940,-2.363520,-0.908854,-0.971590,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,2.394230,2.325800,1.000000
-1.069000,-0.573382,-0.260221,-0.116443,-0.420053,0.778137,-0.628892,-1.115870,0.445774,-0.703061,-0.145918,-0.216656,-0.035429,1.340400,1.000000
0.103982,-0.573382,-0.136242,0.750185,0.357334,-0.065358,0.056502,0.500333,-0.379355,1.422310,-0.145918,-0.216656,-1.655200,-0.301942,1.000000
-0.775756,0.068769,0.028987,0.750185,0.357334,-0.908854,-1.314290,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1.000000
1.533130,1.326470,3.963540,-0.120395,-0.417873,-0.917215,1.768790,-0.316113,2.923770,-0.706499,-0.142657,-0.218055,-0.031431,-0.292576,1.000000
0.666649,-0.583154,0.579032,1.896510,1.529510,-0.917215,0.059263,-0.316113,-0.377504,-0.706499,-0.142657,-0.218055,-0.432093,-0.292576,2.000000
-1.362250,1.674150,0.110958,-0.694195,-0.031359,0.778137,0.570548,-1.115870,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,1.000000
0.470539,-0.573382,0.162659,-0.116443,-0.420053,-0.065358,1.084590,0.500333,-0.379355,1.422310,-0.145918,-0.216656,0.774456,-0.301942,1.000000
-0.042641,0.068769,0.229556,-0.116443,-0.420053,-0.908854,0.056502,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,2.000000
1.316510,0.689928,-0.995174,1.896510,1.529510,-0.917215,-0.624548,-0.316113,-0.377504,-0.706499,-0.142657,4.686370,0.769894,-0.292576,2.000000
-0.775756,-0.573382,-0.571467,2.483440,-1.586130,2.465130,1.084590,2.116540,-0.379355,1.422310,-0.145918,5.337240,-0.440372,-0.301942,1.000000
0.030670,-0.573382,-0.939198,0.750185,0.357334,-0.065358,1.084590,2.116540,-0.379355,1.422310,-0.145918,-0.216656,-0.035429,-0.301942,1.000000
