-0.709743,1.302280,1.422310,-0.685624,-1.028210,-0.717079,1.323140,1.408360,-0.704795,-1.051430,-0.700787,1.370310,1.636910,-0.642006,-1.132900,-0.682116,1.373400,1.691450,-0.578177,-1.151600,-0.276595,1.767340,-0.276694,1.127740,1.426390,-1.084220,1.477670,0.744755,0.996362,1.298660,-0.782497,1.694460,0.172825,0.991325,1.416910,0.901399,1.179360,1.319620,1.445380,1.487710,1.502890,2.000000
-0.637398,0.841708,0.595369,-0.574728,-0.923828,-0.637288,0.822207,0.603254,-0.603775,-0.907805,-0.625474,0.786355,0.381323,-0.548012,-0.843907,-0.619877,0.786025,0.223750,-0.443783,-0.827755,-0.016352,0.376216,0.334766,-0.089226,0.841748,-0.066198,0.216444,0.596698,-0.110366,0.685834,0.246649,0.189787,0.314246,-0.176763,0.726404,0.830683,1.005580,1.011670,0.941499,0.919250,0.872393,2.000000
-0.214055,-0.445022,-0.436386,-0.022808,-0.377695,-0.178463,-0.501714,-0.479006,-0.260722,-0.339004,-0.158003,-0.538297,-0.577158,-0.801088,-0.260742,-0.192606,-0.469610,-0.559726,-0.925837,-0.201431,-0.256105,-0.671951,0.710602,-0.536597,-0.424882,-0.698418,-0.847575,0.817290,-0.678418,-0.659317,0.013484,-0.692681,0.858350,-0.585593,-0.446811,0.488101,0.237024,-0.043779,-0.056322,-0.023628,0.001709,2.000000
-0.584894,1.084280,1.348800,-0.668892,-0.611161,-0.587112,1.068070,1.326470,-0.690702,-0.554818,-0.572250,1.073430,1.309930,-0.626313,-0.597587,-0.562485,1.102380,1.442320,-0.594019,-0.743546,0.138342,0.919550,-0.089356,0.409480,1.111980,-0.748144,1.403290,-0.005847,0.876291,1.160590,-0.411698,1.395000,-0.224550,0.709033,1.241390,0.445372,0.759638,0.927036,1.003050,1.001590,0.991485,2.000000
0.167858,-0.844667,-0.867046,0.800788,0.240392,0.175024,-0.852243,-0.871763,0.457176,0.184450,0.171086,-0.905397,-0.890864,-0.364781,0.153255,0.218093,-0.981879,-0.913913,-0.275055,0.341813,-1.971230,-0.925027,0.627733,-0.644204,-0.940399,-1.592150,-1.033720,0.649292,-0.754940,-1.177720,-2.213440,-0.919240,0.695620,-0.668962,-0.953363,0.067737,-0.521335,-0.734640,-0.790263,-0.805685,-0.804556,2.000000
-0.611751,1.352510,2.819110,-0.736479,-0.819379,-0.605893,1.329090,2.693090,-0.761727,-0.740917,-0.597907,1.330270,2.893070,-0.675909,-0.721647,-0.605943,1.348540,3.199780,-0.593879,-0.767974,0.053494,3.578820,-4.801910,5.024580,1.515200,-0.161991,2.824470,-3.556360,3.944530,1.340180,-0.256534,3.233490,-4.555510,4.772870,1.494330,0.595199,1.041160,1.382570,1.630010,1.781090,1.815280,1.000000
-0.542654,0.302812,-0.160891,-0.368379,-0.683885,-0.551540,0.311687,-0.108597,-0.423713,-0.715430,-0.544273,0.291517,-0.142310,-0.562704,-0.701786,-0.522014,0.236784,-0.283821,-0.549041,-0.615119,-0.385661,-0.189937,0.820038,-0.408680,0.348420,0.369329,-0.493988,0.754470,-0.580276,0.105818,0.468491,-0.379544,0.741057,-0.502644,0.179502,0.714330,0.608632,0.419964,0.257914,0.180462,0.151916,2.000000
0.510680,-1.166530,-1.011000,0.167588,1.220260,0.546782,-1.183220,-1.031500,0.430419,1.234430,0.551000,-1.175270,-0.986407,0.909345,1.312530,0.457396,-1.092900,-0.901848,1.213770,1.251400,-0.298974,-0.598557,0.604744,-0.531190,-0.802447,0.327400,-0.839029,0.507731,-0.623735,-1.078580,0.303452,-0.834751,0.507092,-0.559046,-0.893753,-1.056840,-1.358270,-1.317300,-1.261630,-1.239000,-1.230720,1.000000
-0.624684,1.029000,1.101500,-0.702846,-0.608572,-0.625174,1.021770,1.100240,-0.714660,-0.539326,-0.625244,1.069120,1.340020,-0.610951,-0.602855,-0.636878,1.150370,1.971750,-0.559906,-0.854522,0.254336,1.537480,-1.929510,1.556250,1.123470,0.001939,2.357950,-2.720520,2.516730,1.186260,-0.128567,2.185280,-2.301620,2.082950,1.282600,0.552639,0.581126,0.628052,0.745135,0.864847,0.918190,2.000000
-0.636558,0.795651,0.487212,-0.609361,-0.934772,-0.633640,0.780818,0.432378,-0.610781,-0.903897,-0.614929,0.797090,0.298114,-0.503493,-0.815021,-0.596668,0.775250,0.186898,-0.367550,-0.768314,-1.126240,0.828175,-0.028406,0.806215,0.998961,-2.209250,0.449450,0.070545,0.488391,0.842218,-1.383900,1.112360,-0.860139,1.392200,1.063330,0.883028,0.949485,0.850374,0.733511,0.762147,0.806405,2.000000
-0.467091,0.306190,-0.334786,-0.486611,-0.157923,-0.473208,0.332117,-0.308139,-0.456057,-0.177583,-0.488841,0.385871,-0.216484,-0.358674,-0.271207,-0.518386,0.438835,-0.091815,-0.354616,-0.463133,1.159020,-0.237544,0.277844,-0.372228,0.307780,0.805166,0.136963,0.294796,-0.111036,0.534768,0.953243,-0.158382,0.281712,-0.330278,0.384851,0.194685,0.100921,-0.015433,-0.070785,-0.075463,-0.057492,2.000000
