-0.545128,-0.219320,-0.277861,0.521696,0.704391,0.267359,0.315893,0.441445,-0.378136,-1.091280,1.000000
-0.618297,-0.474313,-0.442272,0.541935,0.653718,-0.055852,-0.600531,-0.484050,-0.490112,-0.296113,1.000000
-0.539097,-0.308533,-0.797965,0.688533,0.654623,0.531303,0.321769,-0.315835,-0.451405,-0.839242,1.000000
-0.865200,-0.318459,-0.468298,1.536940,0.917945,0.183690,-0.254312,0.266522,0.856168,-1.917420,2.000000
-0.698656,-0.296705,-0.103083,0.134963,0.260996,0.095994,-0.384151,-0.494824,-0.644727,0.043689,1.000000
-0.693659,-0.740577,-1.050820,1.283680,1.180360,-0.422404,-0.008634,0.479078,2.030230,-1.096590,2.000000
1.539970,2.439720,2.601750,-1.512070,-1.346990,-0.349235,-2.310400,2.381640,1.982350,1.230960,2.000000
0.158453,-0.390856,0.189554,-0.435565,-0.416766,-1.158000,0.721331,0.519813,-0.959779,0.856382,1.000000
-0.780096,-0.345882,-0.504481,0.456055,0.530653,0.261482,0.054395,-0.458353,0.091301,0.205735,2.000000
-0.793536,-0.805648,-1.537070,1.972900,1.915130,0.101705,-0.361637,-0.244813,-0.730332,-0.807702,1.000000
1.014650,0.599073,2.656130,-1.577170,-1.523450,0.855648,1.509280,0.485214,-0.972367,1.055390,1.000000
-0.824572,-0.279170,-0.719462,0.838413,0.679055,0.447369,-0.077018,0.568763,-0.053813,-0.424010,1.000000
-0.659359,-0.893389,-0.248873,0.549047,1.002100,0.760935,0.116307,0.389461,0.517863,-1.213320,2.000000
-0.795689,-0.513395,-0.876467,0.574756,0.499887,0.062874,-0.057183,0.429154,-0.619366,-1.782830,1.000000
-0.590663,0.063154,-0.064573,-0.429548,-0.511779,0.580647,0.247536,0.668420,-0.102415,0.079096,2.000000
0.662498,0.401407,0.524934,-0.813000,-0.762433,-1.773390,0.914873,1.759220,-0.452826,1.624980,2.000000
-0.950799,-0.668283,-1.357850,2.295640,3.071580,0.268478,-0.045789,0.404552,1.862630,-0.971140,1.000000
-0.726419,-0.264175,-0.453698,-0.036797,-0.018615,-0.392971,0.174673,0.137121,-0.145030,0.476632,2.000000
-0.637504,-0.286943,-0.603719,0.066587,0.108070,0.322657,0.110052,-0.543160,-0.754827,-0.164214,1.000000
-0.614879,-0.209411,-0.210574,-0.382506,-0.470154,-0.247256,0.136356,-0.256038,-0.199812,-0.796730,1.000000
3.525550,4.004150,1.201620,-0.965615,-1.021230,-3.072270,-3.790420,5.767710,-0.597657,1.079010,2.000000
-0.944053,-0.628809,-1.426620,2.210850,1.990240,0.314366,-0.133477,-0.571104,1.677330,-0.740007,1.000000
-0.793343,-0.277382,-0.599699,0.371816,0.644669,-0.041995,-0.482039,-0.546977,-0.903787,-0.712843,1.000000
-0.947723,-0.645619,-1.299450,2.228360,2.651710,0.287937,-0.082703,0.463138,0.458722,-0.442704,1.000000
0.359136,-0.207580,0.467803,-0.609513,-0.709950,0.347781,1.056860,-0.732631,-0.815891,0.749226,1.000000
0.833192,0.656715,1.340000,-0.443223,-0.472869,0.508557,-0.775725,-1.135820,-1.005220,2.584900,1.000000
-0.272579,-0.497969,-0.027755,-0.376489,-0.511779,1.180180,-0.455225,0.342672,-0.845147,-0.269872,1.000000
2.050560,4.184250,1.579950,-0.548796,-0.707235,-1.234530,-3.036580,-4.115340,0.638080,3.044690,2.000000
-0.675101,-0.321332,-0.630592,-0.016011,-0.207737,0.231582,0.047834,-0.425157,0.884628,-0.725087,1.000000
-0.783233,-0.421500,-0.733005,0.772772,0.508031,-0.003653,0.063089,0.272279,-0.120148,-0.873872,1.000000
-0.045275,0.808873,0.171568,-0.613342,-0.667420,0.758046,0.802364,0.948608,0.739786,0.938115,2.000000
-0.067541,-0.219751,-0.387257,-0.408762,-0.425815,0.085386,-0.580570,0.182215,-0.889375,-0.829741,1.000000
3.979520,0.354781,1.195690,-1.396110,-1.243830,-3.881700,-4.402750,-0.744754,-0.439506,-1.109290,2.000000
0.545017,0.134832,0.959129,-0.852931,-0.838444,0.508989,0.950024,-0.645481,-0.999712,1.316590,1.000000
-0.157946,-0.480652,-0.604989,0.686345,0.974048,0.855141,0.453978,0.577280,-0.636529,-0.365414,1.000000
1.445110,0.603908,1.191250,-0.495736,-0.659276,-2.211760,-1.591510,-1.120850,0.554049,1.876290,2.000000
1.117900,-0.200728,-1.153450,0.475201,0.361439,-1.217390,-1.798430,-0.529394,2.321560,-0.599344,1.000000
-0.819872,-0.635546,-0.697245,0.698379,0.384966,0.509177,-0.130573,-0.094838,2.120210,0.237047,1.000000
-0.567082,-0.753016,-1.195340,1.285860,1.214750,0.592036,0.242510,0.311602,0.663118,-0.407350,1.000000
-0.083799,-0.533339,0.221505,-0.555907,-0.628510,-0.120279,0.208522,-0.300326,0.751482,-0.420397,2.000000
0.080412,-0.250428,-0.103083,-0.331634,-0.283747,0.880458,0.651592,-0.547347,-0.896914,1.168770,1.000000
1.800460,0.584754,0.223833,-0.380865,-0.491872,1.497410,2.323200,-1.437210,2.154270,-1.593360,2.000000
-0.419653,-0.233781,-0.147942,-0.445958,-0.519018,0.194030,-0.677984,-0.510794,-0.287531,-0.355940,1.000000
-0.711206,-0.497206,-0.931693,0.468637,0.389490,0.490944,0.079334,0.125871,0.567595,-1.555460,1.000000
0.658611,0.380007,0.759594,-1.084860,-0.979607,0.599934,0.140279,0.697002,-0.896340,1.023540,1.000000
0.266484,0.467072,0.388454,-0.487531,-0.340755,-0.465626,-0.431796,-1.066390,-0.546618,1.552160,1.000000
-0.319247,-0.212038,-0.163811,-0.017652,0.256471,-0.515887,-0.583378,-0.670304,-0.816806,-1.134070,2.000000
-0.850633,-0.600509,-0.914766,0.975712,0.897133,0.050051,-0.080832,0.247821,0.323445,-0.884069,1.000000
-0.446256,-0.218110,-0.207188,0.082997,0.016676,0.670751,0.346124,0.538932,-0.541044,-0.749895,1.000000
