1.096100,-2.071510,1.268820,0.983510,1.567090,3.280630,2.650540,2.530250,2.215570,2.253760,2.487550,-0.564768,2.830540,2.485390,-0.213814,1.315700,0.723390,0.660239,1.147750,0.906286,1.885030,-1.358100,2.301580,1.999480,1.306540,2.614360,2.107670,2.294060,2.748200,1.935310,2.000000
1.828210,-0.353322,1.684470,1.907030,-0.826235,-0.486643,-0.023825,0.547662,0.001391,-0.867889,0.498816,-0.875473,0.263095,0.741749,-0.604819,-0.692317,-0.440393,0.259933,-0.804742,-0.099356,1.804340,-0.368879,1.533780,1.888830,-0.375282,-0.430066,-0.146620,1.086130,-0.243675,0.280943,2.000000
1.578500,0.455786,1.565130,1.557510,0.941382,1.052000,1.362280,2.035440,0.938859,-0.397658,1.227600,-0.779398,0.850180,1.180300,-0.296744,0.814257,0.212889,1.423570,0.236827,0.293301,1.510540,-0.023953,1.346290,1.455000,0.526944,1.081980,0.854222,1.953280,1.151240,0.201214,2.000000
-0.768233,0.253509,-0.592166,-0.763792,3.280670,3.399920,1.914210,1.450430,2.864860,4.906600,0.326087,-0.110312,0.286341,-0.288125,0.689095,2.741870,0.818798,1.114030,4.728520,2.045710,-0.281217,0.133866,-0.249720,-0.549538,3.391290,3.889970,1.987840,2.173870,6.040730,4.930670,2.000000
1.748760,-1.150800,1.775010,1.824620,0.280125,0.538866,1.369810,1.427240,-0.009552,-0.561956,1.269430,-0.789549,1.272070,1.189310,1.481760,-0.048477,0.827742,1.143200,-0.360775,0.498889,1.297430,-1.465480,1.337360,1.219650,0.220362,-0.313119,0.612640,0.728618,-0.867590,-0.396751,2.000000
-0.475956,-0.834601,-0.386808,-0.505206,2.235450,1.243240,0.865540,0.823931,1.004520,1.888340,-0.254846,-0.592141,-0.321022,-0.289004,0.156209,0.445152,0.159885,-0.069063,0.134001,0.486418,-0.165353,-0.313560,-0.114908,-0.244105,2.046710,1.720100,1.262130,0.905091,1.752530,2.239830,2.000000
1.169880,0.160508,1.137120,1.094330,-0.123028,0.088218,0.299809,0.646366,-0.064268,-0.761662,0.149751,-0.804232,0.155274,0.298365,-0.908231,-0.650995,-0.309869,-0.227889,-0.828937,-0.610680,1.367780,0.322599,1.367120,1.274100,0.518184,0.021196,0.509104,1.195660,0.262245,-0.014717,2.000000
-0.118413,0.358135,-0.072803,-0.218772,1.602640,1.139100,0.060972,0.281702,1.402120,1.658890,0.643057,0.290306,0.489620,0.233517,0.587514,0.268696,-0.232350,0.434966,-0.687399,0.611131,0.163619,0.400695,0.099361,0.028834,1.446690,0.724148,-0.021035,0.623647,0.477221,1.724920,2.000000
-0.319885,0.588312,-0.183919,-0.383870,2.199900,1.682530,1.218020,1.149680,1.963870,1.571080,-0.356536,-0.389475,-0.227543,-0.352093,-0.436293,0.532821,0.120462,0.075177,0.107387,-0.017348,-0.161215,0.822090,-0.031581,-0.248145,1.661300,1.816710,1.278910,1.390390,2.387760,1.287520,2.000000
-0.473118,1.104470,-0.329192,-0.508616,1.581310,2.561100,1.737340,0.940932,0.796597,2.780650,-0.387909,0.692736,-0.409060,-0.360447,0.035977,2.607290,1.508520,0.409035,-0.320854,2.375260,-0.243975,2.440960,-0.286026,-0.297148,2.318260,5.108380,3.991920,1.618590,2.368360,6.840840,2.000000
0.537083,0.918465,0.441622,0.406096,-1.016790,-0.712915,-0.700068,-0.404330,-1.034570,-0.825398,-0.092574,-0.054117,-0.197867,0.003801,-1.003150,-0.905125,-0.691833,-0.681514,-0.718852,-0.284537,0.604317,1.334600,0.492189,0.473195,-0.624927,-0.630274,-0.605339,-0.226011,0.076364,0.031791,2.000000
0.468980,-0.325421,0.478661,0.358357,0.052596,0.470701,0.134730,0.441742,0.110823,-0.280100,0.362868,-0.420473,0.345198,0.303861,-0.422971,0.844969,-0.131972,0.165934,-0.055925,0.131930,0.858805,0.260773,0.870136,0.734894,0.316716,1.948910,0.595863,1.010060,1.440570,1.154640,2.000000
1.430940,1.281170,1.663900,1.330190,0.073927,2.678500,1.476430,1.620520,2.135320,2.153200,1.984500,4.262040,4.057630,1.667650,-1.299570,3.210370,1.888500,4.716780,2.939340,3.418310,0.970531,0.693556,1.322480,0.792854,-1.255610,0.864612,0.439601,0.944646,0.444893,1.016220,2.000000
0.488843,1.083540,0.482776,0.363188,-0.878141,-0.078409,0.132723,0.121663,0.129062,-1.333870,-0.006751,-0.251706,0.018271,-0.082589,0.908578,0.322861,0.616718,1.316610,1.121130,-0.299653,0.118101,0.322599,0.141025,-0.007171,-0.843913,-0.393202,-0.191677,-0.041170,-0.148310,-1.166910,2.000000
-0.112737,0.771989,0.067121,-0.217636,1.190240,2.366080,1.555460,0.807437,0.938859,1.986070,-0.696225,-0.086746,-0.398179,-0.464423,-0.203822,1.891980,0.765793,0.726686,-0.112782,1.624330,-0.256389,1.030350,0.045794,-0.321210,1.433550,3.293800,2.023310,1.615550,1.123760,3.275200,2.000000
0.117112,1.918220,0.195933,0.011113,1.247120,1.044430,0.942058,0.637089,1.792430,1.129180,-0.126832,-0.333280,0.006400,-0.171178,-0.477592,0.944924,0.514021,-0.145234,-0.238593,0.631539,0.246379,1.863370,0.501116,0.109978,1.551800,2.564150,2.063090,0.860973,2.129140,2.776890,2.000000
0.156839,0.195384,0.114036,0.084142,0.164228,-0.612371,-0.186269,0.094603,-0.822997,-0.506718,0.243508,0.041959,0.162693,0.111295,-0.440623,-0.773844,-0.394676,-0.114442,-0.779338,-0.646205,0.579489,0.846495,0.480285,0.452119,0.614538,-0.426888,0.092087,0.704277,0.207289,-0.098876,2.000000
0.568298,0.323260,0.663854,0.408938,1.467540,1.852940,1.046170,1.388580,1.285390,1.524340,0.591491,-0.260770,0.488631,0.304300,-0.004989,-0.026141,-0.000454,0.190245,-0.441826,0.131174,0.970531,0.944115,0.879064,0.762996,2.037950,1.074350,0.988435,1.410170,1.301560,1.675090,2.000000
1.612550,0.665038,1.565130,1.719480,0.138631,-0.031072,0.741355,1.187050,-0.837588,-1.253140,1.273030,-0.362284,1.483260,1.584110,-0.182173,-0.365651,0.066795,0.553275,-0.844663,-0.679462,2.286420,0.846495,2.367050,2.665140,0.824766,0.386020,1.270280,1.889390,-0.214581,-0.431632,2.000000
-0.166653,-1.146150,-0.185565,-0.251735,0.101657,-0.436466,-0.277965,-0.028584,0.267676,-0.727669,-0.487796,-0.776316,-0.399662,-0.368800,0.473276,-0.607440,-0.265809,0.219417,-0.089797,-0.564952,-0.239837,-1.044090,-0.225019,-0.297499,0.509425,-0.489175,-0.159083,0.215933,0.123238,-0.628739,1.000000
-0.297184,-0.832276,-0.260877,-0.383301,0.792066,0.429044,-0.540886,-0.459223,0.566790,0.752425,-0.793227,-0.850457,-0.733514,-0.564223,-0.980503,-0.362859,-0.494060,-0.859950,-0.455133,-0.517712,-0.366046,-0.843964,-0.332451,-0.439238,-0.051181,0.148312,-0.398748,-0.635551,0.457824,-0.117147,1.000000
