-0.597727,-1.493490,-0.281814,2.000000
-0.967979,-0.570240,-0.003636,1.000000
-0.875416,0.045257,-0.281814,1.000000
2.827100,-1.493490,-0.281814,2.000000
-0.412601,0.353006,-0.559991,1.000000
-0.967979,-0.262492,2.221780,1.000000
0.050214,-0.877989,-0.420903,1.000000
0.142777,-0.262492,-0.559991,1.000000
1.160970,-1.493490,-0.559991,1.000000
-0.597727,0.045257,-0.559991,1.000000
2.271730,0.660755,-0.142725,1.000000
0.142777,0.660755,2.639050,2.000000
1.253530,1.584000,-0.559991,1.000000
1.623780,-1.493490,-0.003636,2.000000
1.808910,0.353006,-0.559991,1.000000
0.698155,-1.185740,1.804520,2.000000
1.994040,0.660755,-0.142725,2.000000
-0.690290,0.660755,0.274541,2.000000
0.698155,-0.570240,2.917230,1.000000
-1.430790,-0.877989,-0.559991,1.000000
0.513029,-0.570240,-0.420903,1.000000
-1.708480,-0.570240,0.830896,1.000000
-0.320038,-0.570240,-0.559991,1.000000
-0.320038,1.276250,-0.420903,1.000000
-0.042349,-0.570240,-0.559991,1.000000
-1.060540,0.660755,-0.559991,1.000000
0.235340,-1.493490,-0.420903,1.000000
1.068410,-0.570240,-0.559991,1.000000
-0.227475,-0.570240,-0.559991,1.000000
-1.708480,1.276250,0.413630,1.000000
0.883281,0.968503,-0.559991,1.000000
-1.338230,-0.877989,-0.559991,1.000000
0.698155,0.353006,-0.559991,1.000000
-1.338230,0.353006,-0.420903,1.000000
0.327903,0.968503,-0.281814,1.000000
-0.505164,1.584000,-0.003636,1.000000
0.790718,-1.185740,-0.559991,1.000000
-0.782853,0.353006,0.274541,2.000000
0.605592,0.353006,0.413630,1.000000
2.364290,0.660755,-0.420903,2.000000
0.327903,0.968503,-0.420903,1.000000
0.235340,0.968503,1.943610,1.000000
0.975844,0.045257,-0.559991,1.000000
-0.690290,1.276250,-0.420903,1.000000
0.790718,0.660755,-0.559991,2.000000
-0.042349,0.045257,-0.003636,1.000000
-0.505164,0.045257,0.274541,1.000000
0.420466,1.891750,-0.559991,1.000000
-1.986170,0.660755,-0.003636,1.000000
2.179160,1.276250,-0.559991,1.000000
-0.690290,-1.185740,1.387250,1.000000
0.050214,0.660755,1.109070,2.000000
0.050214,0.660755,-0.420903,2.000000
-1.708480,-1.493490,3.612670,1.000000
-0.597727,1.891750,-0.142725,2.000000
-1.523360,-0.877989,-0.420903,1.000000
0.790718,1.584000,-0.559991,1.000000
-0.042349,0.660755,-0.559991,1.000000
-2.078740,0.353006,-0.420903,1.000000
0.975844,-0.570240,0.691807,1.000000
-0.782853,-0.570240,-0.559991,1.000000
1.160970,-0.262492,2.499960,2.000000
-0.875416,-1.493490,6.672620,2.000000
-0.412601,-0.262492,-0.281814,1.000000
1.901470,1.584000,-0.559991,1.000000
0.050214,-0.877989,0.691807,2.000000
-0.320038,-0.262492,-0.559991,1.000000
0.142777,-0.877989,0.969985,2.000000
0.142777,0.968503,-0.559991,1.000000
0.420466,-0.570240,0.135452,2.000000
0.142777,-0.262492,-0.559991,1.000000
-1.245670,0.045257,-0.003636,1.000000
0.513029,-0.570240,-0.281814,1.000000
-0.597727,-0.262492,-0.559991,1.000000
-0.412601,-1.493490,0.969985,2.000000
1.623780,1.276250,-0.559991,1.000000
-1.523360,1.891750,-0.559991,1.000000
-0.505164,1.276250,-0.559991,1.000000
-0.134912,0.353006,0.413630,1.000000
-0.320038,-0.877989,-0.420903,1.000000
-1.153110,0.660755,-0.559991,1.000000
1.160970,-1.493490,-0.559991,2.000000
0.698155,0.660755,-0.559991,2.000000
-0.412601,-0.570240,0.552719,1.000000
-1.801050,-1.493490,0.830896,1.000000
-0.320038,-0.262492,-0.420903,1.000000
-1.245670,-1.185740,-0.281814,1.000000
-0.412601,-1.493490,0.969985,2.000000
-0.505164,0.968503,1.109070,1.000000
-0.875416,0.353006,-0.281814,1.000000
-0.134912,-1.185740,-0.420903,1.000000
0.235340,1.891750,2.499960,1.000000
-1.245670,0.968503,-0.559991,2.000000
0.327903,0.968503,-0.142725,2.000000
1.160970,0.968503,1.526340,2.000000
-0.042349,-0.877989,0.135452,1.000000
0.513029,-1.185740,-0.559991,1.000000
1.623780,-1.493490,-0.559991,2.000000
1.253530,-1.493490,-0.559991,2.000000
-1.430790,0.045257,-0.559991,1.000000
-1.615920,0.353006,1.248160,1.000000
-0.597727,-0.262492,0.135452,2.000000
0.513029,1.276250,-0.559991,1.000000
1.808910,-1.493490,-0.559991,1.000000
-1.060540,0.353006,-0.559991,2.000000
0.142777,-0.877989,-0.142725,1.000000
0.975844,-0.877989,-0.420903,2.000000
-0.227475,-1.185740,-0.281814,1.000000
1.160970,-1.185740,-0.281814,1.000000
-1.153110,-1.493490,-0.559991,1.000000
-0.782853,1.276250,1.665430,1.000000
1.623780,1.584000,-0.559991,1.000000
0.142777,1.276250,5.838090,1.000000
1.623780,0.045257,-0.559991,1.000000
0.142777,-1.185740,0.413630,1.000000
-0.227475,-0.570240,0.274541,1.000000
-0.505164,-0.570240,-0.559991,1.000000
1.160970,1.276250,-0.420903,1.000000
-1.708480,0.968503,0.691807,2.000000
0.883281,0.660755,2.082700,2.000000
0.327903,-0.877989,-0.559991,1.000000
1.068410,1.584000,-0.559991,1.000000
-1.338230,0.968503,0.969985,1.000000
0.235340,0.045257,0.274541,2.000000
-0.967979,-1.493490,-0.559991,1.000000
-1.338230,-0.262492,-0.142725,1.000000
-0.227475,0.353006,-0.559991,2.000000
0.975844,0.968503,-0.559991,1.000000
0.142777,0.045257,2.082700,1.000000
-1.060540,-1.185740,-0.559991,1.000000
1.068410,-1.493490,-0.559991,1.000000
0.235340,0.968503,-0.559991,1.000000
-1.338230,1.276250,0.135452,1.000000
-1.245670,0.045257,-0.559991,1.000000
1.623780,0.968503,1.387250,1.000000
-0.875416,-1.185740,-0.281814,2.000000
0.790718,-0.262492,0.135452,2.000000
0.883281,-1.185740,1.248160,2.000000
-0.875416,0.045257,1.387250,1.000000
1.623780,-1.185740,0.552719,1.000000
0.050214,-1.185740,-0.142725,2.000000
0.883281,-1.493490,-0.559991,1.000000
0.420466,1.276250,-0.559991,1.000000
-1.060540,-1.185740,0.552719,1.000000
0.790718,-1.185740,-0.559991,1.000000
0.605592,0.045257,-0.559991,1.000000
-1.153110,-1.493490,-0.281814,1.000000
-1.430790,-1.185740,0.274541,1.000000
-0.505164,0.968503,-0.559991,1.000000
-0.875416,-0.877989,-0.559991,1.000000
-0.967979,1.891750,-0.420903,2.000000
-0.134912,-1.185740,-0.142725,2.000000
-1.338230,1.891750,2.360870,2.000000
0.975844,-0.570240,-0.559991,1.000000
-0.227475,0.660755,-0.003636,1.000000
0.698155,-0.570240,-0.420903,1.000000
-0.320038,-0.570240,-0.420903,1.000000
0.142777,0.660755,0.135452,2.000000
-0.042349,1.891750,-0.142725,2.000000
0.883281,0.968503,-0.559991,1.000000
0.050214,-0.877989,-0.281814,1.000000
0.605592,0.353006,-0.559991,1.000000
-0.967979,-0.877989,-0.420903,1.000000
-0.967979,0.045257,-0.420903,1.000000
0.235340,1.584000,1.526340,2.000000
0.790718,0.353006,-0.559991,1.000000
-0.690290,1.276250,-0.559991,1.000000
0.235340,1.891750,-0.142725,1.000000
-0.320038,0.045257,-0.559991,2.000000
1.346100,-0.570240,-0.559991,1.000000
1.160970,-0.570240,-0.281814,2.000000
-0.320038,0.968503,-0.559991,1.000000
0.513029,-1.493490,-0.559991,1.000000
0.142777,1.584000,0.413630,2.000000
-0.042349,0.968503,-0.003636,2.000000
1.994040,0.045257,-0.559991,1.000000
1.160970,0.353006,-0.559991,1.000000
-0.967979,-1.185740,-0.559991,2.000000
0.142777,1.891750,0.413630,1.000000
1.346100,0.353006,0.552719,2.000000
0.235340,1.276250,-0.420903,1.000000
0.420466,0.045257,-0.559991,1.000000
0.235340,-1.493490,-0.420903,1.000000
0.420466,-0.570240,-0.559991,1.000000
-0.505164,0.660755,-0.559991,2.000000
1.438660,1.584000,-0.559991,1.000000
-0.227475,-1.493490,-0.420903,1.000000
-0.505164,-0.262492,-0.559991,2.000000
1.808910,0.045257,-0.559991,2.000000
-0.690290,1.276250,-0.420903,2.000000
0.420466,0.353006,-0.559991,1.000000
-0.967979,0.660755,-0.559991,1.000000
-0.597727,-1.493490,-0.142725,1.000000
-0.134912,0.660755,-0.559991,1.000000
1.808910,1.276250,-0.142725,1.000000
-0.042349,1.891750,-0.559991,1.000000
-0.042349,-0.262492,-0.420903,1.000000
1.346100,0.968503,-0.559991,1.000000
-0.227475,0.968503,-0.420903,1.000000
-0.690290,0.968503,-0.559991,2.000000
-0.227475,0.045257,1.248160,2.000000
0.975844,-0.262492,-0.559991,1.000000
0.975844,0.045257,-0.559991,1.000000
-1.708480,-0.877989,-0.559991,1.000000
-0.505164,0.045257,2.639050,2.000000
1.716350,1.584000,-0.281814,1.000000
1.438660,1.276250,-0.559991,1.000000
-1.060540,1.276250,-0.559991,2.000000
0.605592,0.353006,-0.420903,1.000000
-0.505164,-1.493490,-0.142725,1.000000
-1.245670,1.276250,-0.559991,1.000000
1.346100,0.045257,-0.420903,2.000000
-1.430790,-1.493490,-0.559991,1.000000
1.253530,-1.493490,-0.559991,1.000000
0.605592,1.276250,-0.142725,1.000000
-0.782853,0.045257,2.082700,2.000000
0.420466,0.353006,0.691807,1.000000
0.790718,1.584000,-0.420903,2.000000
1.531220,0.660755,-0.559991,1.000000
2.086600,-0.262492,-0.420903,1.000000
-0.042349,-0.877989,-0.003636,1.000000
0.605592,0.353006,-0.003636,1.000000
1.253530,-0.570240,1.248160,2.000000
-2.078740,0.660755,-0.559991,1.000000
0.420466,-0.262492,1.387250,2.000000
0.513029,-1.493490,-0.142725,1.000000
-1.060540,0.660755,-0.559991,1.000000
-1.801050,-0.877989,-0.559991,1.000000
0.420466,0.353006,-0.559991,1.000000
-0.227475,-0.570240,-0.559991,1.000000
1.253530,-1.493490,-0.420903,1.000000
-0.782853,0.045257,-0.420903,1.000000
-0.412601,0.968503,-0.559991,1.000000
-0.875416,0.353006,-0.559991,2.000000
0.235340,-1.493490,-0.559991,1.000000
-0.042349,-0.262492,-0.559991,1.000000
1.346100,0.660755,-0.559991,1.000000
0.050214,0.045257,2.778140,2.000000
-1.060540,-1.493490,-0.559991,1.000000
0.327903,0.660755,0.691807,2.000000
-0.782853,-1.493490,0.691807,2.000000
-0.597727,0.660755,2.221780,2.000000
0.420466,0.353006,-0.420903,2.000000
1.160970,0.353006,-0.559991,1.000000
-0.690290,1.584000,-0.559991,1.000000
0.883281,-1.493490,-0.559991,2.000000
-0.042349,-1.185740,-0.281814,2.000000
-1.430790,0.045257,-0.559991,1.000000
-1.708480,-0.877989,-0.420903,1.000000
0.050214,-1.493490,-0.420903,1.000000
-1.338230,-0.877989,-0.420903,1.000000
-0.134912,-1.185740,1.248160,2.000000
0.050214,0.045257,-0.559991,1.000000
-0.690290,-0.877989,-0.559991,1.000000
-0.967979,-1.185740,-0.281814,1.000000
0.050214,-0.570240,-0.420903,1.000000
-0.042349,1.584000,-0.559991,1.000000
-0.227475,-1.185740,-0.559991,1.000000
0.327903,1.276250,-0.559991,1.000000
1.531220,-0.877989,-0.559991,1.000000
-0.505164,-0.877989,-0.003636,1.000000
-0.042349,0.353006,-0.559991,1.000000
0.698155,1.276250,-0.281814,1.000000
-1.338230,-1.185740,-0.281814,1.000000
0.327903,-0.877989,-0.559991,1.000000
-0.875416,0.353006,-0.559991,2.000000
-1.615920,0.045257,-0.559991,1.000000
-0.412601,1.276250,0.413630,2.000000
-1.338230,-0.877989,-0.559991,1.000000
-0.782853,-0.570240,-0.559991,1.000000
-1.060540,-0.877989,2.639050,2.000000
-1.986170,-1.185740,-0.281814,1.000000
-1.060540,0.353006,-0.559991,1.000000
1.901470,-0.262492,-0.559991,1.000000
-1.338230,0.968503,-0.559991,1.000000
-0.320038,0.045257,-0.142725,1.000000
-0.320038,0.353006,0.830896,2.000000
1.531220,0.968503,-0.559991,1.000000
0.605592,-0.877989,-0.559991,1.000000
1.160970,1.276250,-0.559991,1.000000
0.513029,-0.877989,-0.142725,1.000000
-2.078740,-0.262492,-0.142725,1.000000
-1.430790,-0.877989,1.526340,1.000000
-1.708480,-1.185740,-0.559991,2.000000
-0.134912,0.968503,-0.420903,1.000000
-0.690290,0.353006,-0.559991,1.000000
0.883281,-0.262492,0.274541,1.000000
0.605592,-0.262492,4.308120,2.000000
-0.875416,0.353006,-0.142725,1.000000
-1.060540,1.891750,0.552719,1.000000
0.050214,-1.493490,-0.003636,2.000000
0.975844,-0.570240,3.334490,1.000000
1.068410,0.660755,2.499960,1.000000
1.346100,0.968503,-0.559991,1.000000
0.142777,-1.493490,-0.420903,1.000000
1.531220,1.276250,0.552719,2.000000
0.790718,-1.185740,-0.559991,1.000000
-0.875416,0.660755,-0.559991,1.000000
-0.227475,0.045257,-0.420903,1.000000
-0.042349,-0.262492,-0.142725,2.000000
-0.227475,0.353006,-0.559991,1.000000
0.420466,-0.262492,-0.559991,1.000000
1.068410,0.968503,-0.559991,1.000000
-0.875416,0.968503,-0.003636,1.000000
0.790718,0.660755,0.552719,1.000000
-1.245670,-1.493490,-0.559991,1.000000
