0.555046,-0.430651,-0.430651,-0.134640,1.000000
0.802100,-0.601905,-0.601905,-0.749982,1.000000
0.184465,1.110630,1.110630,0.972974,1.000000
1.666790,-0.773158,-0.773158,-0.462822,1.000000
1.666790,-0.088145,-0.088145,-0.052595,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
0.184465,-0.601905,-0.601905,-0.421799,1.000000
0.802100,0.254361,0.254361,-0.257708,1.000000
1.666790,-0.773158,-0.773158,-0.462822,1.000000
0.925627,0.254361,0.254361,0.972974,2.000000
-0.927278,-0.773158,-0.773158,-1.324300,2.000000
1.419730,-0.430651,-0.430651,0.152519,1.000000
-0.680224,0.254361,0.254361,-0.257708,1.000000
0.184465,0.939374,0.939374,0.316610,1.000000
-0.680224,-0.088145,-0.088145,1.629340,1.000000
-0.927278,-0.088145,-0.088145,-0.011572,1.000000
-0.062589,-0.773158,-0.773158,-1.037140,1.000000
-0.680224,-0.259398,-0.259398,-0.749982,1.000000
-0.680224,-0.259398,-0.259398,0.357633,2.000000
-0.680224,1.110630,1.110630,2.203660,1.000000
-0.680224,0.939374,0.939374,-0.257708,1.000000
-0.680224,-0.430651,-0.430651,-0.011572,1.000000
-0.927278,-0.430651,-0.430651,1.670360,2.000000
1.666790,-0.773158,-0.773158,-0.462822,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
0.555046,-0.601905,-0.601905,-0.832027,1.000000
-0.927278,0.939374,0.939374,1.834450,2.000000
1.419730,-0.601905,-0.601905,-0.544868,2.000000
1.543260,-0.773158,-0.773158,-0.503845,2.000000
-0.803751,1.795640,1.795640,1.629340,1.000000
0.184465,-0.259398,-0.259398,-0.257708,1.000000
-0.062589,0.425615,0.425615,0.152519,2.000000
0.802100,0.254361,0.254361,0.152519,1.000000
0.555046,0.425615,0.425615,0.644792,1.000000
-0.927278,-0.430651,-0.430651,1.752410,1.000000
0.184465,-0.601905,-0.601905,-0.955095,1.000000
1.666790,-0.773158,-0.773158,-0.462822,1.000000
-0.309643,-0.088145,-0.088145,0.726838,1.000000
1.666790,-0.430651,-0.430651,0.029451,1.000000
-0.680224,-0.773158,-0.773158,-1.242250,2.000000
-0.680224,0.596868,0.596868,0.849906,1.000000
-0.927278,0.425615,0.425615,0.152519,2.000000
1.419730,-0.430651,-0.430651,0.029451,1.000000
-0.927278,0.083108,0.083108,0.275587,2.000000
0.802100,-0.773158,-0.773158,-0.749982,1.000000
-0.803751,-0.773158,-0.773158,-1.283280,2.000000
-0.062589,-0.259398,-0.259398,1.260130,1.000000
0.555046,-0.773158,-0.773158,-0.832027,1.000000
-0.062589,-0.430651,-0.430651,0.726838,1.000000
0.060938,0.425615,0.425615,0.193542,1.000000
0.802100,-0.601905,-0.601905,-0.298731,1.000000
0.802100,0.254361,0.254361,2.408770,1.000000
-0.927278,-0.430651,-0.430651,-1.037140,2.000000
-0.927278,0.768121,0.768121,0.603769,1.000000
-1.174330,-0.430651,-0.430651,-1.242250,1.000000
-0.927278,-0.088145,-0.088145,-0.339754,1.000000
-0.927278,-0.430651,-0.430651,0.726838,1.000000
-0.680224,0.254361,0.254361,-0.380777,1.000000
-0.680224,0.083108,0.083108,0.275587,2.000000
0.555046,2.138150,2.138150,1.793430,1.000000
1.913840,0.083108,0.083108,0.644792,1.000000
-0.927278,0.254361,0.254361,1.711380,1.000000
0.802100,-0.773158,-0.773158,-0.749982,1.000000
-1.174330,3.508170,3.508170,1.711380,2.000000
-0.680224,-0.601905,-0.601905,0.726838,1.000000
-0.927278,0.939374,0.939374,-0.462822,1.000000
-0.680224,-0.088145,-0.088145,0.972974,1.000000
0.184465,-0.430651,-0.430651,1.711380,1.000000
-0.680224,-0.430651,-0.430651,-0.257708,1.000000
-0.927278,0.083108,0.083108,0.521724,1.000000
-0.680224,0.596868,0.596868,0.726838,1.000000
-0.680224,2.309400,2.309400,1.424220,2.000000
0.184465,-0.259398,-0.259398,1.096040,1.000000
-0.680224,-0.088145,-0.088145,-0.749982,2.000000
-0.927278,1.281880,1.281880,-0.093617,2.000000
-0.927278,0.939374,0.939374,0.480701,1.000000
0.184465,-0.601905,-0.601905,-0.749982,1.000000
0.555046,-0.259398,-0.259398,0.152519,1.000000
0.184465,1.966890,1.966890,1.834450,2.000000
0.184465,0.596868,0.596868,1.547290,2.000000
-0.433170,-0.430651,-0.430651,-0.832027,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
0.184465,-0.601905,-0.601905,-0.708959,1.000000
0.802100,-0.259398,-0.259398,0.439678,1.000000
0.184465,-0.773158,-0.773158,-0.955095,1.000000
-0.556697,6.933240,6.933240,2.613880,2.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
0.555046,-0.088145,-0.088145,1.219110,1.000000
0.184465,-0.430651,-0.430651,0.111496,1.000000
0.060938,-0.259398,-0.259398,-0.749982,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
-0.680224,0.083108,0.083108,0.357633,1.000000
-0.927278,-0.430651,-0.430651,-0.503845,1.000000
0.802100,-0.430651,-0.430651,-0.011572,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
-0.680224,-0.259398,-0.259398,-0.832027,2.000000
1.419730,-0.773158,-0.773158,-0.544868,2.000000
0.802100,-0.773158,-0.773158,-0.749982,1.000000
0.802100,-0.430651,-0.430651,-0.544868,2.000000
-0.680224,-0.773158,-0.773158,-1.242250,2.000000
-0.680224,-0.088145,-0.088145,-0.749982,2.000000
0.184465,3.165670,3.165670,1.219110,1.000000
1.049150,-0.601905,-0.601905,-0.462822,1.000000
1.666790,-0.773158,-0.773158,-0.462822,2.000000
-0.680224,-0.430651,-0.430651,-0.380777,2.000000
0.184465,-0.430651,-0.430651,1.711380,1.000000
1.419730,-0.601905,-0.601905,-0.462822,1.000000
-0.680224,0.939374,0.939374,2.490820,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,2.000000
1.666790,-0.430651,-0.430651,0.562747,1.000000
-0.062589,-0.601905,-0.601905,-0.955095,1.000000
0.184465,-0.430651,-0.430651,-0.257708,1.000000
1.419730,-0.773158,-0.773158,-0.544868,1.000000
-0.927278,-0.259398,-0.259398,-0.832027,2.000000
0.555046,-0.773158,-0.773158,-0.832027,1.000000
-0.680224,0.596868,0.596868,-0.257708,1.000000
1.666790,-0.259398,-0.259398,0.767860,1.000000
-0.680224,-0.259398,-0.259398,-0.011572,2.000000
-0.927278,0.768121,0.768121,-0.257708,2.000000
-0.556697,0.083108,0.083108,-0.257708,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
0.184465,-0.601905,-0.601905,0.726838,1.000000
0.802100,-0.773158,-0.773158,-0.749982,1.000000
0.555046,-0.430651,-0.430651,1.998540,1.000000
-0.927278,0.939374,0.939374,0.275587,2.000000
0.555046,-0.773158,-0.773158,-0.832027,1.000000
-0.680224,-0.773158,-0.773158,-1.242250,2.000000
1.666790,-0.773158,-0.773158,-0.462822,1.000000
3.643220,-0.773158,-0.773158,0.193542,1.000000
0.802100,-0.430651,-0.430651,-0.626913,1.000000
1.666790,-0.773158,-0.773158,-0.462822,1.000000
0.555046,-0.430651,-0.430651,-0.544868,1.000000
-0.680224,0.254361,0.254361,0.972974,1.000000
-0.927278,-0.259398,-0.259398,-0.749982,1.000000
-0.680224,0.083108,0.083108,0.029451,1.000000
0.555046,-0.088145,-0.088145,-0.832027,1.000000
-0.062589,-0.430651,-0.430651,-0.011572,1.000000
-0.062589,-0.088145,-0.088145,-0.626913,1.000000
-0.062589,-0.088145,-0.088145,0.685815,2.000000
-0.680224,-0.601905,-0.601905,-0.462822,1.000000
0.802100,-0.773158,-0.773158,-0.749982,1.000000
0.555046,-0.430651,-0.430651,0.275587,1.000000
-0.680224,0.768121,0.768121,-0.257708,2.000000
0.555046,-0.259398,-0.259398,-0.175663,1.000000
0.802100,-0.773158,-0.773158,-0.749982,1.000000
-0.927278,0.083108,0.083108,0.439678,1.000000
1.419730,-0.601905,-0.601905,0.029451,1.000000
-0.680224,0.083108,0.083108,-0.462822,2.000000
0.184465,-0.601905,-0.601905,1.465250,1.000000
-0.927278,-0.773158,-0.773158,-1.324300,1.000000
0.184465,1.795640,1.795640,2.244680,1.000000
3.149110,-0.430651,-0.430651,1.219110,1.000000
0.184465,0.254361,0.254361,1.219110,1.000000
