0.866944,-1.124160,-0.657089,-0.837900,0.323672,0.398122,0.376803,0.368718,-0.265924,-0.603819,-0.654481,0.285533,-0.836021,0.080246,-0.623978,-1.299960,0.655111,-0.835142,0.103323,-0.595334,-1.415400,0.010164,-0.800881,0.338514,-0.542252,-1.298830,-0.264655,-0.741273,-0.842398,-0.843647,-0.872132,-0.883945,1.000000
-0.690381,0.807357,0.335476,0.267863,-0.706293,-1.345070,-1.372150,-1.471560,0.338344,0.042027,-0.129389,-1.001730,0.097526,0.910660,0.023947,0.557614,-1.505380,0.340503,1.185500,0.235001,0.916337,-1.024660,0.347109,0.951738,0.111599,0.958004,0.646745,0.756155,0.623878,0.553236,0.544711,0.572476,3.000000
-0.354595,0.141602,-0.208455,0.140573,-0.127560,-0.591815,-0.582930,-0.592595,0.155405,0.009175,0.206896,-0.620769,0.268293,0.376483,-0.057978,0.332997,-0.471181,-0.000840,-0.325711,0.079666,0.254690,-0.496428,0.043476,-0.538564,0.254231,0.290650,0.197462,-0.095808,-0.214692,-0.230214,-0.235641,-0.224607,1.000000
-0.572436,0.627046,0.383010,0.427066,-0.353176,-0.623448,-0.641248,-0.714538,-0.076628,-0.443926,-0.329829,-0.639799,1.182430,1.732670,0.859208,0.996953,-0.602859,0.189096,0.833792,0.071530,0.604548,-0.040728,0.297986,0.431333,0.139204,0.725412,0.327810,0.243876,0.207676,0.218900,0.232922,0.249413,1.000000
-0.013393,-0.511549,-0.552926,-0.749819,-0.105232,0.511629,0.498976,0.475499,-0.523403,-0.514108,-0.564470,-0.271401,-0.861537,0.048543,-0.619081,-1.002800,0.904394,-0.714008,0.179581,-0.561422,-0.660438,0.861977,-0.682766,0.364330,-0.471151,-0.693550,0.140723,-0.194633,-0.405737,-0.459378,-0.456699,-0.442747,1.000000
-0.445226,0.407696,0.088602,0.744701,-0.174654,-0.885264,-0.738875,-0.620939,-0.010514,-0.453731,-0.395103,-1.138830,1.799810,2.599200,1.444450,0.863946,-0.964361,0.225006,0.868493,0.052951,0.480736,-0.181400,0.414342,0.348879,0.208986,0.729190,0.153386,0.012653,-0.065924,-0.082245,-0.053870,-0.038119,1.000000
-0.750948,1.133710,1.204880,0.085243,-1.009150,0.251002,0.218340,0.176313,1.963480,1.646820,0.904434,0.470352,0.236820,-0.449963,0.099285,0.869383,0.158123,0.296017,-0.410855,0.016461,0.906343,0.367738,0.439029,-0.437670,0.143661,0.957005,0.963781,1.413720,1.577210,1.560140,1.534870,1.521580,3.000000
-0.824368,1.575130,2.249930,0.991586,-1.037910,-0.665925,-0.710470,-0.784140,1.767810,1.583240,2.436950,-0.235831,1.355630,-0.917417,0.905373,1.647620,-0.755335,1.227690,-0.434002,0.861567,1.460300,-1.150360,1.296940,-0.769798,0.931499,1.600740,0.943312,1.576230,1.973430,2.120130,2.161860,2.191190,3.000000
0.143781,-0.687013,-0.590976,-0.835412,-0.202129,0.023597,0.079216,0.128629,-0.059338,-0.672301,-0.729500,-0.660977,-0.917547,-0.001129,-0.653911,-1.126530,0.390496,-0.801810,0.151407,-0.598392,-0.997343,0.497247,-0.751028,0.398072,-0.551397,-0.891461,0.309470,-0.138054,-0.394464,-0.442238,-0.461247,-0.501315,1.000000
0.630254,-0.814533,-0.439828,-0.715308,0.162721,-0.883145,-0.824228,-0.784929,-0.124502,-0.511669,-0.747680,-0.981651,-0.854051,-0.028494,-0.618691,-1.180120,-0.534916,-0.629934,-0.282025,-0.461917,-1.167190,-1.337770,-0.586898,0.028904,-0.430264,-0.906153,-0.089811,-0.497837,-0.566479,-0.597153,-0.640159,-0.678728,1.000000
-0.278827,-0.130738,-0.352806,-0.696848,-0.493929,-0.806407,-0.856050,-0.857449,0.365070,0.058478,-0.243017,-0.856030,-0.687823,0.153076,-0.566769,-0.493159,-0.527720,-0.642498,0.142981,-0.556565,-0.399811,-1.010610,-0.602719,0.393594,-0.514757,-0.363261,0.533068,0.376863,0.152127,0.042826,-0.003178,-0.021848,3.000000
-0.117795,-0.103163,-0.644986,0.238789,1.224620,-0.499856,-0.533437,-0.612494,-1.044830,-0.526261,-0.216781,-0.167738,0.111509,0.427625,-0.193694,0.683185,-0.590186,0.167058,0.864815,-0.192724,0.495278,0.054250,-0.168028,0.649084,-0.377922,0.336615,-1.199790,-0.774975,-0.508611,-0.445336,-0.427545,-0.402529,3.000000
-0.403918,0.377793,-0.233092,2.302840,-0.096287,2.235860,2.262380,2.476130,-0.351217,-0.603669,-0.564690,2.479390,0.338824,-0.919416,-0.058578,-0.114227,1.529030,2.441490,-1.582060,1.398460,0.768528,1.260500,1.636650,-1.474090,0.684675,0.210274,-0.006147,-0.077558,-0.239359,-0.308531,-0.303334,-0.286983,3.000000
-0.775584,1.178000,0.945651,0.576104,-0.786998,1.442030,1.443120,1.460200,1.036580,0.712529,1.017290,1.690150,0.590126,-0.862767,0.213733,0.948739,1.065310,0.659628,-0.691970,0.257998,1.090990,1.072560,0.666554,-0.936686,0.278747,0.859048,0.650403,1.119140,1.244830,1.227070,1.210960,1.200550,3.000000
0.042217,-0.399131,-0.364130,-0.559493,0.146240,0.609745,0.626606,0.762891,-0.027265,-0.621369,-0.708571,0.491150,-0.559423,0.023047,-0.577463,-0.251302,0.714188,-0.529829,-0.283565,-0.436251,-0.621449,0.409945,-0.483995,-0.109170,-0.364300,-0.630014,-0.097167,-0.480446,-0.523383,-0.527071,-0.552617,-0.579722,1.000000
-0.881696,1.866910,2.789070,1.378860,-1.291810,-1.547290,-1.668190,-1.753590,1.916540,4.416430,2.088060,-1.182100,1.986370,1.189100,1.801460,1.884600,-1.928120,1.469410,1.173940,1.372770,1.614550,-1.496930,2.000530,0.627955,1.606450,1.924630,1.183150,1.983280,2.399080,2.457700,2.392950,2.311600,3.000000
0.313398,-0.813094,-0.691520,-0.660348,0.270462,0.581391,0.585868,0.565740,-0.535056,-0.483375,-0.620380,0.532178,-0.577373,0.124911,-0.554676,-0.738155,0.667144,-0.723093,0.172006,-0.580851,-0.872211,0.526851,-0.741863,0.394394,-0.542382,-0.919795,-0.191895,-0.697997,-0.814193,-0.829955,-0.835442,-0.845796,1.000000
-0.613613,0.494159,0.148429,-0.474090,-0.847535,-0.738555,-0.771617,-0.770067,0.349498,1.154330,0.108830,-0.263945,-0.454241,-0.161092,-0.539664,0.183039,-0.649054,-0.329519,-0.135126,-0.449354,0.291220,-1.346510,-0.266434,0.121453,-0.402679,0.335356,0.824178,1.053320,0.936086,0.811764,0.748050,0.694499,3.000000
