0.553970,-1.206460,0.586295,-1.380240,-0.836648,0.452343,0.717382,8.000000
0.553970,-1.206460,0.586295,-1.380240,-0.836648,-2.208500,-1.392560,8.000000
0.553970,-1.206460,0.586295,0.723786,1.194050,-2.208500,-1.392560,3.000000
0.553970,0.828042,-1.703920,0.723786,-0.836648,0.452343,0.717382,6.000000
0.553970,0.828042,0.586295,-1.380240,1.194050,0.452343,0.717382,1.000000
-1.803350,0.828042,0.586295,-1.380240,-0.836648,0.452343,-1.392560,5.000000
0.553970,0.828042,0.586295,0.723786,-0.836648,0.452343,0.717382,10.000000
0.553970,-1.206460,0.586295,0.723786,1.194050,0.452343,0.717382,9.000000
0.553970,-1.206460,0.586295,0.723786,1.194050,0.452343,0.717382,6.000000
0.553970,0.828042,0.586295,0.723786,1.194050,0.452343,0.717382,7.000000
0.553970,-1.206460,0.586295,0.723786,-0.836648,0.452343,0.717382,4.000000
0.553970,-1.206460,0.586295,-1.380240,-0.836648,0.452343,0.717382,8.000000
0.553970,-1.206460,0.586295,-1.380240,1.194050,0.452343,0.717382,1.000000
0.553970,0.828042,0.586295,0.723786,-0.836648,0.452343,-1.392560,6.000000
-1.803350,0.828042,0.586295,0.723786,1.194050,0.452343,0.717382,7.000000
0.553970,0.828042,0.586295,0.723786,-0.836648,-2.208500,0.717382,6.000000
0.553970,0.828042,-1.703920,-1.380240,1.194050,0.452343,0.717382,7.000000
0.553970,-1.206460,0.586295,0.723786,-0.836648,0.452343,0.717382,4.000000
0.553970,-1.206460,-1.703920,0.723786,1.194050,-2.208500,0.717382,3.000000
-1.803350,0.828042,0.586295,0.723786,-0.836648,-2.208500,-1.392560,5.000000
0.553970,0.828042,-1.703920,0.723786,1.194050,0.452343,-1.392560,7.000000
0.553970,0.828042,-1.703920,-1.380240,1.194050,0.452343,0.717382,1.000000
0.553970,-1.206460,0.586295,0.723786,-0.836648,0.452343,0.717382,4.000000
0.553970,0.828042,-1.703920,0.723786,1.194050,0.452343,0.717382,7.000000
0.553970,0.828042,-1.703920,0.723786,-0.836648,0.452343,0.717382,6.000000
-1.803350,0.828042,-1.703920,-1.380240,-0.836648,0.452343,-1.392560,5.000000
0.553970,0.828042,0.586295,0.723786,-0.836648,0.452343,0.717382,10.000000
-1.803350,0.828042,0.586295,0.723786,-0.836648,0.452343,-1.392560,5.000000
0.553970,-1.206460,0.586295,0.723786,1.194050,-2.208500,0.717382,3.000000
