0.208959,0.100599,0.551486,-0.190091,-0.904962,0.081179,0.030241,-0.352051,-0.585079,1.000000
-0.864517,1.778280,0.683210,0.591050,-1.008250,-0.516805,-1.122130,-0.352051,0.646464,2.000000
1.239630,0.982300,0.787203,-1.952670,-1.137360,-0.593470,0.430760,-0.352051,-0.585079,1.000000
-0.225700,-1.038260,0.579217,-0.029857,0.644333,0.111844,-0.292985,-0.352051,-0.585079,1.000000
-0.334365,-0.474956,0.593083,0.490904,0.102080,0.065846,-0.363251,-0.352051,0.133321,1.000000
-0.818417,-0.352497,0.502956,0.270582,0.786352,-0.654801,-0.398385,-0.352051,1.364860,2.000000
1.121080,-0.254530,0.690143,-0.590676,0.127901,0.065846,-0.307038,-0.352051,-0.585079,2.000000
-0.222407,-1.172970,0.017656,-0.310266,1.354430,0.096511,0.072401,-0.352051,1.878010,1.000000
-0.801953,-0.193301,0.530687,-0.029857,0.670155,0.173176,-0.770797,-0.352051,-0.585079,2.000000
1.121080,0.418991,-1.160930,-0.170061,-0.595103,-0.256146,1.533940,-0.352051,-0.585079,2.000000
-0.380465,-0.658643,0.551486,-0.230149,0.502314,0.096511,-0.370278,-0.352051,-0.585079,1.000000
-0.248750,0.590433,0.634680,-0.170061,0.102080,-0.026152,-0.791877,-0.352051,-0.585079,1.000000
-0.275093,-1.026020,0.544553,-0.130003,0.954192,0.157843,-0.285958,-0.352051,0.030693,1.000000
-0.143378,-0.756610,0.565351,-0.650764,0.489403,0.219175,-0.131372,-0.352051,-0.585079,1.000000
2.724710,-2.666960,-1.861150,-1.351790,0.721798,-0.762132,4.021380,-0.352051,-0.585079,2.000000
-0.061057,0.382253,-1.861150,-1.772400,2.322740,-0.762132,1.428540,-0.352051,-0.585079,2.000000
-0.880981,-0.205547,0.558419,0.050260,0.773441,-0.179481,-0.651344,-0.352051,-0.585079,2.000000
-0.268507,-0.499447,0.634680,-0.170061,0.437760,0.111844,-0.391358,-0.352051,0.543836,1.000000
-0.238872,-0.523939,0.593083,-0.470500,0.450671,0.234508,-0.300012,-0.352051,-0.585079,1.000000
-0.242164,-0.977035,0.627747,-0.270208,0.825084,0.127177,-0.321092,-0.352051,-0.585079,1.000000
0.014679,-0.474956,0.648546,-0.770939,-0.401441,0.219175,0.121587,-0.352051,0.954350,2.000000
0.202373,0.210812,0.461359,-0.430442,-0.737122,0.142510,-0.032999,-0.352051,-0.585079,1.000000
-0.485837,-0.903560,0.135515,0.530962,0.721798,0.357171,-0.292985,-0.352051,-0.585079,2.000000
5.125210,-1.356660,-1.861150,-0.891115,-3.215990,-0.578137,5.082400,-0.352051,1.878010,2.000000
0.116758,-0.585168,0.676277,0.230524,-0.181958,0.127177,-0.285958,-0.352051,0.646464,2.000000
1.269260,1.251710,-1.861150,-0.891115,0.024615,-0.608803,1.800960,-0.352051,0.235950,2.000000
-0.242164,-0.744364,0.676277,-0.350325,0.463582,0.157843,-0.278932,-0.352051,-0.585079,1.000000
1.239630,0.982300,0.787203,-1.952670,-1.137360,-0.593470,0.430760,-0.352051,-0.585079,1.000000
-0.130207,-0.817839,0.551486,-0.190091,0.399028,0.219175,-0.194612,-0.352051,-0.585079,1.000000
1.285730,0.933316,0.780270,-1.331760,-1.679610,-0.762132,0.515080,-0.352051,-0.585079,1.000000
3.096810,-0.940298,-1.861150,-1.552080,-0.814587,-0.670134,3.824630,-0.352051,-0.585079,2.000000
-0.284972,-0.719873,0.600016,0.090319,0.127901,0.065846,-0.307038,-0.352051,1.364860,1.000000
-0.281679,-0.732118,0.613881,-0.190091,0.476493,0.188509,-0.257852,-0.352051,-0.585079,1.000000
0.106880,-0.266776,0.475224,-0.530588,0.089169,0.111844,-0.089212,-0.352051,1.056980,1.000000
-0.268507,-0.854577,0.509889,-0.490530,0.708887,0.142510,-0.222719,-0.352051,-0.585079,1.000000
-0.535230,-0.756610,0.579217,0.190465,0.915460,0.249840,-0.742691,-0.352051,-0.585079,2.000000
0.047608,-0.254530,0.655478,-0.750910,0.231188,0.111844,-0.384331,-0.171045,1.159610,2.000000
-0.815124,-0.646397,0.516821,-0.089944,0.812173,0.295839,-0.637291,-0.352051,1.878010,1.000000
-0.792074,-0.756610,0.641613,0.350699,0.411939,0.219175,-0.623237,-0.352051,2.083270,1.000000
-2.046660,-0.511693,0.544553,-0.650764,0.424850,0.188509,-0.426491,-0.352051,2.596410,1.000000
-0.627430,0.002632,0.600016,-0.390383,0.205366,0.280506,-0.602158,-0.352051,-0.585079,2.000000
-0.143378,-0.242285,0.551486,-0.069915,-0.014117,0.142510,-0.370278,-0.352051,-0.585079,1.000000
-0.291558,-0.670889,0.606949,-0.350325,0.721798,0.065846,-0.405411,-0.352051,1.159610,1.000000
-0.294850,-0.695381,0.565351,-0.610705,0.799263,0.096511,-0.285958,-0.352051,-0.585079,1.000000
