0.347937,-0.858037,-0.316268,-0.515018,-0.096480,-0.729955,0.136572,-0.539867,-0.177959,-0.126749,-0.265210,-0.146710,-0.284990,-0.053060,-0.259075,-0.155721,-0.232371,-0.041611,0.138024,-0.044562,-0.016010,-0.245435,-0.116871,-0.067412,0.046346,-0.620976,0.084792,-0.326393,0.054938,-0.319421,-0.032218,-0.387293,-0.070996,2.000000
-2.865900,-1.288590,-0.100517,0.767382,1.918600,0.913227,1.691100,-1.009430,-0.374796,-0.845050,-0.313329,-2.251420,-2.209480,-0.527182,-0.155185,-2.236090,-2.005760,-0.573860,0.046284,-0.552115,-0.016010,1.055910,2.004730,-0.684820,0.139995,0.887941,1.944520,-0.657153,0.054938,-2.366670,1.954520,-0.668430,-0.030918,1.000000
0.347937,0.084042,0.021245,0.475054,-0.247106,0.595377,-0.223429,0.653075,-0.170167,0.500353,-0.230429,0.672016,-0.176942,0.709561,-0.140503,0.686500,-0.243282,0.670577,-0.021837,0.700123,0.001533,0.635799,0.127377,0.691822,0.056553,0.322739,0.146353,0.423530,0.283257,0.548968,0.030558,0.563855,-0.004719,2.000000
0.347937,0.527213,-0.136853,0.767382,-0.077427,0.913227,-0.198407,0.825597,-0.363739,0.815706,-0.345745,0.963054,-0.188763,1.004620,-0.015189,1.000050,0.104168,0.886284,0.128699,1.035070,0.025270,1.038190,0.078425,0.979228,0.245169,0.829321,0.207368,0.865736,0.076002,1.132990,0.184401,1.203920,0.106099,2.000000
0.347937,0.720619,2.164820,0.767382,-2.421580,-1.116600,-0.229209,-1.009430,-0.374796,0.929584,1.707620,0.963054,-2.209480,1.004620,2.026460,1.000050,-2.005760,-0.573860,0.046284,-0.552115,-0.016010,1.055910,-0.417806,-0.684820,0.139995,0.887941,-1.691670,1.079300,2.023540,1.132990,-1.939750,-0.668430,-0.030918,1.000000
0.347937,-1.288590,-0.100517,-1.803920,1.601510,-1.116600,-0.229209,0.348756,-2.441550,0.877729,0.320946,-1.062840,-1.385270,-0.990413,1.275210,0.905473,0.337238,-0.573860,0.046284,-0.552115,-0.016010,-0.899196,-1.787060,-0.684820,0.139995,0.887941,-1.691670,-0.657153,0.054938,-0.539025,1.212300,-0.668430,-0.030918,1.000000
0.347937,0.720619,0.066665,0.767382,-0.177273,0.913227,-0.336035,0.962700,-0.193666,0.929584,0.083808,0.963054,0.222009,1.004620,0.123738,1.000050,0.219878,1.022900,0.568115,1.087690,0.847767,1.055910,0.900370,1.043940,0.533962,0.887941,0.794450,1.002950,1.012490,1.132990,0.640051,1.244850,0.966483,2.000000
0.347937,0.720619,-0.316268,-3.079800,-2.421580,-3.146420,-2.149520,0.962700,0.281315,0.598597,1.226430,-2.251420,-2.209480,-2.058980,2.026460,0.148362,2.020320,1.022900,1.972780,0.576711,-1.945890,-2.256620,-1.787060,0.748958,0.857958,0.887941,1.944520,1.079300,1.054870,-2.366670,-0.626212,-2.581710,1.524180,1.000000
-2.865900,-1.288590,-0.100517,0.767382,1.918600,-1.116600,-0.229209,0.962700,1.691960,-0.845050,-0.313329,0.963054,-2.209480,-0.527182,-0.155185,-0.618020,0.007281,-0.573860,0.046284,-0.552115,-0.016010,-0.600356,0.108835,-0.684820,0.139995,0.887941,-1.691670,-0.657153,0.054938,-2.366670,1.954520,-0.668430,-0.030918,1.000000
0.347937,0.216629,-0.042774,0.748030,-0.038994,0.423127,0.018069,0.456118,-0.564689,0.855795,-0.263169,0.929640,-0.198240,0.945028,0.067233,0.862222,0.082890,0.560257,0.097972,0.779751,-0.171327,1.055910,0.108835,0.555804,0.116259,0.544492,0.172824,0.600649,0.033815,0.965166,0.222857,0.725144,0.027800,2.000000
0.347937,0.720619,-0.285890,0.767382,-0.497274,0.897923,-0.801499,0.962700,-1.058370,0.870347,-1.006130,0.734634,-1.143860,0.880601,-1.206080,0.564530,-1.305700,0.514031,-1.177890,0.799905,-1.527420,0.374009,-1.309010,0.474017,-1.753750,-0.104747,-1.431120,0.001675,-1.596580,-0.194833,-1.722570,-0.109351,-1.944520,2.000000
0.347937,0.391290,0.198847,0.232066,-0.120004,0.219617,-0.069535,-0.538329,-0.106924,-0.067104,0.097530,0.150082,0.067586,0.158251,0.139489,-0.143084,0.066102,0.195109,0.349823,-0.013685,0.266062,-0.111840,0.386356,-0.227806,0.425741,-0.591298,0.386669,-0.198225,0.372612,-0.288449,0.272821,-0.349773,0.250887,2.000000
0.347937,0.701030,-0.231567,0.763400,-0.533797,0.886089,-0.602324,0.950354,-0.908907,0.800710,-0.922240,0.844938,-0.955930,0.848556,-1.110660,0.756077,-1.040790,0.822238,-1.053270,0.743594,-1.170830,0.637289,-1.116200,0.495609,-1.206710,0.214700,-1.203950,0.402258,-1.428460,0.341228,-1.555740,0.272807,-1.808380,2.000000
0.347937,0.457192,-0.261606,0.767382,-0.305612,0.913227,-0.361499,0.721666,-0.370208,0.637763,-0.443558,0.963054,-0.336013,1.004620,-0.591513,0.787904,0.114636,0.831292,-0.026500,1.087690,-0.238449,1.055910,-0.245071,0.775010,0.209927,0.887941,-0.131053,0.770595,-0.233797,1.132990,-0.296542,1.244850,-0.975152,2.000000
-2.865900,-1.288590,-0.100517,-1.156210,-0.251490,-1.116600,-0.229209,-1.009430,-0.374796,-0.845050,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.618020,0.007281,-0.573860,0.046284,-0.552115,-0.016010,-0.600356,0.108835,-0.684820,0.139995,0.887941,-1.691670,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,1.000000
-2.865900,0.720619,2.164820,-1.156210,-0.251490,0.913227,-2.149520,0.962700,-2.441550,0.929584,1.707620,0.963054,1.831960,1.004620,-2.336830,1.000050,2.020320,1.022900,1.972780,1.087690,-1.945890,-2.256620,-1.787060,1.043940,-1.826590,0.887941,-1.691670,1.079300,2.023540,-0.616840,0.007387,1.244850,-2.166130,1.000000
0.347937,0.058886,-0.043250,0.125403,-0.142312,0.044402,0.131060,-0.836358,0.329574,0.283990,-0.068168,0.353895,0.099897,0.677377,0.084272,0.326496,0.372667,-0.344006,0.840464,0.331543,0.395557,0.251296,0.537781,0.159470,0.606549,-0.154921,0.574006,0.097042,0.553113,0.094694,0.509593,1.244850,0.674471,2.000000
-2.865900,-1.288590,-0.100517,-1.156210,-0.251490,-1.116600,-0.229209,-1.009430,-0.374796,-0.845050,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.618020,0.007281,-0.573860,0.046284,-0.552115,-0.016010,-0.600356,0.108835,-0.684820,0.139995,0.887941,0.126426,-0.657153,0.054938,-0.616840,0.007387,-0.668430,-0.030918,1.000000
0.347937,0.720619,-0.114381,0.767382,-0.464896,0.913227,-0.376093,0.962700,-0.593975,0.929584,-0.537108,0.963054,-0.986726,1.004620,-0.495870,0.872610,-0.634556,0.806909,-0.619014,0.951472,-0.866549,0.990654,-0.779693,0.730581,-0.653956,0.552434,-0.641375,0.658802,-0.697679,0.790865,-0.782664,0.754169,-0.992597,2.000000
0.347937,0.696951,-0.050974,0.634692,0.488511,0.586507,0.447162,0.463869,0.635970,0.460797,0.735119,0.241019,1.027290,0.133482,1.289870,-0.103474,1.425320,-0.120715,1.373120,-0.428884,1.406240,-0.495382,1.460300,-0.969874,1.510980,-1.370000,1.226560,-0.938616,1.153520,-1.224330,0.867924,-1.309050,0.769040,2.000000
0.347937,0.553192,0.560214,0.446777,-0.613179,0.321189,0.250868,0.716183,-0.547018,0.781704,-0.229116,0.695176,0.063827,0.557836,-0.155185,0.797791,0.091164,1.022900,0.206819,0.541094,-0.176827,0.641844,0.424823,0.755804,-0.105828,0.574034,0.226476,1.079300,0.465057,0.622619,0.007387,0.686802,0.058056,2.000000
