1.530400,1.527320,-0.406358,-0.406369,-0.326766,-0.324875,-0.114814,-0.360645,0.231881,-0.598883,-0.499110,-0.816812,0.816812,-0.703223,-1.063410,-0.882282,-0.833647,-0.443701,0.426557,0.168298,0.879577,-0.229030,-0.697006,0.130140,1.141840,-0.317241,-0.311739,7.000000
0.101527,0.034234,0.204852,0.204880,-0.274139,-0.099118,0.056354,-0.298220,0.356358,0.096639,-0.658194,-0.816812,0.816812,0.385982,1.946150,1.314980,-1.726440,-0.428436,-1.958380,0.796196,0.879577,0.235904,-0.611045,1.378090,1.625000,0.054482,1.212780,5.000000
0.625830,0.616999,-0.135140,-0.135154,-0.296583,-0.202036,-0.112469,-0.312067,1.134340,0.685158,-0.672027,-0.816812,0.816812,-0.521689,1.034280,0.788981,1.451840,-0.216432,-0.252916,-0.179586,-1.193600,0.082532,0.231543,0.061910,-0.237563,0.916905,1.084920,7.000000
0.041990,-0.030072,0.977052,0.977024,-0.346888,-0.321555,-0.159364,-0.380409,0.449716,-0.277873,-0.575194,-0.816812,0.816812,-0.703223,1.768980,-0.637494,0.353920,-0.442005,0.230895,0.796196,0.879577,-0.618671,-0.697006,-0.499997,0.499158,0.104224,-0.940989,6.000000
-1.046950,-1.161440,0.498477,0.498455,-0.326766,-0.291675,-0.145295,-0.350988,0.729791,0.952667,-0.727361,1.223640,-1.223640,-0.158620,-0.978658,-1.065870,0.476771,-0.391124,-0.111924,0.593015,0.879577,-0.229030,-0.393649,-0.225096,0.432674,0.949842,-0.360642,2.000000
0.671923,0.627047,-0.570399,-0.570416,-0.344373,-0.324875,-0.154674,-0.377009,0.294119,0.524653,-0.464526,-0.816812,0.816812,2.564390,1.108010,-1.500080,-0.030499,-0.455573,0.133064,0.545208,0.879577,-0.551999,-0.792103,-0.438370,0.707197,0.229252,-0.963673,1.000000
-1.081520,-1.179530,-0.506652,-0.506642,-0.265626,-0.168837,-0.037436,-0.341205,-1.292970,-2.792450,-0.699694,1.223640,-1.223640,-0.158620,-1.067410,1.689450,-0.779785,-0.279185,-0.959518,0.604967,0.879577,0.284451,0.054014,0.886834,1.112690,-2.662520,1.220140,2.000000
-1.069990,-1.195600,-0.106751,-0.106750,-0.315157,-0.215316,-0.063229,-0.336247,0.667552,1.380680,-0.699694,1.223640,-1.223640,-0.158620,-1.038050,0.367887,-1.502140,-0.453877,-1.722430,0.719790,0.879577,-0.087699,-0.792103,0.742010,1.503610,0.909511,0.582939,1.000000
0.779472,0.729533,-0.191119,-0.191145,-0.364108,-0.354754,-0.180467,-0.399672,1.258820,0.685158,-0.699694,-0.816812,0.816812,-0.521689,0.745666,0.625060,0.353920,-0.514934,0.778830,0.796196,0.879577,-1.791270,-1.523190,-1.375760,0.499158,1.000930,-1.326020,4.000000
-1.025820,-0.851972,0.130105,0.130175,2.049960,1.952610,0.888744,2.406650,-1.666400,0.578155,-0.395360,-0.816812,0.816812,-0.703223,-0.930611,1.048340,1.112060,1.333740,-1.587610,-1.809300,0.879577,2.033280,1.786120,1.875290,0.088870,0.212447,1.221320,3.000000
