0.161204,-0.583154,-0.355481,-0.120395,-0.417873,-0.917215,2.452600,-0.316113,-0.377504,-0.706499,-0.142657,-0.218055,-0.031431,-0.292576,1.000000
1.316510,0.053387,-0.963456,2.760900,2.308470,-0.078602,0.059263,0.497456,-0.377504,1.415340,-0.142657,-0.218055,-1.233420,-0.292576,1.000000
-0.560860,1.963010,0.295449,-0.984784,1.140040,0.760010,0.059263,-1.129680,-0.377504,1.415340,0.760436,-0.218055,-0.031431,-0.292576,1.000000
1.203650,-0.573382,-0.174546,0.750185,0.357334,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-1.655200,-0.301942,1.000000
1.496900,0.068769,-0.389885,2.483440,-1.586130,-0.908854,1.427290,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,1.000000
-0.702444,0.068769,-0.808673,-0.694195,-0.031359,-0.908854,-0.286195,1.308430,-0.379355,-0.703061,0.447965,-0.216656,0.369514,-0.301942,2.000000
0.811061,2.599550,-0.943894,1.896510,1.529510,2.437240,0.059263,2.124600,-0.377504,1.415340,-0.142657,-0.218055,1.571220,-0.292576,1.000000
0.450029,-0.583154,-0.103161,1.608380,-0.807350,-0.078602,-1.308360,0.497456,-0.377504,-0.706499,-0.142657,-0.218055,-0.031431,-0.292576,1.000000
0.250604,-0.573382,-0.479890,-0.694195,-0.031359,-0.908854,-1.656980,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,2.000000
-1.210720,-0.583154,-0.125854,-0.696654,-0.028396,-0.917215,-0.282642,-0.316113,2.923770,-0.706499,-0.142657,-0.218055,-0.031431,-0.292576,1.000000
1.244300,2.599550,0.315086,2.760900,2.308470,-0.917215,1.768790,-0.316113,-0.377504,-0.706499,-0.142657,-0.218055,1.250690,-0.292576,1.000000
0.233410,-0.583154,-0.228224,-0.120395,-0.417873,0.760010,0.401168,0.497456,-0.377504,-0.706499,-0.142657,-0.218055,0.769894,-0.292576,1.000000
-0.262576,-0.573382,-1.428990,-0.694195,-0.031359,-0.908854,0.056502,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,2.000000
-0.055415,-0.583154,-0.086532,-0.696654,-0.028396,-0.917215,-0.624548,-0.316113,-0.377504,-0.706499,-0.142657,4.686370,1.571220,-0.292576,2.000000
-1.288940,1.674150,-0.390994,-0.694195,-0.031359,0.778137,0.570548,0.500333,-0.379355,1.422310,-0.145918,-0.216656,-0.845314,-0.301942,1.000000
-0.335887,1.995220,-0.114670,-0.694195,-0.031359,0.778137,2.455380,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,2.000000
-1.142310,-0.573382,0.304847,1.039060,-1.974830,0.778137,0.399200,1.308430,-0.379355,-0.703061,-0.145918,-0.216656,-0.116417,2.982740,1.000000
0.397227,2.637370,-0.233732,1.905690,1.523410,-0.908854,0.056502,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,2.000000
0.161204,0.053387,-0.211462,1.896510,1.529510,-0.917215,0.059263,-0.316113,-0.377504,-0.706499,-0.142657,5.772940,1.170560,-0.292576,2.000000
1.716830,1.674150,-0.083035,-0.983071,1.134720,-0.908854,0.570548,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.035429,-0.301942,1.000000
0.397227,1.353070,1.120310,-0.983071,1.134720,-0.065358,-0.286195,0.500333,2.921160,1.422310,-0.145918,-0.216656,-0.035429,-0.301942,1.000000
