-0.508739,-0.006945,0.520871,0.102504,0.343091,-0.008333,0.755760,-0.133378,-0.463947,1.000000
2.525360,-0.032785,-0.266928,-0.014676,-3.001010,-0.008333,-2.542020,2.967750,3.769480,5.000000
-0.591690,-0.022969,2.318930,-0.006408,0.159939,-0.057376,2.125940,0.750126,-0.466485,1.000000
0.639298,-0.006945,-0.492013,-0.014676,-1.886310,-0.024751,-0.931476,1.746100,1.966360,4.000000
-0.918752,-0.006945,-0.829642,-0.014676,-1.236070,-0.037885,0.295605,0.900333,0.633609,1.000000
3.017380,-0.006945,0.295786,-0.014676,-1.328960,0.047486,-2.618710,1.511160,2.593530,5.000000
-0.590741,-0.006945,-0.829642,-0.014676,0.343091,0.083605,-0.011165,-0.650233,-0.542344,1.000000
-0.428459,0.002625,-0.262843,-0.006408,0.344242,-0.062948,0.146583,-0.461247,-0.466485,1.000000
-0.918151,0.002625,-0.936349,-0.006408,-10.253200,-71.371800,0.146583,9.975200,8.267000,1.000000
-0.591690,0.002625,-0.262843,0.164307,0.159939,-0.018376,0.374971,-0.321473,-0.466485,1.000000
-0.918752,-0.006945,-0.492013,-0.014676,0.064416,-0.074003,0.448990,-0.321325,-0.463947,1.000000
-0.591690,-0.035766,-0.150592,-0.006408,0.344242,-0.007233,0.451100,-0.368065,-0.544463,1.000000
4.550070,0.066611,2.206680,0.115531,1.634360,-0.007233,-2.746330,-0.740795,0.781156,5.000000
-0.918752,-0.006945,-0.379471,-0.014676,-1.050290,0.001517,0.602375,0.853346,0.398418,1.000000
-0.265229,-0.061360,-0.936349,-0.006408,0.436393,-0.007233,-0.386322,-0.833977,-0.544463,1.000000
-0.918151,0.002625,1.084170,-0.006408,-0.485121,0.104196,1.593040,0.983082,0.001380,1.000000
-0.510074,0.002625,2.543430,-0.006408,0.344242,-0.007233,2.278200,0.750126,-0.544463,1.000000
-0.508739,0.057653,0.295786,-0.014676,0.343091,-0.008333,0.755760,-0.180365,-0.542344,1.000000
0.550923,0.002625,1.084170,-0.006408,0.712847,-0.096376,0.222712,-0.228291,-0.310530,4.000000
-0.918151,0.002625,-1.048600,-0.006408,-0.392970,-0.007233,0.146583,-0.041926,-0.154575,1.000000
0.387693,-0.048563,-0.262843,-0.006408,0.897150,0.031767,-0.538580,-1.020340,-0.544463,1.000000
0.632539,0.002625,0.186161,-0.006408,0.989302,0.070767,-0.462451,-0.973751,-0.544463,1.000000
-0.754747,-0.019865,-0.942184,0.454041,0.157307,-0.008333,0.065527,-0.556260,-0.542344,1.000000
