0.141759,0.214949,0.000060,0.303493,0.141364,-0.983801,-0.382663,1.000000
0.011161,0.008204,0.427494,-0.168223,0.196962,-1.783900,-0.919816,1.000000
-0.191609,-0.359342,1.438940,-0.761817,0.207552,-0.665888,-1.186360,1.000000
-0.346264,-0.474200,1.036900,-0.687336,0.318747,-0.958528,-1.227050,1.000000
0.444196,0.329807,1.371230,0.066507,0.803240,-1.559770,-0.474223,1.000000
-0.160678,-0.267455,1.019980,-0.547401,0.141364,-0.823514,-0.919816,1.000000
-0.054137,-0.053054,0.376710,-0.147910,0.001046,-0.075954,-0.384698,1.000000
-0.253471,-0.351685,0.850695,-0.470662,0.114889,-0.665223,-0.830290,1.000000
0.612598,0.689696,0.156645,0.958027,0.546432,-1.104180,0.954114,1.000000
0.547299,0.528894,0.719503,0.576592,0.652332,-1.151400,0.254188,1.000000
0.141759,0.222606,-0.059188,0.192899,-0.043961,0.560537,-0.191404,1.000000
-0.280965,-0.305741,0.364014,-0.430036,-0.152509,-1.319010,-0.828256,1.000000
-0.329080,-0.412942,0.719503,-0.427779,-0.157804,0.190082,-1.363370,1.000000
-0.366885,-0.382314,0.207429,-0.337499,-0.271646,-0.375244,-1.090730,1.000000
-0.380632,-0.389971,0.143949,-0.330728,-0.382841,-0.510922,-1.186360,1.000000
-0.088505,-0.213855,1.197720,-0.626396,0.196962,0.322435,-1.275880,1.000000
-0.294712,-0.558429,2.001800,-1.150020,0.329337,1.020110,-1.275880,1.000000
0.289541,0.146034,1.472800,-0.229162,0.676160,-1.397490,-0.736695,1.000000
-0.050701,-0.267455,1.874840,-0.955920,0.549079,-1.285750,-1.544460,1.000000
-0.731183,-0.757517,-0.101508,-0.908523,-0.554929,0.267232,-1.005270,1.000000
-0.236287,-0.121968,-0.533173,0.066507,-0.343129,-0.417810,-0.472188,1.000000
-0.253471,-0.229169,0.050845,-0.244961,-0.239876,-0.673204,-0.384698,1.000000
0.354839,0.260892,1.176560,-0.023774,0.657627,-1.952100,-0.645135,1.000000
-0.951137,-1.017860,-0.194612,-1.195160,-0.854097,-1.519860,-0.909642,1.000000
0.055840,0.153691,-0.224236,0.362175,-0.036019,-1.269790,-0.828256,1.000000
0.461380,0.459980,0.588310,0.461484,0.429942,-1.860390,-0.205647,1.000000
-0.628080,-0.612030,-0.291948,-0.527088,-0.615822,-0.217618,-1.186360,1.000000
-0.724310,-0.680945,-0.617813,-0.527088,-0.801147,-0.795581,-1.096830,1.000000
-0.253471,-0.290427,0.465582,-0.197564,-0.099559,-0.629308,-0.752973,1.000000
-0.480298,-0.412942,-0.448533,-0.253989,-0.512569,-0.112534,-0.632927,1.000000
-0.579965,-0.566087,-0.203076,-0.393924,-0.750844,-1.892250,-0.716349,1.000000
0.220805,0.291521,0.059309,0.289951,0.297567,-0.191679,-0.366386,1.000000
-0.260344,-0.114311,-0.765934,0.199670,-0.192221,0.146186,-0.221924,1.000000
-0.311896,-0.298084,0.076237,-0.098255,-0.287531,-1.048310,-0.805874,1.000000
0.069587,0.092434,0.292069,0.188385,0.183724,-1.044990,-0.097809,1.000000
0.437322,0.337464,1.227340,0.181614,0.599382,-0.951212,0.071068,1.000000
0.464816,0.544209,0.101629,0.445685,0.543784,-0.583417,0.241980,1.000000
0.767253,0.628438,1.561670,0.459227,1.123590,-0.494960,0.154489,1.000000
-0.016333,-0.030082,0.478278,0.061993,0.077824,-0.391206,-0.201578,1.000000
-0.195046,-0.298084,0.990352,-0.522574,0.104299,1.985160,-0.828256,1.000000
-0.449367,-0.543115,0.681415,-0.633167,-0.271646,-0.740378,-0.468119,1.000000
-0.463114,-0.543115,0.601006,-0.626396,-0.266351,-0.965178,-0.472188,1.000000
-0.579965,-0.772831,1.265430,-1.107140,-0.152509,-0.824179,-1.271810,1.000000
0.224242,0.230263,0.465582,0.560792,0.363754,0.672272,0.244015,1.000000
0.090207,-0.014767,1.168100,-0.111797,0.538489,-0.380565,-0.464050,1.000000
-0.360011,-0.397628,0.355550,-0.569971,-0.274294,-1.423430,-0.909642,1.000000
0.176127,0.153691,0.639094,0.163558,0.355812,-1.551790,-0.561714,1.000000
0.048966,0.000547,0.732199,-0.132110,0.313452,-0.493630,-0.474223,1.000000
-0.019770,-0.030082,0.461350,-0.188536,0.085766,-0.662563,-0.604442,1.000000
0.004288,0.084776,-0.143828,0.111647,-0.001601,-1.044990,-0.116121,1.000000
