-1.154210,0.882716,0.978626,0.250642,0.994635,1.230530,0.601258,0.942289,3.000000
0.053792,-0.199779,-0.079416,0.131102,-0.405274,-0.564813,-0.311033,-0.063439,3.000000
0.053792,1.632140,1.432070,1.446040,2.381290,2.451460,2.631100,2.030630,2.000000
-1.154210,0.549640,0.777094,0.370181,0.509306,0.424091,0.573889,0.511263,2.000000
-1.154210,0.050027,0.172499,-0.227518,-0.258452,-0.278729,-0.374893,-0.135277,2.000000
0.053792,-0.366317,-0.280948,-0.466597,-0.450137,-0.400371,-0.365770,-0.386709,1.000000
-1.154210,0.383103,0.374031,0.250642,0.323739,0.651607,0.240903,0.073053,1.000000
0.053792,1.382330,1.381690,1.565580,2.251800,1.919840,2.266190,1.861810,3.000000
-1.154210,0.757812,1.029010,0.250642,0.952831,0.836322,1.376700,0.583100,2.000000
-1.154210,-1.157370,-0.986310,-0.944757,-1.109820,-1.139230,-0.963320,-0.997329,3.000000
0.053792,0.716178,0.777094,0.728801,0.554168,0.689901,0.441607,0.475344,3.000000
-1.154210,0.924350,1.029010,0.370181,0.667343,0.309207,0.988981,0.547182,3.000000
-1.154210,0.341468,0.323648,-0.347058,-0.054532,0.000597,0.017392,-0.171195,2.000000
0.053792,1.132520,0.928243,0.609261,0.737696,0.446617,1.071090,0.942289,3.000000
-1.154210,1.132520,1.180160,1.446040,1.346400,1.113400,1.814600,1.308660,2.000000
-1.154210,0.591275,0.525180,0.011562,0.047427,0.279923,0.409677,-0.084990,2.000000
-1.154210,1.382330,1.230540,1.206960,1.563570,1.435520,1.372140,1.732500,2.000000
1.261790,-0.616124,-0.583246,-0.705677,-0.641821,-0.479213,-0.694194,-0.709978,1.000000
0.053792,-0.449586,-0.331331,-0.347058,-0.544960,-0.483718,-0.397700,-0.422627,2.000000
0.053792,-0.283048,-0.180182,-0.107978,-0.510293,-0.508497,-0.525421,-0.278952,3.000000
-1.154210,-0.158145,-0.230565,0.250642,-0.381824,-0.510750,-0.260857,-0.171195,3.000000
1.261790,-1.448810,-1.590910,-1.662000,-1.362680,-1.296920,-1.341920,-1.385250,1.000000
-1.154210,-0.033242,-0.079416,0.131102,-0.106532,-0.030940,0.035638,-0.386709,2.000000
1.261790,-0.241414,-0.079416,0.131102,-0.511313,-0.472455,-0.456999,-0.533976,1.000000
-1.154210,0.924350,0.726711,0.131102,0.718323,1.376950,0.441607,-0.099358,2.000000
1.261790,-0.865930,-0.935927,-0.944757,-0.989505,-0.911717,-0.922267,-1.069170,1.000000
-1.154210,1.340690,1.129780,0.250642,1.110870,1.617980,1.025470,0.583100,3.000000
1.261790,0.924350,0.928243,0.967881,0.999733,0.852090,1.016350,1.804340,3.000000
0.053792,1.215790,1.180160,1.206960,1.423890,0.973732,1.572850,1.445150,3.000000
1.261790,-1.490450,-1.540520,-1.064300,-1.293340,-1.202310,-1.309990,-1.320600,1.000000
0.053792,0.008393,0.021350,-0.586137,-0.110610,0.255144,-0.160505,-0.422627,1.000000
-1.154210,1.090890,1.835140,1.446040,1.461610,1.327400,1.787230,1.265560,3.000000
