1.361450,1.186090,1.389700,1.206300,1.171700,1.123690,1.231790,1.108110,1.531710,1.327410,1.396290,1.205040,1.441030,1.300840,1.437410,1.407090,1.365760,1.153900,1.570440,1.554740,1.223050,1.261260,1.323240,1.333200,1.293910,1.638810,1.200730,1.294670,1.212020,0.909616,1.034780,1.187900,0.748392,1.092780,1.047920,0.965626,0.574807,0.645283,1.300770,1.038840,1.356540,1.272210,0.944490,0.859275,2.000000
1.127880,1.393130,1.418510,1.347590,1.022610,1.300910,1.036560,1.332770,1.129160,1.358540,1.225650,1.317700,1.092160,1.185830,0.942447,0.962781,0.927086,1.006250,0.702738,1.098230,0.871646,1.152610,0.684295,1.218090,0.325548,0.598429,0.791454,0.879183,0.658095,0.878801,1.173990,1.351630,1.230310,1.658930,0.771442,0.996440,1.060630,1.284860,0.812556,1.009770,0.702358,0.879832,0.874666,0.929596,2.000000
0.766758,0.710187,0.247500,0.406684,-0.085502,0.658022,0.173126,0.420690,0.849613,0.962539,1.308660,0.600882,0.542901,0.552116,0.457717,1.258930,0.126948,0.729753,0.587119,0.746534,-0.586087,0.793501,-0.544978,0.118004,0.371439,0.381494,-0.465947,-0.247464,0.723851,0.503902,0.714695,0.585876,-0.482587,-0.391016,0.304570,0.607425,0.364503,0.343424,0.348110,0.132403,-0.178520,0.221901,0.065289,0.358331,2.000000
1.127880,1.067790,1.216880,1.178050,0.545508,1.330450,1.259680,1.220440,1.222050,1.202890,1.168770,1.092380,1.150310,1.070810,1.097120,1.184930,1.131800,1.153900,1.241310,1.402570,1.223050,1.234090,1.265150,0.872746,0.745170,0.728477,0.476623,1.358600,1.304340,1.279390,1.257510,1.297060,1.166060,1.218590,1.109360,1.273770,1.303550,1.376230,1.243330,1.329570,1.178120,0.849648,1.188870,0.718632,1.000000
1.361450,1.363560,1.101660,1.347590,1.261160,1.271380,1.148120,1.248530,1.036260,1.171760,1.055010,1.120550,1.092160,1.300840,1.004320,0.994517,0.985577,1.124370,0.912183,1.067790,0.952739,1.098280,1.294200,1.246870,0.971120,0.988572,0.791454,0.815261,1.212020,1.248580,1.173990,1.269770,1.230310,1.281500,1.017200,1.212140,1.242820,1.406690,1.358200,1.329570,1.356540,1.272210,1.363430,1.316360,1.000000
1.157070,1.452290,1.274490,1.291080,1.231340,1.123690,1.064450,1.192360,1.253020,1.483060,1.282530,1.289530,1.208450,1.358350,0.942447,1.089730,1.073310,1.212960,1.151550,1.341700,1.196020,1.098280,0.771424,0.930303,0.971120,1.151130,0.948870,1.134870,1.212020,1.402650,1.257510,1.160610,1.005420,1.124230,1.109360,1.242950,1.151720,1.467600,1.157170,1.242350,1.059180,1.211850,1.258700,1.140560,1.000000
1.390640,1.481870,1.418510,1.319330,1.350610,1.389530,1.259680,1.417020,1.160120,1.265150,1.026570,1.007890,1.295670,1.243330,1.375540,1.311880,1.102560,1.301550,1.031870,1.037360,1.087890,0.962465,1.352280,1.131750,1.358460,1.248670,1.169250,1.102910,1.273570,1.248580,1.173990,1.187900,1.390950,1.218590,1.109360,1.304580,1.273180,1.284860,1.243330,1.358640,1.505210,1.362760,1.433260,1.386690,1.000000
0.543593,0.513293,0.539504,0.185609,0.855019,1.353220,0.908913,0.326476,-0.087411,-0.455540,-0.398325,0.361808,-0.296128,-0.169882,0.650061,0.102887,0.592426,0.089507,-0.381271,-1.130470,0.452056,0.283149,-0.544978,-0.610613,-0.067250,0.177861,-0.363799,-0.157608,0.065565,0.153606,0.714695,0.696991,-0.194728,0.343858,0.419862,0.108500,1.116290,0.234392,0.876737,1.081880,0.852624,0.901141,1.039020,1.219960,2.000000
0.989924,0.513293,0.977509,0.185609,0.646014,1.154590,0.803800,0.797548,0.224930,0.557374,0.377579,0.242271,0.303178,0.792782,0.746233,0.598332,0.220044,0.180971,0.102924,-0.191966,0.600363,0.283149,0.457424,-0.298349,0.663898,0.449372,0.453383,0.111959,1.135280,0.714079,0.556905,0.585876,0.668849,0.098900,0.304570,0.441117,-0.261987,-0.310773,0.499146,0.424549,0.337052,0.407148,0.215094,0.557168,1.000000
0.655175,0.217952,-0.336507,0.296146,-1.444030,-2.122770,0.803800,-0.804098,-0.607980,-0.354249,-0.398325,-0.116341,-3.172800,-0.651213,-0.984863,-2.044040,0.220044,-1.373910,-0.744418,-0.543903,0.748669,-1.120320,-2.995300,-0.506525,-1.968240,-2.740880,0.861974,-1.864870,-1.827010,-1.597870,-2.283310,-0.525268,-2.353670,-1.615810,-0.848356,-1.804040,0.615099,-0.092707,-0.633625,-0.305816,-2.627490,-2.062820,-2.106880,-2.160270,2.000000
