-0.499628,0.422167,-0.218668,4.046610,3.551810,1.259500,1.907680,-0.179426,-0.320546,-0.631546,2.000000
-0.077700,-0.772027,-0.245270,-0.444343,3.551810,1.259500,0.040254,-0.280974,-0.389108,-0.631546,4.000000
-0.024959,1.197960,0.220976,0.291366,-0.808084,1.083710,-0.066290,0.113411,0.776449,1.221320,1.000000
-0.130441,-0.379773,-0.171240,-0.260684,0.125776,0.972379,-0.063250,-0.174703,-0.207870,-0.171318,1.000000
-0.024959,1.450740,0.280777,0.385817,0.013263,-0.035466,-0.047327,0.460564,0.666430,1.287070,1.000000
-0.183182,-0.493091,-0.199491,-0.294426,-1.269390,0.345406,-0.055868,-0.262081,-0.290251,-0.553845,1.000000
-0.183182,0.587785,-0.020499,0.282540,0.395808,0.521192,-0.049932,0.091369,0.116870,0.402473,1.000000
0.186005,0.570352,0.200354,-0.087383,-0.369282,-0.855804,-0.050077,0.229915,0.342753,0.785000,1.000000
-0.130441,-0.432074,-0.181138,-0.285111,0.632086,1.189180,-0.052249,-0.166831,-0.225941,-0.284881,1.000000
-0.341405,-0.728443,-0.242177,-0.399104,-0.200512,0.040709,-0.061079,-0.281761,-0.383793,-0.613615,1.000000
-0.024959,-0.048537,-0.073908,-0.174375,-0.071122,0.374703,-0.054275,-0.052688,-0.014939,0.085693,1.000000
-0.183182,-0.231589,-0.156186,-0.154834,-0.200512,1.089570,-0.061224,-0.172341,-0.166414,-0.195226,1.000000
0.766157,0.840571,0.711760,-0.205642,0.615209,0.984098,0.013618,1.460300,1.962200,1.215340,1.000000
0.080523,1.930160,0.522458,0.396141,-0.976854,-0.023747,-0.066290,0.284232,1.154870,2.010280,1.000000
0.027782,-0.676142,-0.219906,-0.412425,0.356429,-0.650719,-0.026626,-0.243189,-0.346589,-0.559822,1.000000
0.186005,2.008610,0.676704,0.296479,-0.082373,-1.172220,-0.025468,0.958858,0.999143,1.484310,1.000000
-0.183182,-0.658709,-0.226917,-0.382819,-1.500040,-3.404710,0.054730,-0.280187,-0.383262,-0.631546,2.000000
-0.183182,-0.196722,-0.150412,-0.136237,-0.622437,-1.389020,-0.065422,-0.192808,-0.257298,-0.213157,1.000000
0.186005,0.971322,0.333155,0.019640,0.024514,-0.844085,-0.019967,0.538496,0.564916,0.659484,1.000000
-0.024959,0.073497,-0.045038,-0.128778,0.125776,0.292670,-0.055144,0.013437,0.040867,0.312818,1.000000
-0.130441,-0.588975,-0.210832,-0.358392,0.193284,1.259500,-0.060645,-0.232168,-0.300349,-0.428328,1.000000
-0.130441,-0.719726,-0.235578,-0.419460,0.035766,1.259500,-0.059631,-0.271528,-0.364128,-0.577753,1.000000
-0.077700,-0.597692,-0.208152,-0.371974,-0.914972,-0.041325,-0.072370,-0.257358,-0.315762,-0.446259,1.000000
-0.235923,-0.004953,-0.137008,0.035143,0.193284,0.204776,-0.060645,-0.118812,-0.161099,-0.003962,1.000000
0.396970,2.200380,1.022320,0.170859,2.691080,0.655962,0.539393,3.818740,2.540990,0.079716,2.000000
-0.077700,-0.458224,-0.178457,-0.314065,0.834610,0.872766,-0.049209,-0.152661,-0.228598,-0.272927,1.000000
-0.077700,-0.702293,-0.230423,-0.415388,-0.127379,0.538771,-0.049498,-0.266017,-0.356156,-0.577753,1.000000
-0.130441,-0.676142,-0.227329,-0.399104,1.205900,0.650103,-0.049498,-0.243976,-0.348183,-0.517983,1.000000
0.502452,-0.615125,-0.168765,-0.417017,0.710845,-0.422197,0.091355,-0.140066,-0.249858,-0.547868,1.000000
-0.499628,-0.475657,-0.239908,0.691969,2.747340,1.259500,0.054730,-0.264443,-0.375289,-0.619592,2.000000
-0.183182,-0.693576,-0.232691,-0.401416,-0.386159,-0.082342,-0.068317,-0.271528,-0.365191,-0.553845,1.000000
-0.446887,3.900150,-0.025654,8.296910,0.795230,-1.471060,0.631172,0.143324,-0.088816,-0.571776,2.000000
-0.077700,-0.571541,-0.202584,-0.361095,-0.071122,0.714558,-0.058184,-0.227445,-0.289719,-0.428328,1.000000
-0.130441,-0.649992,-0.222380,-0.386890,0.598332,1.212620,-0.052538,-0.243189,-0.330644,-0.506029,1.000000
0.080523,1.590210,0.425950,0.290291,-0.841838,-1.148780,-0.063974,0.274786,0.627632,1.735340,1.000000
-0.235923,-0.745876,-0.242177,-0.426234,1.205900,0.040709,-0.039365,-0.277038,-0.383793,-0.613615,1.000000
-0.077700,-0.144421,-0.111644,-0.183788,-0.397411,-0.926119,-0.053117,-0.133769,-0.174918,-0.177295,1.000000
-0.130441,-0.440790,-0.182788,-0.289182,0.305798,0.995817,-0.063540,-0.184149,-0.235507,-0.207180,1.000000
