-1.923130,0.294473,1.830570,0.844179,1.413140,0.406807,-1.634530,0.549658,1.147940,-0.232411,0.134114,-1.294120,1.000000
1.313620,0.126113,-0.726552,0.071614,-0.564121,-0.182033,1.282410,0.846056,0.172874,-0.044634,0.019635,-0.160366,2.000000
0.580527,1.190410,-0.841865,-0.489936,-1.258130,0.946857,0.812774,-0.258337,1.157400,0.936660,-1.079920,-0.322305,2.000000
-0.577736,0.411408,2.178170,0.589285,1.919780,0.217986,-0.187750,0.671799,0.344865,0.909323,-0.805595,0.193872,2.000000
0.453194,-0.916315,0.927467,0.466363,1.393320,-0.930095,-0.025195,1.840020,-0.741637,-2.173800,2.249550,-1.005500,1.000000
0.247414,0.121661,-1.165310,-1.130360,-0.625557,-0.116394,0.695823,-1.388490,-0.604644,-0.900395,0.721935,-1.083080,1.000000
-1.561870,0.180089,-0.009007,0.679589,-0.562610,0.602953,-1.638810,-0.287959,-0.698175,-0.757311,0.782702,0.311984,1.000000
-0.269087,0.958648,0.384268,1.894750,-0.901362,1.305530,-0.659826,1.146590,-1.190980,-1.947350,2.080330,-0.198557,2.000000
-0.865090,-1.186710,-0.662819,0.316122,-0.428683,-0.660033,-1.532250,1.320660,-1.214880,-0.245905,0.421965,1.071290,2.000000
-2.142960,0.302236,0.231618,0.878297,-0.204905,0.445596,-1.290950,-1.739770,0.082767,0.517049,-0.636522,0.640352,1.000000
1.137570,1.814670,0.413264,1.781430,-1.434410,2.062380,0.841400,-0.681769,0.470498,-0.247843,0.212181,-0.722387,1.000000
-1.119760,0.728321,-0.773528,0.303298,-1.625660,1.305360,-1.838780,1.132380,0.428382,-0.019459,-0.005490,-0.288244,2.000000
-0.370609,-1.416590,-0.183571,-0.684869,0.513278,-1.049400,-1.043710,1.158500,-0.284973,0.109196,-0.138956,0.559809,1.000000
0.974769,1.220680,2.736320,2.182940,1.446580,1.139890,1.077720,-0.381754,-0.963554,-1.042780,1.150560,0.056745,1.000000
-0.685680,-0.889068,0.318961,-0.647727,0.922612,-0.749979,-0.998984,0.839183,-0.918441,-1.472920,1.554860,-0.163877,2.000000
-0.821941,0.308253,0.236450,0.198950,-0.060775,0.388551,-0.400461,-1.504400,-0.196030,0.373240,-0.381211,0.564927,1.000000
-0.995530,1.511360,0.551686,0.513644,-0.414210,1.365520,0.056557,-2.064250,-2.873380,-0.047356,0.213434,3.005560,1.000000
-0.349004,-0.855100,-0.622837,-1.016300,0.163145,-0.764104,-0.762747,0.751227,-0.339427,-0.988408,1.105120,-0.567048,2.000000
-0.122721,1.236250,-0.812811,0.001999,-1.691040,1.374150,-0.408644,1.121270,0.907909,0.321857,-0.334895,-0.763183,1.000000
0.762050,0.914052,0.148920,0.200956,-0.384530,0.777428,0.945063,-0.739002,2.052010,2.008750,-2.208860,-0.384770,1.000000
0.254912,-0.124641,2.080430,1.823150,1.475230,0.092635,0.026601,0.141041,0.547836,1.163670,-1.203520,0.451131,1.000000
1.050770,-0.478195,0.530384,-0.604051,1.184220,-0.796066,1.294260,-1.213170,-0.300493,0.408445,-0.385486,0.662800,1.000000
