-1.164200,-1.272950,-0.734585,-1.004680,-1.110010,-1.102530,-1.306590,-0.913492,-0.346819,0.327726,0.498255,2.339090,2.042560,1.781700,1.628870,-0.378776,-0.226979,-0.141955,-0.219381,-0.208779,-0.579108,-0.827159,-0.839403,-0.955695,1.000000
1.466590,0.220514,0.128787,-0.549503,-0.811329,-0.950489,-1.433210,-1.110510,-1.310000,-0.955303,-0.698537,-1.009990,-0.948556,-0.896385,-0.827646,-0.356929,4.256740,-0.014922,-0.118038,-0.237688,4.489410,1.677790,1.619080,1.839660,3.000000
2.678600,1.895520,0.103936,-0.131744,-0.354348,-1.136830,-1.049110,-1.071830,-1.320310,-1.144930,-0.671764,-0.681002,0.471318,-0.869116,-0.816570,-0.358750,-0.166474,-0.057641,-0.139879,-0.143076,-0.260213,-0.627374,2.208340,1.782290,3.000000
-0.860260,-1.080060,-0.742602,0.079045,-0.082549,-0.043719,1.166370,0.783231,-0.204590,0.036407,-0.265839,0.077022,-0.112835,-0.639548,0.708408,-0.542626,-0.439277,-0.380284,-0.410709,-0.406764,-0.330076,-0.679547,-0.645048,-0.085624,1.000000
-1.319900,-1.328260,-0.853229,-1.056620,-1.145850,-1.031580,1.166370,-0.922489,0.147667,0.382778,0.569889,1.506620,2.042560,1.781700,-0.806660,-0.373314,4.256740,4.597640,3.443810,-0.513641,-0.716582,-0.895239,-0.912190,-1.031320,3.000000
1.107850,-0.056762,-0.223937,-1.151320,-0.978590,-1.281850,-1.492630,-1.158190,-1.226720,-0.858196,-0.596513,-0.805872,-0.752417,1.781700,0.152864,-0.063821,0.174263,0.031170,1.218640,1.218290,4.489410,1.096250,2.667510,0.613215,4.000000
-0.809189,-1.048860,-0.538984,-0.889361,-1.012940,-0.997269,-1.214630,-0.796539,-0.083732,0.101399,0.260922,2.339090,2.042560,1.781700,1.628870,-0.525330,-0.398940,-0.321826,-0.293641,0.007604,-0.235422,-0.622284,-0.596265,-0.679289,1.000000
-0.450445,-0.836823,-0.528562,0.347877,0.964325,1.642730,1.166370,-0.492460,-0.391772,-0.183803,-0.576253,-0.282379,-0.285522,-0.286317,-0.203314,-0.609986,-0.527380,-0.496076,-0.514673,-0.514517,-0.575727,-0.445403,-0.377906,-0.430697,2.000000
0.553540,1.550870,-0.421944,-0.585398,-0.709031,-0.695533,-0.942294,-0.493360,-0.751398,-0.558466,-0.527773,-0.237554,-0.237198,-0.240657,0.082911,3.457130,0.452372,0.546051,0.310921,0.313342,-0.483326,0.099235,0.273302,0.285526,4.000000
3.690060,0.931079,2.012650,-0.089739,-0.216209,-0.663566,-0.796576,-0.571629,-0.880362,-1.108990,-0.873642,-0.576944,-0.377906,-0.370661,-0.824148,-0.402443,-0.256701,-0.171184,-0.171331,-0.232432,-0.254578,-0.626737,-0.610203,-0.695804,3.000000
