0.873810,-0.426398,-0.023754,-0.866863,0.088110,0.503135,0.851702,-0.738059,0.173145,-0.542681,0.667408,1.955400,0.914893,1.000000
1.378840,-0.766550,-0.169557,-0.806975,-0.331985,-0.151973,0.401188,-0.818411,-0.036514,-0.025057,0.929908,0.293405,1.692900,1.000000
-1.774540,-0.256321,3.147450,2.696480,1.348390,1.413890,3.054220,0.868969,0.487633,0.406296,-0.120091,1.518770,-0.895162,2.000000
0.775267,-0.471154,1.215570,-0.687199,0.858284,0.886613,0.881737,-0.497005,-0.228701,0.967055,1.411160,0.377913,1.788170,1.000000
-0.776789,-0.632279,-0.242458,1.498720,-0.822096,-0.120016,0.421211,0.306509,0.540048,-1.267350,-0.295091,0.237066,-1.285750,2.000000
-0.826061,-1.106700,-0.315359,-1.046530,0.088110,-0.391646,-0.940343,2.154590,-2.063210,-0.771298,1.279910,-1.326340,-0.212422,2.000000
0.689041,-0.542765,0.340752,0.300954,1.138350,1.062370,0.751588,-1.300520,1.500980,0.514134,0.098659,0.589183,1.184810,1.000000
-1.392680,1.766690,0.085597,0.450674,-1.242190,0.902591,1.001870,-1.220170,2.304670,-0.974034,-0.907591,1.448350,-1.165080,2.000000
-1.134010,-0.847112,0.486554,0.899835,-1.102160,0.423244,0.261028,0.547563,-0.962506,-0.930899,-0.120091,0.814539,-1.149210,2.000000
-0.013079,-0.596474,0.851060,3.145640,2.748710,1.605630,0.861714,-1.220170,0.644877,-0.736790,1.542410,1.251160,0.756117,2.000000
0.787585,0.683574,0.705257,-1.286080,1.138350,0.646939,1.001870,-1.541570,0.120730,0.018078,0.011159,1.053980,0.311541,1.000000
-0.345662,-0.524863,-0.315359,0.899835,-1.102160,-1.462190,-0.269577,0.949320,0.068316,-0.758358,-0.338841,-0.269983,-0.822125,2.000000
0.615134,-0.471154,0.887510,0.151234,-0.261969,0.375309,0.581394,-0.657708,0.120730,-0.663460,0.711158,1.701870,0.311541,1.000000
1.477390,-0.515911,0.304301,-1.286080,0.858284,1.557700,1.362290,-0.175599,0.662349,0.729811,0.404908,0.335659,2.232740,1.000000
0.196325,0.021171,1.106210,-0.267982,0.088110,0.806722,1.212110,-0.497005,2.129960,0.268263,0.317409,0.786369,1.391220,1.000000
0.344140,-0.623328,1.725870,-1.196250,0.718252,0.487157,0.651474,-0.175599,-0.403416,-0.197599,0.579908,0.237066,0.422685,1.000000
1.255660,-0.587522,-0.570513,-1.046530,-0.261969,0.567048,0.301074,-0.818411,0.679820,-0.154463,0.361158,1.377930,0.914893,1.000000
-0.702882,-0.721793,-0.278908,0.600395,-0.962128,0.710852,1.122010,0.226158,0.312918,-0.482292,-1.170090,0.321574,-1.254000,2.000000
-1.712950,-0.882918,1.215570,0.151234,-0.402001,0.710852,0.891748,-0.577356,1.570870,-1.038740,0.011159,0.913131,-0.212422,2.000000
