1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,0.996225,-1.546630,-0.903656,0.852732,-1.220160,1.348460,0.922276,-0.587603,-0.727275,1.087990,-0.044449,0.266108,-0.538358,1.125520,-0.210141,-0.152213,-0.006211,-0.516206,-0.089342,0.192315,0.106361,0.118535,0.294997,0.281940,0.111585,1.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,0.996225,-1.546630,-0.903656,0.852732,-1.220160,0.289548,0.922276,-0.587603,0.399771,-0.166050,0.190170,0.266108,-0.538358,0.167385,0.273572,0.167348,0.216845,-0.516206,-0.089342,0.192315,-0.731433,0.118535,0.294997,0.281940,0.111585,2.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,0.698209,-0.147265,0.263873,0.642925,-1.247470,0.292800,1.244030,-1.357890,-1.220160,0.289548,1.445490,-1.301650,1.898740,0.460969,0.190170,-2.733680,0.215785,0.152645,0.152644,0.087458,0.354928,-0.516206,-0.089342,0.710554,-0.172904,0.790377,0.294997,0.194359,0.111585,2.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,-1.247470,0.752658,1.244030,-1.357890,-1.220160,-0.769370,0.698039,-1.301650,0.399771,0.460969,-0.396378,-1.483770,0.215785,0.019980,-0.773667,0.218187,0.248710,-0.516206,-0.089342,0.192315,0.944154,0.790377,0.294997,0.519108,0.111585,2.000000
-0.887640,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,0.698209,-0.147265,0.263873,0.642925,-1.247470,0.752658,-0.903656,0.852732,0.614558,-0.769370,0.548548,-0.587603,0.399771,1.087990,0.190170,0.266108,0.215785,-0.805486,0.757285,0.356179,0.641715,1.557530,-0.089342,-0.153177,-1.010700,0.230508,0.294997,0.411375,0.111585,2.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,-1.247470,0.752658,-0.903656,-1.357890,-1.220160,-0.769370,0.548548,-1.301650,0.027846,0.962584,-0.279068,-0.983802,0.064956,0.462194,-0.773667,0.087458,0.121250,1.557530,-0.089342,0.192315,-0.452169,0.790377,0.294997,0.194359,0.111585,2.000000
-0.887640,-0.185139,0.312177,-0.258424,-0.141001,1.137290,0.698209,-0.147265,0.263873,0.642925,0.996225,1.212520,-0.903656,0.852732,0.614558,1.348460,0.548548,-0.587603,0.399771,0.774478,-0.396378,0.266108,0.215785,-0.805486,1.966570,0.719317,0.110628,1.972270,-0.089342,0.192315,-1.010700,-0.329360,0.294997,0.411375,0.111585,2.000000
-0.887640,-0.185139,0.312177,-0.258424,-0.141001,1.137290,0.698209,-0.147265,0.263873,0.642925,0.996225,1.212520,1.244030,0.852732,0.614558,1.348460,0.548548,-0.587603,-0.727275,0.774478,-0.396378,0.266108,0.064956,-0.805486,1.966570,0.719317,0.110628,1.972270,-0.089342,0.192315,0.385625,-0.329360,0.294997,0.411375,0.111585,2.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,-5.213270,0.642925,0.248326,-1.086770,0.630402,-1.357890,-1.220160,-0.769370,0.548548,-0.706612,1.154890,-2.047110,-0.982926,0.266108,2.478210,-0.805486,-0.331069,0.552273,0.354928,0.105914,-0.089342,1.056050,0.106361,0.790377,0.294997,0.143980,0.111585,1.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,-1.247470,0.292800,-0.903656,-1.357890,-1.220160,1.348460,1.669730,-0.944628,0.771696,0.460969,-0.396378,1.266040,0.366613,2.540600,-0.089213,-0.515350,-0.494811,-0.516206,-0.089342,1.056050,0.106361,0.566429,0.294997,0.410600,0.111585,2.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,-1.247470,0.292800,1.244030,-1.357890,-1.220160,-0.769370,1.669730,-0.944628,-0.727275,0.460969,-1.217540,0.266108,0.215785,1.479290,-0.089213,-0.297468,-0.059320,-0.516206,-0.089342,1.056050,0.106361,0.566429,0.294997,0.405949,0.111585,2.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,0.996225,-1.546630,-0.903656,0.852732,-1.220160,1.348460,0.548548,-0.111570,1.154890,-0.793068,0.190170,0.266108,0.969927,0.742264,-0.210141,0.000305,0.036276,-0.516206,-0.089342,0.192315,0.106361,0.566429,0.294997,0.281940,0.111585,1.000000
1.173460,-0.185139,0.312177,-0.258424,-0.141001,-0.877564,-1.144490,-0.147265,0.263873,0.642925,0.996225,-1.546630,0.630402,0.852732,-1.220160,1.348460,0.548548,-0.111570,0.399771,-0.166050,-0.982926,1.266040,0.215785,0.668561,-0.451998,-0.188526,0.376171,-0.516206,-0.089342,0.710554,0.106361,0.566429,0.294997,0.410600,0.111585,1.000000
