-0.103581,0.990928,-0.680547,0.756761,0.128783,0.490310,0.856551,-0.023942,0.311210,-1.340650,-0.567474,-1.055180,0.021757,-0.255253,-0.277210,-0.254524,0.970288,-0.286100,0.305704,0.237365,2.000000
-0.841389,-0.908765,0.379606,0.322321,0.994944,0.506728,-0.219589,1.113260,0.078359,-0.207387,0.882893,0.318324,-0.311775,0.107672,0.417448,1.098320,-1.551320,-0.303778,-0.237008,0.214079,2.000000
-0.165197,1.826590,0.242945,0.284379,-0.002864,0.052803,0.295640,0.307939,0.277328,0.138616,0.267561,0.800048,0.262944,0.994275,0.239609,0.507053,-0.435394,-0.216613,0.086546,0.122015,2.000000
-2.744340,1.419470,1.515450,0.737601,1.819720,-0.388561,-0.544578,1.847550,-1.371820,-1.857820,0.684953,-1.296730,0.311056,0.799828,0.245840,-0.462232,-1.285320,-1.251850,0.322656,0.123542,1.000000
-0.865568,-2.431260,-1.437020,-1.293580,-0.332839,0.383716,-1.577460,0.619896,-0.270702,0.714610,-0.698430,0.130177,1.441220,2.002680,0.378378,-0.290054,0.001765,-1.882880,0.051236,2.728580,1.000000
2.565330,-0.305282,-0.783766,-3.229590,-0.153390,-0.466050,1.141380,1.909150,0.258505,2.103250,-2.112920,0.229648,-0.557779,-0.337212,-1.385560,1.529910,0.052248,1.550260,2.928560,1.687680,1.000000
2.141530,1.320650,-0.721379,-0.269138,-1.455110,-1.524280,0.122780,0.018247,-0.540460,-0.174957,0.558952,0.715765,0.709092,-2.138480,1.587180,-0.156208,1.694360,0.017750,-0.282043,-1.245400,1.000000
-0.201497,1.180830,-0.003956,-0.120150,0.399832,0.992744,-1.469890,1.116170,1.494350,0.526378,0.700445,0.757687,0.063300,1.462590,0.321674,1.581500,-0.528841,-0.092127,0.366474,0.057181,2.000000
1.415280,0.716157,-0.235891,-0.066652,0.045510,0.116423,0.666746,-0.195986,0.494504,-0.177115,-0.095203,0.538476,0.461023,1.460000,-0.327060,0.725091,0.290256,-0.264861,0.297324,0.017225,2.000000
-0.148152,0.723890,-1.157910,-1.006420,-0.774502,0.824271,2.101830,-0.986947,-0.354265,-0.268947,-0.019125,-1.899200,0.331827,-1.443150,-0.340083,0.334129,-0.052824,0.348240,-0.194405,1.194780,1.000000
-0.735266,0.321462,0.869035,0.271984,-0.146017,-0.261133,-0.699190,-0.343805,0.985325,0.248344,0.525585,-0.476811,0.635453,-0.849172,1.450400,0.196673,0.627461,-0.270938,-0.647241,-0.490369,2.000000
0.505377,0.388586,-1.129210,-0.793185,-0.552781,0.092977,-0.090611,0.272898,0.919660,1.252530,-0.504442,-0.611362,-0.004833,-0.316628,0.222161,-0.154714,0.155993,-0.140743,-0.043502,0.083713,2.000000
0.358093,0.089602,0.918736,0.454930,1.358360,-0.410701,-0.137845,-0.049495,0.897751,-0.102228,0.527655,-0.430056,-0.339116,1.490780,-0.682863,0.857258,-0.730329,0.212828,0.597658,0.126023,2.000000
-0.098910,0.232344,-0.098060,-0.085496,-0.653534,1.102140,0.229289,0.306737,1.087460,0.725082,0.779219,-1.519840,-0.002831,0.536216,-0.066283,0.387269,1.488320,-0.133254,0.240008,0.117561,2.000000
0.248309,-0.313395,1.147280,-0.215512,1.931790,-0.985462,0.154186,0.508320,-1.313940,1.200990,0.711859,-1.411140,-1.159020,-1.212100,3.182000,0.071600,-0.746883,1.480530,-3.353190,1.361800,1.000000
-0.690570,-0.247412,-0.447565,-0.348374,0.241105,-0.901194,-0.464138,0.138615,-0.325135,0.853595,1.123480,-0.600066,0.153331,0.624699,-1.337270,-0.102196,-0.210022,0.539082,0.240136,-0.088264,2.000000
0.935738,1.089550,-1.189870,-0.294685,0.037247,0.479551,1.452900,0.308192,0.021272,0.735617,-0.023202,0.537158,0.380628,-0.664542,0.620337,-0.806401,-0.939463,0.483346,0.785215,0.298954,2.000000
0.968566,0.386051,-1.111960,-0.494262,0.518130,0.662950,-0.488841,0.116413,0.725134,-0.767897,0.463619,0.400598,1.247400,-0.795778,0.512661,0.566914,0.781499,0.675845,0.091984,-0.091572,2.000000
0.141050,0.160593,-0.283005,0.478391,-1.270320,0.132344,0.819310,1.088270,0.399401,0.293149,0.928928,0.373801,0.181547,1.026320,-1.177250,0.646874,0.240658,-0.055788,0.518848,0.004182,2.000000
-0.367152,-0.474011,-0.074534,-1.377940,0.143721,0.165615,0.391473,-0.235265,-0.261383,0.162732,-0.547090,0.139466,-0.989725,0.414101,0.094857,-0.273378,-0.101791,1.577390,0.736918,0.027914,2.000000
0.583469,-0.587406,-0.855823,-0.036740,-2.973790,2.099540,-0.675232,-1.388590,-2.156410,-0.787570,-0.488386,0.544752,-1.062240,1.058180,1.721150,1.155380,0.124845,0.777067,-1.851010,2.552720,1.000000
-1.309190,1.456550,-0.064680,-1.191960,3.735120,-1.083910,-1.935030,-1.329520,-3.770570,0.673549,-0.602157,-1.422370,-0.153799,2.585890,1.236420,-0.818722,0.633779,1.153530,-1.086070,-1.084680,1.000000
0.256074,-0.360617,1.100170,1.260190,2.316560,-0.392977,0.690766,-0.029761,-1.033500,0.147247,0.275401,-1.080470,-2.884430,-0.473579,-2.108450,0.662119,-0.326088,-0.142830,1.022920,0.842496,1.000000
0.020028,-1.250910,-1.392300,-0.552377,-1.383470,0.911586,-2.404080,-1.489610,0.066448,1.592690,-1.193470,0.889226,0.495246,2.696160,-2.335390,1.516040,-0.526629,2.124810,-0.284217,-1.571160,1.000000
-3.474950,-1.322470,-0.428103,-0.107060,-1.171030,0.109706,0.629815,0.960000,1.549400,-0.172419,0.513481,0.392754,0.350972,0.026030,-3.021200,-0.620285,1.725130,-0.411200,0.940979,-0.097044,1.000000
-2.499200,2.305200,-0.069176,-1.516490,-1.613460,1.120860,-2.820440,0.966388,0.809437,1.927910,-1.879800,1.374470,-4.032050,-0.988642,-1.213520,0.900505,1.861160,-1.703210,-2.645120,0.024097,1.000000
-0.702817,0.163128,0.779427,1.602500,-2.409060,-0.044276,-0.916367,-0.656078,0.386503,-0.603970,-1.763390,1.366310,1.527940,0.348736,1.555020,-0.899055,-2.745280,-0.110542,-1.926880,0.181058,1.000000
0.233599,-1.180430,0.422101,0.583175,-0.096244,1.788720,2.792710,1.017120,-0.799293,-0.596418,2.318080,0.089825,-0.094676,0.702921,0.109376,0.830066,-0.797935,-0.350430,1.699840,-0.355740,1.000000
