0.485933,1.370920,-0.726939,-2.351250,-0.610183,3.000000
0.485933,-1.119640,1.266250,0.422490,1.173630,2.000000
0.485933,-0.533622,-0.726939,0.422490,-0.067284,3.000000
0.485933,-0.680125,-0.299827,0.422490,-1.618420,3.000000
0.485933,-0.094112,-1.011680,0.422490,0.165386,3.000000
0.485933,1.224420,-0.726939,0.422490,1.406300,2.000000
0.485933,-0.973132,0.412027,0.422490,2.104310,3.000000
0.485933,-0.094112,-0.726939,-2.351250,-1.385750,2.000000
0.485933,1.370920,-0.726939,-2.351250,-0.610183,3.000000
0.485933,0.931413,-0.869310,0.422490,-0.222398,2.000000
-2.044270,1.224420,0.696768,0.422490,-0.067284,2.000000
0.485933,-0.533622,-0.726939,0.422490,-0.067284,3.000000
0.485933,1.517430,2.547590,0.422490,-0.532626,2.000000
0.485933,-1.852150,-0.015086,0.422490,-0.765297,2.000000
0.485933,-0.973132,0.412027,0.422490,2.104310,3.000000
0.485933,0.931413,0.981510,0.422490,-0.765297,2.000000
-2.044270,1.370920,-0.726939,-2.351250,-0.222398,3.000000
0.485933,-0.973132,0.412027,0.422490,-1.153080,2.000000
0.485933,-0.826629,-0.726939,0.422490,-0.299955,2.000000
0.485933,0.638406,2.405220,0.422490,-0.222398,3.000000
-2.044270,-0.826629,-0.726939,0.422490,0.087829,3.000000
0.485933,-0.826629,-0.726939,0.422490,-0.299955,2.000000
0.485933,0.931413,-0.869310,0.422490,1.328740,3.000000
-2.044270,1.370920,-0.726939,-2.351250,-0.687740,3.000000
-2.044270,1.224420,-0.726939,-2.351250,2.336980,3.000000
0.485933,-0.094112,-1.011680,0.422490,0.165386,3.000000
0.485933,0.052392,2.120480,0.422490,-0.842854,2.000000
-2.044270,0.491902,1.266250,0.422490,-0.687740,3.000000
-2.044270,1.370920,-0.726939,0.422490,1.638970,3.000000
0.485933,-0.240615,-0.015086,0.422490,-0.299955,2.000000
-2.044270,1.370920,-0.726939,0.422490,0.785841,3.000000
0.485933,1.370920,-0.726939,0.422490,-1.385750,2.000000
0.485933,-1.852150,0.981510,-2.351250,-0.455069,2.000000
0.485933,0.638406,1.835730,0.422490,0.087829,3.000000
0.485933,-0.680125,2.262850,0.422490,-0.610183,2.000000
-2.044270,1.370920,-0.726939,-2.351250,-0.610183,3.000000
-2.044270,-1.119640,1.266250,0.422490,0.553171,2.000000
0.485933,-0.680125,-0.442198,0.422490,-0.299955,3.000000
0.485933,1.370920,-0.726939,-2.351250,-0.610183,3.000000
0.485933,-1.119640,1.266250,0.422490,0.863398,3.000000
0.485933,-0.680125,-0.869310,0.422490,0.863398,3.000000
0.485933,-1.119640,1.266250,0.422490,0.708285,2.000000
-2.044270,1.370920,-0.726939,-2.351250,-0.610183,2.000000
0.485933,1.224420,-1.011680,0.422490,1.096070,2.000000
-2.044270,1.370920,-0.726939,0.422490,1.638970,3.000000
0.485933,-0.680125,-0.869310,0.422490,-1.075520,2.000000
0.485933,0.052392,0.981510,0.422490,0.785841,2.000000
0.485933,-1.705650,0.127285,0.422490,0.242943,2.000000
0.485933,1.224420,-0.726939,0.422490,1.406300,2.000000
0.485933,0.198895,-0.726939,-2.351250,-0.842854,3.000000
0.485933,0.052392,0.981510,0.422490,0.785841,2.000000
-2.044270,1.224420,-0.726939,0.422490,2.336980,3.000000
0.485933,-0.094112,-1.011680,0.422490,-0.610183,2.000000
0.485933,-0.973132,2.405220,0.422490,1.096070,2.000000
0.485933,-1.705650,0.127285,0.422490,0.242943,2.000000
0.485933,0.638406,1.835730,0.422490,0.087829,3.000000
0.485933,0.638406,0.554397,0.422490,-0.920410,2.000000
0.485933,0.198895,-0.726939,-2.351250,-0.610183,3.000000
0.485933,0.198895,-0.726939,-2.351250,-0.610183,3.000000
0.485933,1.663930,-0.157456,0.422490,-0.067284,2.000000
-2.044270,1.224420,-0.726939,0.422490,-0.997967,2.000000
0.485933,0.052392,0.981510,0.422490,0.630728,3.000000
-2.044270,-0.094112,-1.011680,0.422490,2.026750,3.000000
0.485933,1.663930,-0.157456,0.422490,-0.377512,2.000000
0.485933,-1.119640,1.266250,0.422490,1.173630,2.000000
0.485933,1.370920,-0.726939,-2.351250,-0.610183,2.000000
-2.044270,-1.266140,-0.869310,0.422490,0.398057,3.000000
0.485933,-0.094112,0.839139,0.422490,-0.842854,3.000000
-2.044270,0.491902,1.266250,0.422490,0.242943,3.000000
0.485933,-1.119640,1.266250,0.422490,1.096070,2.000000
0.485933,-0.680125,-0.442198,0.422490,-0.687740,3.000000
0.485933,-1.119640,1.266250,0.422490,0.863398,3.000000
0.485933,-0.533622,1.978110,0.422490,-1.463310,3.000000
0.485933,0.638406,1.835730,0.422490,-0.687740,3.000000
-2.044270,-0.387118,1.123880,0.422490,-0.455069,2.000000
0.485933,0.198895,-0.726939,-2.351250,-0.842854,3.000000
0.485933,-0.680125,-0.299827,0.422490,-1.773540,2.000000
0.485933,0.198895,0.696768,0.422490,0.708285,2.000000
0.485933,0.052392,1.978110,0.422490,-0.842854,3.000000
0.485933,-0.973132,0.412027,-2.351250,-0.610183,3.000000
0.485933,-1.852150,0.981510,0.422490,0.242943,3.000000
-2.044270,1.224420,-0.726939,0.422490,1.328740,3.000000
0.485933,-0.973132,0.412027,0.422490,-1.153080,2.000000
0.485933,1.663930,-0.157456,0.422490,-0.067284,2.000000
0.485933,-0.680125,-0.442198,0.422490,-0.687740,3.000000
0.485933,-0.094112,-0.726939,-2.351250,-1.385750,2.000000
-2.044270,0.491902,1.408620,0.422490,1.251180,2.000000
0.485933,-0.973132,0.412027,0.422490,-1.385750,2.000000
0.485933,-0.973132,2.405220,0.422490,1.096070,2.000000
0.485933,0.345399,1.550990,0.422490,-1.308190,3.000000
0.485933,-1.119640,1.266250,0.422490,1.096070,2.000000
-2.044270,1.370920,-0.726939,-2.351250,-0.687740,3.000000
0.485933,1.663930,-0.157456,0.422490,-0.377512,2.000000
-2.044270,-1.266140,-0.869310,0.422490,0.398057,3.000000
0.485933,-0.094112,-0.726939,-2.351250,-1.308190,3.000000
0.485933,0.198895,0.696768,0.422490,0.708285,2.000000
0.485933,-0.973132,0.412027,0.422490,-1.385750,2.000000
-2.044270,-0.533622,-0.726939,0.422490,-0.532626,3.000000
0.485933,1.224420,-1.011680,0.422490,-1.308190,2.000000
0.485933,-1.852150,0.981510,-2.351250,-0.455069,2.000000
0.485933,-0.533622,1.978110,0.422490,-1.463310,3.000000
-2.044270,-0.094112,-0.726939,-2.351250,-0.842854,3.000000
