0.950722,0.157590,-0.237484,-0.662544,0.854279,-1.535240,8.000000
-0.116558,-0.921841,1.503080,-1.538690,-0.011417,-1.090480,14.000000
-0.116558,-0.921841,-1.542900,1.527820,1.287130,-1.090480,11.000000
-0.116558,-0.921841,0.197656,-1.100620,-1.309960,0.243815,16.000000
0.950722,0.157590,1.503080,-0.662544,-0.877113,1.133340,15.000000
-0.116558,-0.921841,1.503080,1.527820,-1.742810,-1.090480,13.000000
-0.116558,-0.921841,-1.107760,1.089750,-0.444265,0.243815,17.000000
0.950722,0.157590,-0.672625,0.213603,0.421431,-0.645712,13.000000
-1.183840,0.157590,1.503080,-1.538690,-0.444265,-0.645712,16.000000
0.950722,0.157590,-0.237484,0.213603,-1.742810,1.133340,11.000000
-2.251120,-0.921841,-1.542900,0.213603,0.854279,0.243815,16.000000
-0.116558,-0.921841,0.632796,-1.100620,1.287130,-0.200949,14.000000
0.950722,2.316450,-1.542900,-0.224470,-0.444265,-1.090480,11.000000
-0.116558,1.237020,1.067940,-0.224470,0.854279,0.688578,15.000000
-1.183840,0.157590,1.067940,0.651676,1.287130,1.578100,11.000000
-0.116558,0.157590,0.632796,0.651676,-0.444265,-0.200949,17.000000
0.950722,-0.921841,1.503080,1.089750,-0.877113,0.243815,16.000000
-0.116558,-0.921841,-0.672625,1.527820,0.421431,-1.090480,15.000000
0.950722,-0.921841,1.503080,0.651676,-1.309960,1.578100,14.000000
-1.183840,-0.921841,-1.107760,0.651676,1.287130,1.133340,14.000000
0.950722,1.237020,0.632796,0.651676,1.287130,0.243815,13.000000
0.950722,-0.921841,-0.237484,-0.662544,-0.877113,0.243815,14.000000
-0.116558,-0.921841,-1.542900,0.651676,0.854279,0.688578,16.000000
0.950722,1.237020,-1.542900,0.213603,1.287130,-1.090480,10.000000
-0.116558,0.157590,1.503080,-1.538690,-0.011417,1.578100,15.000000
0.950722,2.316450,1.503080,0.651676,-1.309960,-1.535240,10.000000
0.950722,-0.921841,-0.237484,1.089750,0.421431,0.243815,17.000000
-1.183840,0.157590,1.503080,-0.224470,0.854279,-0.200949,1.000000
0.950722,-0.921841,-1.107760,-1.538690,0.421431,0.243815,17.000000
0.950722,0.157590,-1.107760,0.213603,0.854279,0.688578,14.000000
0.950722,1.237020,1.067940,-0.662544,0.421431,1.578100,14.000000
-0.116558,-0.921841,-0.237484,-0.662544,1.287130,1.133340,14.000000
-0.116558,0.157590,1.503080,-0.224470,1.287130,-1.535240,11.000000
-2.251120,-0.921841,1.067940,0.213603,-0.011417,-1.535240,16.000000
-0.116558,1.237020,0.197656,-0.662544,1.287130,0.688578,13.000000
0.950722,2.316450,1.503080,-0.224470,0.421431,-1.535240,11.000000
-2.251120,-0.921841,1.067940,-0.662544,1.287130,-1.090480,1.000000
-2.251120,-0.921841,-0.237484,0.651676,-0.877113,-1.535240,15.000000
