-0.041383,-0.689464,-0.017053,-1.901760,-0.690597,-1.491580,-0.411063,-0.882675,-0.716778,-0.928784,-0.438000,1.433310,1.013870,1.710890,0.916494,0.503778,1.571290,0.886060,0.122310,0.339746,1.138220,0.262178,-0.526805,0.455795,0.042167,1.459340,-1.875020,1.368860,-1.431270,-3.478120,2.309700,1.209220,-0.909847,-0.232438,-0.110509,-0.965463,0.499467,1.607720,1.469430,1.300400,3.000000
-0.780366,0.725728,-0.364830,0.799648,0.190412,0.806172,1.605990,0.477228,1.554050,0.153482,0.465320,-0.727881,-2.197700,-0.975711,-1.489550,0.087735,-0.987794,-0.499867,-0.077761,-0.017454,1.068660,2.388830,-2.103940,-1.332160,-0.197669,-2.138240,-0.314433,-1.305530,1.037410,-0.060955,-0.321998,-1.532660,0.951465,0.146330,0.686427,0.766176,-0.216142,-0.189971,-0.638464,1.749140,2.000000
0.248219,0.841253,-1.755940,0.004704,-0.480833,0.904180,0.666336,0.710517,0.175974,0.612626,0.495633,0.819560,0.923489,-1.406470,0.392355,-0.672237,-1.377350,-1.369610,-0.544594,-1.878650,1.386670,-0.676347,-0.127400,-0.196168,0.222045,1.031300,0.627997,1.239610,-0.282579,-0.253614,0.108280,-0.141558,1.591600,0.236039,0.048878,1.229290,-0.911593,0.573295,0.410537,-1.062930,2.000000
-1.619210,-1.353740,-0.483583,-0.403321,-0.840428,-0.244694,-0.799713,-0.882675,-1.513660,-1.191150,-1.644450,0.009928,0.224536,-0.085844,0.711830,1.285940,1.457420,0.468867,1.656190,1.195140,0.720836,0.252194,-0.444876,-0.423367,1.061470,1.153600,-0.537374,-0.768661,2.176030,-1.328450,-0.492107,0.987452,1.069640,0.116428,0.258074,1.249420,-0.226221,-0.752377,-0.074378,0.981303,1.000000
1.316750,0.860508,0.763325,0.715229,0.010614,0.702719,-0.691481,-1.178550,-0.704795,0.402732,-0.353124,-0.936818,-0.257500,0.730339,0.836625,0.420570,0.282761,1.423460,0.330718,0.950745,-1.316420,1.080890,0.927438,0.426160,-0.427513,0.052924,-2.087820,1.259500,0.382455,0.892200,-0.141881,0.543913,1.079490,-0.352050,1.264210,0.735973,-0.599144,-0.029283,-0.559294,0.253357,1.000000
0.697600,-0.564311,0.008394,1.200640,0.412162,1.601130,0.868041,0.272389,0.415639,-0.843514,-0.959379,-1.322050,-0.257500,-1.485830,-0.680881,-2.009120,-0.370496,-0.697856,-0.294505,-0.703653,0.859965,-1.734680,0.077423,1.789360,-0.857220,0.256753,-0.861651,-0.321274,-0.353113,0.841501,0.288396,-0.363328,-0.171231,-0.661045,0.198304,0.534619,-0.659618,0.462822,0.855868,0.373019,2.000000
-0.700476,-0.949397,0.483407,-0.311867,-0.672617,-0.849078,0.105498,1.586770,-0.165549,0.179719,1.120080,0.342922,0.574013,0.407266,-1.090210,-0.871938,-0.166728,-0.888775,1.681200,-0.938652,-0.501516,0.152350,0.661169,0.258231,-0.307595,0.776517,1.154950,-0.351100,0.614209,-0.476693,-0.001791,-1.341130,0.074974,0.983608,-0.379475,-0.693636,-1.425620,0.081189,0.608462,-0.305067,2.000000
-0.740421,1.553660,1.560670,-0.565124,1.071420,1.481340,2.343930,0.426018,1.158600,0.258429,-0.874504,-1.615860,-1.293880,-1.417810,-1.923840,-0.516914,-2.126500,-0.846349,-0.911392,1.242140,0.353136,1.190720,-0.362946,-0.512271,1.051480,0.399433,-0.638711,-0.997326,0.311921,-0.355014,-0.081843,0.322143,-0.210624,1.242770,0.397538,0.675567,-1.264360,0.161533,0.361056,-0.574307,2.000000
-2.078580,1.168580,-0.831360,1.123250,1.868520,0.250792,0.897559,0.289459,-0.165549,-0.941902,-0.450125,-0.257772,-0.600951,-0.709318,-1.020320,-0.234005,0.186870,-0.768567,-1.011430,0.386745,-2.190950,-0.266990,-0.823798,0.110057,0.501854,-0.629902,0.506393,-2.100880,-1.310360,-0.304314,-0.732262,-1.240330,-0.959088,2.080040,-0.708211,0.856785,1.184840,0.954927,-0.222822,-0.155489,1.000000
-1.739050,0.032572,-1.713530,-1.113850,-0.492820,-1.083210,-0.681642,-1.753240,-0.279389,-0.167918,-0.049997,0.447391,1.574240,1.297130,0.856592,1.485640,0.474543,-0.110959,-0.136115,0.518345,-0.551205,1.200700,2.688920,0.100179,-1.206980,-0.263011,-1.246730,0.752456,1.571450,0.304083,-0.261959,-0.766545,-1.323470,0.186201,0.925508,-1.559460,1.194920,-1.656240,-0.499916,1.150820,3.000000
-0.850270,0.369523,-0.050982,1.249880,0.777751,0.414139,0.125177,0.357739,0.373698,-1.040290,-0.486500,-0.656059,-0.606977,0.169213,0.527134,0.403928,0.834133,-1.086760,1.164350,-0.337053,1.118350,-1.055750,0.118388,0.544699,-0.797261,-0.691051,-0.446171,-1.325410,-0.161664,0.689401,-0.482101,0.453189,-0.752275,0.694548,-0.857637,-0.270794,0.076149,-1.495560,0.885557,-0.683998,1.000000
-1.469420,1.341870,-0.576889,0.574531,1.712700,1.541230,1.522350,1.245370,1.038770,1.104560,-0.589564,-0.891113,-0.257500,-0.731990,0.057905,-0.461442,-0.993787,-1.447390,-0.753002,0.349146,1.694740,-0.047336,-0.332223,-1.025940,0.951548,0.215987,1.317090,-1.096750,0.281692,-0.892432,-0.041817,-0.514534,0.173457,1.621530,1.184510,1.027940,0.136623,1.366690,0.113650,0.422879,1.000000
-0.530710,0.388777,-1.492980,-0.874659,-0.744536,-0.919862,-0.101126,-0.985094,-1.004380,-0.541792,-0.486500,1.041560,0.230562,1.903600,0.971403,0.842160,1.463420,0.695141,2.048000,1.721540,-1.077910,-0.876033,-0.332223,0.060666,-0.247635,0.909005,0.780002,0.702746,0.553752,1.338360,0.188331,-1.149600,0.203001,0.335715,0.885661,0.776243,-0.115352,-0.069455,0.608462,0.113751,3.000000
1.286790,-0.236988,0.432512,-0.410356,-0.630664,-0.146686,-0.622607,0.431708,1.200540,1.393170,0.350132,0.577976,0.453504,-0.352238,-0.700848,-0.466989,-1.461260,-1.716090,-1.336540,1.195140,-0.600894,0.352037,-0.875004,-1.183990,-0.637370,-0.466839,0.506393,0.712688,1.097870,1.206540,-1.913020,0.382626,-0.348499,1.222830,-1.196330,-1.368170,0.428914,0.995099,-0.292095,-0.344955,2.000000
-0.410875,-0.256242,-0.780466,-2.288680,-1.182040,-0.582278,-0.819392,-0.302298,-0.297364,-1.355130,0.168255,0.120926,0.158256,1.416160,1.310850,0.559251,-0.160735,0.306233,1.064310,1.025940,-2.807090,1.360450,-0.834039,1.502890,-0.067758,0.664411,-0.446171,-1.633610,0.342150,-0.162355,-0.111862,0.594315,0.281787,0.844062,0.048878,-0.180185,0.731284,-0.099584,1.231930,-0.135546,3.000000
