2.000000,1.000000,37.600000,48.000000,36.000000,-0.000000,0.000000,1.000000,1.000000,0.000000,3.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.000000,6.300000,1.000000,5.000000,1.000000,3111.000000,-0.000000,1.000000,2.000000
1.222890,-0.294392,0.533471,-0.776221,0.174117,0.068472,-0.443161,-0.775254,-0.275199,0.358780,-1.085870,-0.645958,-1.161230,-1.027060,-0.420183,-0.495072,-1.043150,-0.166805,1.488780,0.072511,-0.014544,-0.737357,-0.677446,-0.138902,0.700639,2.000000
-0.792860,-0.294392,0.442007,0.707382,0.777408,0.829273,-1.244050,1.980390,1.376000,1.574990,1.100450,0.885959,0.864172,0.980219,-0.420183,-0.495072,1.285310,1.371110,1.044740,1.812770,0.530842,1.960290,-0.083874,-0.138902,0.700639,1.000000
-0.792860,-0.294392,0.533471,0.885414,0.174117,0.829273,1.158620,0.878131,-0.275199,-1.465530,1.100450,-1.411920,-1.161230,1.983860,3.369040,-1.098820,-1.043150,1.311960,-0.472413,-0.797617,-0.559929,0.611467,-0.269076,-0.138902,-1.422510,1.000000
1.222890,-0.294392,0.507338,-0.776221,-0.429175,0.829273,-1.244050,-0.775254,-0.275199,-0.249322,-1.814650,-1.411920,-1.161230,-1.027060,-0.420183,-1.098820,-1.043150,-0.285106,1.303760,-0.797617,-0.559929,-0.737357,-0.677446,-0.138902,0.700639,2.000000
1.222890,-0.294392,0.487739,-0.657533,-0.630272,0.068472,-0.443161,0.327003,-0.275199,0.358780,1.100450,0.885959,-0.148530,0.980219,2.863810,-0.495072,0.819616,-0.521709,-0.564922,-0.797617,-0.559929,0.611467,-0.268335,-0.138902,0.700639,1.000000
1.222890,-0.294392,0.455074,-0.538845,0.274665,1.590070,-0.443161,0.327003,-0.275199,-1.465530,-0.357099,-0.645958,-0.148530,-0.023418,-0.420183,-0.495072,-0.577456,0.365551,-0.487215,-0.797617,-0.559929,-0.737357,-0.603365,-0.138902,0.700639,2.000000
-0.792860,-0.294392,-1.994840,-1.963100,-1.233560,0.829273,1.158620,0.327003,3.027190,1.574990,0.371675,0.885959,1.876870,0.980219,-0.420183,1.316170,1.285310,0.247250,-0.587125,-0.797617,-0.559929,0.611467,-0.117211,-0.138902,0.700639,1.000000
1.000000,1.000000,0.000000,140.000000,-0.000000,-0.000000,0.000000,4.000000,2.000000,5.000000,4.000000,4.000000,1.000000,1.000000,0.000000,0.000000,5.000000,30.000000,69.000000,-0.000000,0.000000,2.000000,6112.000000,-0.000000,2.000000,2.000000
1.222890,-0.294392,-1.994840,-1.963100,-1.233560,0.068472,-0.443161,0.327003,-0.275199,-0.249322,0.371675,0.120000,0.864172,-0.023418,-0.420183,0.712421,0.353925,-2.473680,-0.805446,-0.797617,-0.559929,-0.737357,-0.677446,-0.138902,0.700639,2.000000
1.222890,-0.294392,0.461607,0.648038,0.576311,0.829273,-0.443161,-0.775254,-0.275199,0.358780,0.371675,0.120000,-0.148530,1.983860,0.337662,-1.098820,-1.043150,0.128948,-0.583424,-0.797617,-0.559929,0.611467,-0.418164,-0.138902,0.700639,1.000000
2.000000,1.000000,36.000000,100.000000,20.000000,4.000000,3.000000,6.000000,2.000000,2.000000,4.000000,3.000000,1.000000,1.000000,0.000000,4.000000,5.000000,74.000000,5.700000,2.000000,2.500000,3.000000,3205.000000,-0.000000,1.000000,1.000000
