0.173021,-1.723060,0.406752,-0.749102,0.130744,-0.227488,-0.875521,0.424709,0.723561,0.616503,2.032150,1.235450,0.387925,1.510500,2.041510,2.110260,1.000000
-0.205186,1.118330,1.555360,1.373550,0.130744,-0.486324,1.141930,-2.354030,0.723561,1.101490,0.770786,-0.861865,3.925120,-0.407173,-0.320377,-0.441355,1.000000
1.023990,-0.586505,-0.741858,-0.749102,0.130744,4.299630,1.141930,0.424709,-1.494970,-1.323440,-0.070122,-0.507823,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
-0.867049,-1.723060,1.555360,-0.749102,0.130744,-0.227156,-0.875521,0.424709,0.723561,0.495257,2.032150,-0.665603,0.066361,-0.407173,-0.320377,-0.441355,1.000000
-0.772497,-0.586505,-0.741858,0.312224,0.130744,-0.402260,-0.875521,0.424709,0.723561,-0.595961,0.350332,-0.015244,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
-1.339810,-0.870645,1.555360,1.373550,0.130744,-0.239118,-0.875521,0.424709,-1.494970,-1.323440,-0.070122,1.254690,0.066361,-0.407173,-0.320377,-0.441355,2.000000
-0.583394,-0.870645,-0.741858,1.373550,0.130744,0.418436,-0.875521,0.424709,0.723561,-0.838453,0.350332,-0.415465,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
0.834884,-0.870645,-0.741858,1.373550,0.130744,-0.628866,-0.875521,0.424709,0.723561,-0.959700,-0.490576,0.931432,-0.255202,1.300760,1.451040,2.110260,1.000000
-0.677946,1.118330,1.555360,1.373550,0.130744,-0.277993,-0.875521,0.424709,-1.494970,0.010271,-0.490576,0.866011,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
-0.299738,0.265913,-0.741858,0.312224,0.130744,-0.304574,-0.875521,-2.354030,-1.494970,-0.474714,-0.070122,-0.546306,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
-0.677946,0.265913,-0.741858,0.312224,0.130744,-0.321520,-0.875521,0.424709,-1.494970,0.495257,-0.070122,0.415763,0.066361,-0.407173,-0.320377,-0.441355,1.000000
0.645780,0.265913,-0.741858,-1.810430,0.130744,-0.429174,-0.875521,0.424709,-1.494970,-1.202190,-0.490576,-0.288472,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
-0.016083,-1.723060,-0.741858,-0.749102,0.130744,6.676000,-0.875521,0.424709,-1.494970,-1.323440,-0.070122,-0.680996,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
-0.299738,-0.870645,0.406752,-1.810430,0.130744,-0.472701,-0.875521,0.424709,0.723561,0.252764,2.032150,-0.646361,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
0.456676,-0.870645,0.406752,1.373550,0.130744,-0.225827,1.141930,0.424709,-1.494970,-1.323440,-0.070122,-0.877258,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
1.118540,-0.302366,-0.741858,1.373550,0.130744,0.287856,-0.875521,-2.354030,0.723561,0.131518,2.032150,-0.311561,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
1.023990,-1.723060,-0.741858,-0.749102,0.130744,-0.242440,1.141930,0.424709,-1.494970,-0.474714,-0.070122,0.027087,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
1.685850,1.118330,-0.741858,0.312224,0.130744,0.922151,1.141930,0.424709,0.723561,-0.232221,-2.172390,0.173321,-0.576766,0.511714,5.584340,3.386070,2.000000
1.213090,-1.438920,-0.741858,-1.810430,0.130744,0.360622,1.141930,0.424709,-1.494970,0.495257,-0.070122,-0.884954,1.674180,-0.407173,-0.320377,-0.441355,1.000000
0.929435,-1.723060,0.406752,-0.749102,0.130744,-0.359730,-0.875521,0.424709,-1.494970,-0.959700,-0.490576,-0.300017,-0.576766,-0.407173,-0.320377,-0.441355,1.000000
1.496750,0.265913,-0.741858,0.312224,0.130744,-0.379002,1.141930,-2.354030,0.723561,-1.080950,0.350332,-0.011396,2.960430,-0.407173,-0.320377,-0.441355,1.000000
-0.016083,0.265913,-0.741858,-0.749102,0.130744,1.155400,-0.875521,0.424709,-0.385703,1.828970,0.350332,-0.550154,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
-1.150700,-0.870645,1.555360,-0.749102,0.130744,-0.507589,-0.875521,0.424709,-1.494970,1.343980,-0.490576,-0.996554,0.066361,-0.407173,-0.320377,-0.441355,1.000000
0.740332,0.265913,-0.741858,-0.749102,0.130744,0.204789,-0.875521,0.424709,0.723561,0.252764,2.032150,0.073266,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
-0.772497,0.550053,-0.741858,1.373550,0.130744,-0.385315,1.141930,0.424709,0.723561,-1.444690,-0.490576,-0.557851,-0.255202,-0.407173,-0.320377,-0.441355,1.000000
0.929435,1.118330,0.406752,-0.749102,0.130744,0.299153,-0.875521,-2.354030,0.723561,0.252764,0.770786,-0.434706,2.317300,-0.407173,-0.320377,-0.441355,1.000000
-0.677946,1.118330,1.555360,1.373550,0.130744,-0.396944,-0.875521,0.424709,0.723561,0.737750,0.350332,0.473487,0.387925,-0.407173,-0.320377,-0.441355,1.000000
