-2.512470,-2.417420,-1.867980,1.660770,2.795990,3.073420,0.670712,-2.612530,-2.299730,-2.506880,-1.564560,-0.411514,0.114297,-0.563281,0.071681,-1.588150,-0.222858,0.399291,-0.456260,0.318345,-1.528170,-0.442717,0.478577,-0.503384,-0.005687,2.000000
0.047164,0.043056,0.390915,0.012613,-0.135516,0.167348,0.794204,-0.261986,-0.374804,0.001200,-0.102174,-0.251392,0.272061,-0.314887,0.216821,0.659008,-0.185818,0.384649,-0.296577,0.292000,0.901815,-0.265285,0.311189,-0.352017,0.128479,2.000000
-1.995050,-2.139390,-1.591810,0.701715,1.423140,1.957630,3.140600,-0.471761,-0.550548,-1.712730,-0.775884,-0.996453,0.015042,-0.662896,-1.676020,-0.903414,-0.877149,0.140673,-0.606078,-1.706100,-0.461377,-0.853142,0.403089,-0.564650,-1.595270,2.000000
0.365539,-0.011004,0.243097,0.580052,-0.164730,-0.248124,-1.059170,-0.134276,-0.034591,0.129969,0.374714,1.256150,-2.096480,1.510760,1.450130,-0.085943,2.031700,-2.569710,1.935320,1.650900,-0.545301,1.757050,-2.022370,1.515770,1.682540,1.000000
2.151150,0.682516,-0.825787,-1.146170,-0.786379,-0.633482,-0.276768,0.823298,1.013050,0.555885,-1.514970,1.017700,0.748180,0.626076,1.475380,-2.393500,1.430440,0.840359,0.843157,1.339350,-2.172920,2.383340,-0.123882,1.421810,1.845090,2.000000
0.321104,0.047524,0.765250,0.258928,-0.313128,-0.077387,0.145510,-0.271901,0.003538,0.060167,1.808550,0.120973,-0.390616,-0.223867,0.670702,0.859388,0.736506,0.085293,0.271191,1.134930,0.660368,0.435541,0.032362,-0.016451,0.989587,1.000000
-2.266980,-2.077080,-1.803190,0.763391,2.472690,2.880550,1.263380,-2.080860,-1.878060,-2.190350,-1.697490,-0.829225,0.015411,-0.656870,-0.909701,-1.925580,-0.807597,0.104872,-0.605888,-0.985809,-1.324290,-0.779522,0.398341,-0.559453,-1.028620,2.000000
-2.221200,-2.263040,-2.296730,0.736086,1.615390,1.926040,2.269320,-0.395933,-0.358033,-1.625160,-1.387490,-0.645206,0.151027,-0.621779,-0.996903,-0.926551,-0.738025,0.189606,-0.599761,-1.194670,-1.062810,-0.781641,0.410295,-0.563271,-1.114980,1.000000
0.759163,0.495238,-0.536536,-0.715657,-0.514478,-0.285793,-0.521904,0.104473,0.156124,0.777793,0.160392,-0.758894,0.105002,-0.585589,-0.739764,0.099765,-0.312888,-0.435991,-0.390436,-0.402359,0.148998,-0.349349,0.000380,-0.412304,-0.246835,2.000000
0.745351,0.742802,-0.715348,-1.100460,-0.646775,-1.155620,-2.205470,1.125170,1.108450,1.286390,-0.270302,-0.800411,-0.033832,-0.614453,-0.988138,0.176723,-0.672601,-0.157963,-0.512169,-1.067950,-0.420479,-0.647455,0.117975,-0.474829,-0.951798,1.000000
0.315297,0.046305,0.831993,0.628325,-0.166909,-0.065314,-0.365379,-0.401520,-0.315907,-0.061806,1.320040,1.586640,-2.257410,1.909130,1.404100,0.782171,2.188680,-2.784700,2.393780,1.572210,0.576684,2.012710,-3.074000,2.196230,1.516640,2.000000
0.513918,0.780662,-0.309840,-0.890761,-0.709101,-0.971507,-0.744242,1.021870,0.826307,1.016330,-0.292300,-0.746291,0.164630,-0.594284,-1.103510,0.274629,-0.808756,0.132407,-0.591236,-1.324980,-0.048603,-0.772326,0.344481,-0.534667,-1.165820,1.000000
0.198971,0.285983,1.439030,0.273660,-0.468863,-0.189066,0.597422,0.024097,0.054940,-0.030573,-0.192265,-0.414922,-0.080146,-0.446165,0.211154,-0.724572,-0.434342,0.093179,-0.512369,0.207026,-1.102360,-0.290161,0.199011,-0.419390,0.341133,2.000000
0.570487,0.537195,0.091740,-0.748679,-0.671182,-0.617971,0.134106,0.775055,0.190256,0.808516,0.067963,-0.979173,0.040438,-0.640579,-1.580860,0.636211,-0.848794,0.140273,-0.599141,-1.337300,0.558623,-0.790546,0.335446,-0.551827,-1.146090,2.000000
