-0.334923,-1.094630,-1.844230,0.501919,1.450320,-0.108928,-0.124988,-0.059061,-0.623836,-1.361680,0.508000,0.359766,0.301365,0.600501,-0.130397,-0.044613,0.111412,0.544185,-0.515757,-1.149330,0.031248,1.291910,-0.114190,-0.033370,0.168544,0.954248,0.030364,-1.288520,1.268360,-0.357458,-0.047219,0.000000,-0.672185,-0.896048,0.148078,0.960377,0.724960,-0.822466,-0.061327,-0.531136,-1.052540,-1.122140,0.691391,1.011930,0.125535,-0.088717,-0.035423,-0.403463,-1.329960,-1.442380,0.487312,0.040044,-0.147395,-0.209727,-0.023590,-0.298998,-1.089080,-2.306230,0.849396,1.226300,-0.505529,-0.195953,9.000000
-0.347565,-1.183570,-2.536710,0.341268,1.157060,-0.114904,-0.135315,-0.023626,-0.642292,-1.945970,-1.424520,1.122590,0.961060,-0.295434,-0.153700,-0.041466,1.564570,0.411018,1.565480,1.434800,0.469142,-0.571241,-0.112928,-0.032359,0.539354,-0.202197,-0.022645,1.006970,1.188260,-0.645649,-0.048571,-0.036184,-0.636088,-1.223630,-1.492370,0.954772,0.986487,-0.835459,-0.086863,-0.479074,-0.992519,-1.111020,0.804018,1.261670,-0.116804,-0.093040,-0.066096,-0.408178,-1.388650,-1.922700,0.420539,1.130590,0.052244,-0.193176,-0.016173,-0.304968,-1.175880,-2.755320,-0.092380,1.610080,0.718504,-0.175718,2.000000
-0.347565,0.111879,0.515067,1.002420,1.335210,-0.411513,-0.135315,-0.023626,1.323400,0.629697,-2.172250,-2.219010,0.792584,0.443086,-0.153700,-0.041466,0.696030,0.411018,-1.138000,-0.518747,1.263870,0.266341,-0.112928,-0.032359,-0.756858,0.776901,0.824441,0.847810,-0.477751,-0.645649,-0.048571,-0.036184,-0.324723,1.012940,0.446184,-1.578960,-1.564820,-0.835459,-0.086863,1.224960,1.466990,0.898540,-0.937489,-1.494140,-0.803439,-0.093040,-0.066096,0.587333,1.434900,1.189190,0.608687,-1.562610,-0.763807,-0.193176,-0.016173,-0.304968,-0.774270,0.013156,0.107943,-1.160100,-0.522725,-0.175718,9.000000
-0.334923,-1.094630,-2.550300,0.735161,-0.667416,-0.409610,-0.124988,-0.059061,-0.623836,-1.915040,-1.754700,0.987029,-1.350720,0.600501,-0.130397,-0.044613,-0.727444,-1.740220,1.035250,0.146065,-1.098270,4.359520,6.725790,-0.033370,-0.784887,-0.660730,1.050260,-1.288520,-0.434474,3.440230,-0.047219,0.000000,0.764443,1.159390,1.105260,0.960377,1.235980,1.439160,-0.061327,4.163990,0.782895,0.740811,1.010900,1.363090,-0.336258,-0.088717,-0.035423,-0.403463,-1.329960,-1.825010,0.487312,0.537462,-0.757225,-0.209727,-0.023590,-0.298998,-1.089080,-2.306230,0.849396,-0.298960,-0.505529,-0.195953,5.000000
-0.347565,-0.104029,0.280315,-2.303330,-0.980813,-0.411513,-0.135315,-0.023626,-0.642292,0.445720,-0.178310,-2.219010,-1.397610,-0.541607,-0.153700,-0.041466,-0.751540,1.090580,-0.800065,-1.169930,-1.279250,-0.571241,-0.112928,-0.032359,0.863407,1.103270,-1.547400,-1.539620,-1.310750,-0.645649,-0.048571,-0.036184,1.854840,1.172700,-0.038453,0.616941,-0.544296,-0.835459,-0.086863,1.906580,1.466990,1.362290,0.329061,1.261670,-0.345682,-0.093040,-0.066096,0.089578,1.434900,1.189190,-1.084640,1.130590,0.256257,-0.193176,-0.016173,-0.304968,-0.372664,0.474569,0.909235,1.090670,-0.522725,-0.175718,7.000000
-0.347565,-1.183570,-0.423942,-0.099498,-0.980813,-0.411513,-0.135315,-0.023626,-0.642292,-1.394040,1.067900,-1.174760,-0.049798,0.689260,-0.153700,-0.041466,-0.751540,0.071236,1.227540,-0.844338,1.263870,-0.012853,-0.112928,-0.032359,0.539354,0.940084,-0.700314,-0.266325,0.688453,-0.645649,-0.048571,-0.036184,3.100300,1.332450,0.446184,0.785856,1.156570,0.885579,-0.086863,4.292230,1.466990,1.362290,1.278970,0.917190,-0.345682,-0.093040,-0.066096,-0.408178,-1.388650,0.216726,0.608687,-1.562610,-0.763807,-0.193176,-0.016173,-0.304968,-1.175880,0.474569,-1.294320,-1.160100,-0.522725,-0.175718,5.000000
-0.347565,-1.183570,-2.536710,0.782034,-0.624501,-0.411513,-0.135315,-0.023626,-0.642292,-1.945970,-0.926037,1.122590,-1.397610,-0.541607,-0.153700,-0.041466,-0.751540,-1.287890,1.565480,-0.193157,-0.325581,1.103920,-0.112928,-0.032359,-0.756858,0.287352,0.655023,-1.221300,1.021650,1.837290,-0.048571,-0.036184,1.232110,1.332450,-0.038453,-0.058721,1.156570,2.032940,-0.086863,4.633040,1.466990,1.362290,1.278970,1.261670,0.340953,-0.093040,-0.066096,0.587333,-0.682760,-1.144730,1.173130,-0.047684,-0.763807,-0.193176,-0.016173,-0.304968,-1.175880,-2.293910,0.909235,0.398126,-0.522725,-0.175718,5.000000
-0.334923,-1.094630,-0.902796,-1.130780,-1.020370,-0.409610,-0.124988,-0.059061,-0.623836,-1.546140,1.010820,-0.894761,-1.350720,-0.514848,-0.130397,-0.044613,-0.727444,-0.861601,1.552260,-0.825480,-1.259630,-0.548653,-0.114190,-0.033370,-0.784887,0.308257,1.050260,0.336942,0.246660,-0.628721,-0.047219,0.000000,-0.672185,0.526947,1.105260,0.454772,0.043604,1.439160,-0.061327,-0.531136,0.629942,1.361800,-0.906178,-0.041525,1.280020,-0.088717,-0.035423,-0.403463,-0.798469,1.236050,-0.832933,0.537462,1.275540,-0.209727,-0.023590,-0.298998,-1.089080,-1.391880,0.849396,1.226300,-0.016597,-0.195953,7.000000
-0.347565,-0.751753,0.749819,1.002420,1.335210,-0.114904,-0.135315,-0.023626,-0.642292,-1.394040,-1.175280,-0.130510,1.298010,1.920130,-0.153700,-0.041466,-0.751540,-1.627670,-1.138000,-1.169930,0.469142,2.499890,-0.112928,-0.032359,-0.756858,-1.507660,-1.208560,-0.266325,1.188260,0.733761,-0.048571,-0.036184,-0.636088,-1.223630,-0.038453,0.954772,1.156570,1.459260,-0.086863,-0.479074,-0.992519,-0.801861,1.278970,-0.632951,-0.803439,-0.093040,-0.066096,-0.408178,-1.388650,0.411219,-0.520199,-1.562610,-0.763807,-0.193176,-0.016173,-0.304968,-0.372664,0.474569,-2.095610,-1.160100,-0.522725,-0.175718,8.000000
-0.347565,-1.183570,-2.771460,-0.319881,0.800746,0.181705,-0.135315,-0.023626,-0.642292,-1.945970,-1.424520,1.122590,-0.218274,-0.541607,-0.153700,-0.041466,-0.751540,-1.118000,1.565480,-0.030362,-1.279250,-0.571241,-0.112928,-0.032359,-0.756858,0.776901,0.655023,-1.539620,-0.810953,-0.645649,-0.048571,-0.036184,0.609374,1.332450,-0.523091,-1.072210,1.156570,0.311900,-0.086863,1.224960,1.466990,0.280213,0.804018,1.261670,0.569831,-0.093040,-0.066096,-0.408178,-0.153345,0.411219,1.173130,0.793941,-0.559794,-0.193176,-0.016173,-0.304968,-1.175880,-2.755320,0.107943,1.263800,-0.522725,-0.175718,5.000000
