-0.547562,-0.027978,0.356200,1.032050,0.218671,0.977583,-0.775292,-0.360612,1.000000
-0.250789,1.160540,0.356200,0.969366,1.433480,-0.049793,1.144250,-0.445645,2.000000
-0.250789,0.159683,0.976169,1.282800,1.346710,0.926848,0.700585,-0.530677,1.000000
-0.844335,-0.653513,-0.160441,0.530556,1.008300,0.000941,-0.084135,0.744808,1.000000
-0.844335,-1.185220,-0.057113,-1.287370,-0.692439,-1.749400,0.459132,-0.530677,1.000000
-0.547562,-1.654370,0.046215,0.718617,-0.119741,-0.886915,-0.859800,-0.700742,1.000000
-1.141110,-0.121808,0.562856,0.655930,-0.232546,1.675180,-1.155580,-0.785774,1.000000
-1.141110,0.347343,0.459528,-1.287370,-0.692439,0.051676,-0.238061,-1.040870,1.000000
1.529850,1.973730,0.821176,-0.347065,-0.692439,-0.252732,2.236820,1.340030,2.000000
-0.844335,1.598410,-0.057113,1.784300,4.331680,1.320040,0.694548,-0.445645,2.000000
0.639530,1.942460,1.286150,-1.287370,-0.692439,1.117100,2.985330,0.999905,1.000000
0.045984,1.097990,0.304536,-1.287370,-0.692439,2.068380,-0.705874,-0.105515,2.000000
0.342757,0.097129,0.252871,-1.287370,-0.692439,0.254615,-0.760201,0.404679,2.000000
-0.250789,-0.309469,-0.367098,-1.287370,-0.692439,-1.191320,-0.995617,-1.040870,1.000000
1.233080,1.066710,-0.367098,0.342494,3.602800,0.254615,0.214662,1.084940,2.000000
-0.250789,0.910325,0.356200,-1.287370,-0.692439,-1.394260,-0.799437,0.319646,1.000000
-0.547562,-0.403299,0.562856,-1.287370,-0.692439,-0.633242,-0.642493,1.595130,2.000000
2.420170,0.597557,0.821176,0.781305,-0.692439,0.685859,-0.687765,0.659776,1.000000
-0.844335,-0.497129,-0.573754,-1.287370,-0.692439,-0.975700,-0.859800,-1.040870,1.000000
-0.844335,0.691388,0.769512,0.154433,1.997510,1.320040,1.823340,-0.955839,1.000000
2.420170,0.941602,0.046215,1.220120,1.659090,1.243940,0.815274,0.404679,2.000000
-1.141110,0.222236,-0.057113,-0.096316,0.869464,-0.189314,2.774050,-0.700742,2.000000
-1.141110,0.503727,0.046215,1.094740,-0.692439,0.153145,-0.911109,-0.955839,1.000000
-0.547562,-0.465853,-0.677082,0.405181,0.739305,-0.379568,-0.138462,-0.955839,1.000000
1.826620,-1.654370,1.906120,0.154433,-0.267255,0.444869,-0.564021,1.169970,1.000000
-0.844335,-1.310330,0.304536,0.593243,-0.692439,0.000941,-0.229006,-0.955839,1.000000
3.310490,0.472450,0.046215,0.718617,0.262057,0.647808,-0.962417,0.829840,2.000000
0.045984,0.128406,0.046215,-0.159003,0.366184,-0.392252,2.028570,0.999905,2.000000
2.123400,0.691388,1.286150,0.781305,0.574438,0.584390,-0.657584,1.510100,2.000000
0.936304,0.472450,1.079500,-1.287370,-0.692439,-0.265415,-0.790382,1.425070,1.000000
0.045984,1.567140,0.149543,-1.287370,-0.692439,1.472250,0.021500,-0.615709,2.000000
-1.141110,0.097129,-0.677082,-0.472440,0.218671,-1.292790,-0.059990,-1.040870,1.000000
-0.844335,-0.997558,0.356200,0.843992,-0.371381,-0.100528,-0.844709,-0.870806,1.000000
0.045984,0.785218,0.821176,0.405181,0.175285,-0.392252,-0.853764,-0.530677,1.000000
-1.141110,-1.998410,-0.470426,-1.287370,-0.692439,-1.305480,0.794147,2.870620,1.000000
0.936304,-1.842030,0.459528,-1.287370,-0.692439,0.077043,-0.244097,0.659776,1.000000
-0.547562,-0.684790,-3.570270,-1.287370,-0.692439,-1.242060,-1.098230,-0.870806,1.000000
2.123400,0.535004,0.356200,-1.287370,-0.692439,0.153145,-0.156571,0.149582,1.000000
0.639530,-0.059255,-0.987066,0.091745,0.834755,-0.620558,2.553730,-0.020483,2.000000
0.045984,-0.340746,1.182820,-1.287370,-0.692439,0.711226,-0.847727,-0.275580,1.000000
0.342757,0.003299,0.149543,0.154433,0.279412,-0.734711,-0.684747,-0.275580,1.000000
-1.141110,-0.935004,-0.057113,0.718617,1.129780,1.002950,-0.274278,-0.700742,1.000000
1.529850,1.379480,0.976169,-1.287370,-0.692439,-0.201997,-0.512712,1.340030,2.000000
-1.141110,-0.434576,-0.470426,0.279807,-0.692439,-0.709344,-1.022780,-0.870806,1.000000
-1.141110,-0.747344,-0.263769,0.969366,0.175285,0.609757,0.386697,-0.700742,1.000000
-1.141110,-1.153940,-0.263769,0.091745,-0.119741,0.482920,0.220698,-1.040870,1.000000
-0.844335,-0.434576,0.149543,0.593243,0.019094,-0.151263,1.053710,-0.785774,1.000000
