-2.043140,-1.225670,-0.384958,2.826870,2.956130,3.559370,3.522820,-1.530400,-1.458920,-1.701370,-1.613040,-1.506920,-1.548000,-1.825980,-1.563380,-1.359620,-0.388811,0.156214,0.287402,0.149718,-0.010102,0.221488,0.442313,0.473918,0.563308,0.439703,0.416919,1.079060,1.108780,0.828432,0.848704,1.402120,0.716229,1.561780,2.713850,2.421980,1.563850,1.930700,1.506950,1.416770,1.342390,1.507170,0.993029,0.881384,0.632657,1.570400,1.256260,1.355380,0.863862,1.328890,1.100900,0.393365,1.090900,1.364640,1.957060,1.514870,1.044360,1.317540,1.408940,0.616702,0.684794,0.069301,-0.208540,0.092742,0.048772,0.166737,-0.269044,-0.065726,0.182655,0.213417,-0.159540,0.128336,0.866771,0.224591,0.542503,0.450039,0.548476,0.460136,0.534045,0.068886,0.323570,0.468123,-0.039793,0.528557,0.694651,-0.308089,0.143845,0.531640,0.012488,-0.153352,0.146454,0.482139,0.458553,-0.259704,-0.118260,0.377746,-0.108671,0.119052,0.075011,0.379007,2.000000
-1.982850,-1.348170,0.582174,-1.148840,-1.110020,-1.091270,-1.168030,2.450810,2.279570,2.026170,1.907580,1.867980,1.915110,1.817810,1.817940,1.539060,1.160850,0.825805,0.403829,0.217709,0.132165,0.028904,-0.042721,-0.101981,-0.201026,-0.343252,-0.431221,-0.484994,-0.593077,-0.752820,-0.972023,-0.958262,-1.028360,-1.233150,-1.422740,-1.346340,-1.623370,-1.759770,-1.521150,-1.379310,-1.317480,-1.263350,-0.975338,-1.045460,-1.047100,-0.997437,-0.982558,-0.745756,-0.874425,-0.911245,-0.798997,-0.466042,-0.680859,-1.082110,-1.390030,-1.903680,-1.534170,-1.071860,-0.961863,-1.007830,-0.989230,-0.969728,-0.946247,-0.993215,-1.044790,-1.040110,-1.088240,-1.182550,-1.201470,-1.237210,-1.267540,-1.308680,-1.314990,-1.294740,-1.300610,-1.255610,-1.220910,-1.204880,-1.133430,-1.124540,-1.109170,-1.173180,-1.050840,-1.002800,-1.091120,-0.970598,-0.924919,-0.934090,-0.912524,-0.848195,-0.836494,-0.815865,-0.819766,-0.804310,-0.759804,-0.741624,-0.702593,-0.720995,-0.736897,-0.765456,1.000000
-1.943700,-1.222760,-0.328919,0.936384,0.646665,1.576390,1.512460,0.598596,0.568459,0.612750,0.941573,0.816164,0.685678,0.846228,0.954455,0.281456,0.047810,0.080451,-0.098205,-0.413221,-0.534913,-0.309524,-0.499129,-0.422741,-0.249507,-0.137983,-0.100652,-0.344137,-0.363757,0.035877,-0.035785,-0.221677,0.320562,0.173376,-0.084663,0.761330,0.137777,-0.218872,0.555764,0.793868,0.112264,0.560697,-0.539110,-0.362084,0.235827,-0.422466,-0.421288,0.265873,-0.377276,-0.071495,0.002639,-0.246323,0.088454,0.193470,0.032970,-0.766441,-0.355982,0.407431,0.038108,-0.091854,0.566620,0.032882,0.042668,-0.142637,-0.051496,0.418548,-0.215660,-0.508862,-0.068302,-0.507315,-0.273181,-0.488284,-0.397242,-0.623645,-0.583802,-0.569960,-0.504442,-0.491733,-0.364781,-0.526940,-0.474997,-0.435271,-0.491362,-0.379814,-0.625654,-0.513610,-0.476961,-0.195188,-0.386047,-0.374561,-0.356418,-0.682775,-0.409939,-0.436791,-0.413877,-0.534270,-0.330041,-0.665767,-0.477195,-0.358985,4.000000
-1.937470,0.254005,-0.168634,-0.590479,-0.504675,-0.238983,-0.285701,0.624859,0.567768,0.742691,0.913414,1.194320,1.345750,1.612050,2.078210,2.173270,1.862610,1.234230,1.011130,0.830902,0.738665,0.628095,0.404980,0.385169,0.634419,0.231015,0.402696,0.601497,1.043590,0.548281,0.937943,0.476316,0.181331,0.785962,-0.158252,-0.007211,-0.665970,-0.775087,-1.550070,-1.700130,-1.160420,-1.741710,-1.198240,-1.739950,-1.508230,-1.826420,-1.541530,-1.685050,-1.886390,-1.759790,-1.127280,0.429378,0.623779,0.426900,-0.222339,-1.264070,-1.481890,-1.606480,-1.411200,-1.553180,-1.763500,-1.728760,-1.288450,-1.279640,-1.449330,-1.461100,-1.104060,-1.521510,-1.371560,-1.377510,-1.321340,-1.328570,-1.236900,-1.103290,-1.201300,-1.253160,-1.253970,-1.112740,-0.987260,-1.137170,-0.995076,-0.861815,-1.042390,-1.033220,-0.964268,-1.049040,-0.897485,-0.747533,-0.837858,-0.628439,-0.942225,-1.004510,-0.756938,-0.753942,-0.655603,-0.720494,-0.773787,-0.755824,-0.574950,-0.770686,4.000000
-1.935390,-1.162660,-0.120428,-0.621499,-0.613196,-0.571374,-0.511867,0.157815,0.148579,0.079716,0.097484,0.095723,-0.035930,0.034293,-0.101642,-0.046124,0.194207,0.168571,0.323605,0.438780,0.465964,0.498072,0.456136,0.414925,0.454301,0.382282,0.512006,0.503143,0.282345,0.487722,0.548333,0.509192,0.227315,0.171033,0.518684,0.961875,0.435959,0.480025,0.298093,0.256410,0.199652,0.099032,0.554419,-0.011754,0.049006,-0.106157,-0.260958,0.000830,-0.184035,-0.210125,-0.037750,0.107139,0.416887,0.498195,0.588445,0.230997,0.146943,0.044220,0.071831,0.034765,-0.156413,-0.171373,-0.268903,-0.281862,-0.440074,-0.498593,-0.333080,-0.470718,-0.624389,-0.551795,-0.578149,-0.604409,-0.696954,-0.599555,-0.561181,-0.629580,-0.605630,-0.509534,-0.612948,-0.637990,-0.500385,-0.598320,-0.607545,-0.562705,-0.545748,-0.528792,-0.594140,-0.521359,-0.498089,-0.468073,-0.453900,-0.488660,-0.512649,-0.397238,-0.504259,-0.495227,-0.563238,-0.489182,-0.419625,-0.475097,2.000000
-1.933660,-1.153830,-0.141518,-0.190669,0.024365,-0.551488,-0.581671,-1.420520,-1.359140,-1.501520,-1.618420,-1.753460,-1.718710,-1.714460,-1.747950,-1.292950,-0.739151,-0.049030,0.401580,0.712517,1.019620,1.193880,1.311800,1.205720,1.148150,1.204820,1.262990,1.112410,1.036520,1.217040,1.303670,1.543390,1.495610,1.288410,1.355960,1.684340,1.651960,1.757290,0.935256,0.790657,0.660184,0.867370,0.837693,0.298586,0.371967,0.246105,0.576685,0.333614,0.115137,0.312304,0.198802,1.257610,1.398340,1.646150,1.236050,1.320660,1.122730,0.290921,0.422015,0.409107,0.256445,0.252203,0.005365,0.048221,0.020934,-0.054809,-0.195930,-0.171409,0.034113,0.064318,-0.001184,0.155703,0.113168,0.101117,0.100629,0.180733,0.281746,0.225906,0.033704,0.054128,0.111902,0.131208,0.189299,0.008573,0.049239,0.081716,0.100599,0.087633,-0.131314,-0.160247,-0.029295,-0.142909,-0.210068,-0.108389,-0.136908,-0.116839,-0.128181,-0.230735,-0.244751,-0.085720,2.000000
-1.925690,-1.139140,-0.125249,-0.518100,-0.570805,-0.446372,-0.539789,2.237070,2.237400,2.136480,2.146740,2.215890,2.155440,2.102010,2.004180,1.653840,1.113570,1.023040,0.554750,0.326268,0.270030,-0.031966,-0.059642,-0.124469,-0.339863,-0.338700,-0.598877,-0.485387,-0.570866,-0.791722,-0.859725,-1.055820,-1.162820,-1.357340,-1.529110,-1.773510,-1.857260,-1.390040,-1.337230,-1.198640,-2.342620,-1.480220,-0.911261,-0.760095,-1.014070,-0.878987,-0.848945,-0.834259,-1.089780,-1.060110,-0.821419,-0.624155,-0.750953,-1.036170,-1.499230,-1.789720,-1.369140,-1.303880,-1.295050,-1.123550,-0.968791,-0.839011,-1.057440,-1.062020,-1.279830,-1.192810,-1.072850,-1.271210,-1.240210,-1.339410,-1.369420,-1.411650,-1.059120,-1.439550,-1.458690,-1.241750,-1.352590,-1.234300,-1.247550,-1.104950,-1.258790,-1.312260,-1.030090,-0.966801,-0.947069,-1.082840,-1.125560,-0.955150,-1.035620,-0.912302,-0.765990,-0.902068,-0.958042,-0.844040,-0.704898,-0.749047,-0.871614,-0.696532,-0.741427,-0.938761,1.000000
-1.910100,-1.560430,-0.174057,-0.556013,-0.540283,-0.463418,-0.444855,-0.927324,-0.886866,-0.819620,-0.612686,-0.358292,-0.106591,0.088671,0.608546,0.801331,0.896960,1.113750,0.946385,0.825334,0.835466,0.781683,0.847683,0.851668,0.930629,0.864243,0.850064,0.897244,0.933664,1.127000,1.236600,1.357440,1.253790,1.449690,1.375290,0.860717,0.139592,0.119787,-0.549587,-0.632119,-1.339340,-1.435400,-1.284950,-1.601880,-1.474070,-1.257740,-1.380400,-1.179230,-1.256770,-1.253220,-1.403660,0.963886,1.054800,1.123960,0.805390,0.014421,-1.040030,-1.390480,-1.169570,-1.038310,-1.108790,-0.896620,-0.789615,-0.857244,-0.718502,-0.474892,-0.428422,-0.345458,-0.380994,-0.205585,-0.198439,-0.207555,-0.379816,-0.286571,-0.227459,-0.131385,-0.168936,-0.037438,-0.060099,-0.080323,-0.067888,-0.164541,-0.104407,-0.171002,-0.152366,-0.201378,-0.238968,-0.198324,-0.205851,-0.240641,-0.217015,-0.260244,-0.269462,-0.244826,-0.212780,-0.178457,-0.214582,-0.220910,-0.155288,-0.192237,4.000000
-1.908020,0.339022,0.353196,-1.262570,-1.188020,-1.028770,-1.028420,0.710542,0.782694,0.841082,0.892204,0.924626,0.901577,0.843646,0.750079,0.716221,0.480204,0.246229,0.082521,0.043775,0.128445,0.085245,0.009427,-0.026933,-0.146335,-0.199398,-0.288072,-0.287721,-0.257145,-0.308847,-0.333596,-0.386572,-0.540157,-0.536367,-0.746703,-0.580425,-0.647909,-0.717198,-0.654202,-0.559360,-0.008766,-0.148784,-0.104181,-0.231993,0.040494,0.036347,0.097956,0.341475,0.233946,0.014136,0.101848,-0.184761,-0.219341,-0.358234,-0.732189,-0.728046,-0.505652,-0.101264,0.012785,0.049028,-0.083702,-0.149908,-0.153940,-0.270198,-0.299826,-0.327012,-0.433474,-0.392718,-0.627508,-0.694995,-0.659893,-0.609619,-0.607577,-0.654659,-0.573692,-0.643598,-0.594538,-0.542012,-0.633009,-0.579161,-0.486585,-0.467082,-0.467613,-0.461681,-0.486529,-0.484702,-0.552313,-0.489924,-0.458192,-0.463280,-0.499518,-0.570351,-0.495341,-0.574021,-0.578643,-0.553382,-0.519343,-0.525830,-0.520162,-0.472152,1.000000
-1.904550,-1.095310,4.312110,-1.138500,-1.405060,-1.341270,-1.396990,2.739990,2.307920,1.985180,1.952300,1.897880,1.893870,1.875010,1.694330,1.454820,0.960018,0.648652,0.374327,0.231098,0.097992,-0.063227,-0.155445,-0.112867,-0.210182,-0.401920,-0.454324,-0.590836,-0.782972,-0.798522,-0.890892,-1.087290,-1.307870,-1.225430,-1.566990,-1.692030,-1.680060,-1.695740,-1.706670,-1.542620,-1.297660,-1.117530,-1.040370,-0.962942,-0.906649,-0.875737,-0.859491,-0.831990,-0.826111,-0.789674,-0.797061,-0.427519,-0.810332,-1.194670,-1.637460,-1.975640,-1.512090,-1.221740,-1.051820,-0.925034,-0.887642,-0.894184,-0.868317,-0.893698,-0.957724,-0.957780,-0.999129,-1.107140,-1.138880,-1.144870,-1.185700,-1.215010,-1.205050,-1.212950,-1.219360,-1.187230,-1.174140,-1.143470,-1.109640,-1.085620,-1.085410,-1.056840,-1.029730,-1.030430,-1.022010,-0.981225,-0.940029,-0.898430,-0.877870,-0.844279,-0.816831,-0.799807,-0.788924,-0.755878,-0.756492,-0.750700,-0.728517,-0.701325,-0.708786,-0.778604,1.000000
