66,251,1
116,176,1
172,194,1
3,71,1
74,89,1
65,213,1
169,231,1
255,264,1
173,252,1
40,51,1
125,180,1
3,201,1
42,178,1
10,200,1
7,199,1
77,179,1
171,203,1
124,169,1
143,238,1
127,231,1
153,222,1
35,112,1
114,186,1
25,62,1
35,231,1
148,243,1
123,197,1
234,254,1
133,244,1
65,85,1
102,192,1
7,45,1
43,197,1
98,174,1
263,264,1
26,256,1
58,120,1
76,214,1
82,266,1
22,203,1
135,171,1
40,61,1
143,252,1
137,222,1
11,86,1
119,246,1
80,250,1
197,225,1
66,119,1
9,12,1
92,101,1
19,181,1
237,261,1
7,223,1
54,57,1
134,136,1
85,157,1
75,161,1
41,192,1
10,177,1
93,201,1
112,142,1
36,156,1
119,245,1
119,177,1
213,217,1
123,218,1
26,158,1
146,154,1
149,210,1
214,234,1
89,188,1
103,169,1
2,222,1
137,223,1
94,97,1
4,261,1
119,162,1
35,54,1
100,238,1
166,262,1
108,265,1
80,240,1
183,239,1
5,139,1
15,100,1
5,78,1
116,124,1
160,225,1
87,258,1
95,264,1
47,254,1
50,116,1
93,125,1
116,123,1
75,211,1
6,190,1
92,124,1
192,225,1
77,175,1
67,100,1
148,182,1
26,110,1
101,158,1
62,172,1
150,158,1
45,160,1
102,188,1
157,205,1
77,256,1
8,131,1
226,245,1
94,115,1
49,223,1
103,248,1
21,251,1
105,264,1
85,178,1
211,214,1
78,105,1
165,261,1
106,174,1
138,206,1
84,258,1
8,238,1
136,224,1
41,179,1
54,201,1
174,225,1
160,249,1
211,255,1
84,169,1
104,149,1
63,166,1
17,92,1
83,218,1
69,87,1
11,95,1
8,212,1
204,220,1
145,189,1
12,121,1
3,70,1
177,197,1
46,106,1
67,123,1
4,247,1
241,248,1
136,256,1
13,123,1
29,166,1
104,167,1
32,235,1
71,217,1
174,215,1
15,152,1
61,136,1
31,260,1
235,258,1
46,72,1
67,150,1
182,190,1
12,159,1
78,120,1
77,124,1
222,256,1
212,244,1
141,226,1
12,227,1
97,127,1
13,227,1
33,98,1
11,167,1
12,152,1
17,115,1
178,225,1
8,72,1
194,218,1
94,164,1
41,247,1
18,87,1
123,192,1
125,161,1
89,262,1
75,263,1
52,69,1
144,232,1
32,127,1
33,147,1
0,229,1
20,127,1
48,110,1
10,211,1
163,209,1
120,262,1
146,180,1
189,197,1
94,102,1
139,170,1
4,121,1
69,123,1
77,222,1
18,75,1
142,227,1
62,170,1
143,167,1
7,8,1
98,120,1
118,159,1
75,83,1
165,224,1
32,87,1
119,156,1
95,157,1
230,249,1
26,194,1
38,39,1
66,120,1
124,239,1
11,45,1
222,252,1
23,175,1
25,183,1
48,150,1
5,225,1
104,176,1
6,95,1
29,264,1
177,255,1
82,236,1
22,220,1
203,219,1
225,244,1
67,74,1
25,223,1
15,137,1
97,201,1
48,233,1
19,205,1
34,99,0
16,175,0
168,260,0
52,113,0
128,235,0
64,256,0
40,117,0
217,219,0
16,77,0
88,252,0
8,260,0
188,191,0
60,91,0
73,191,0
88,237,0
140,231,0
199,209,0
108,156,0
81,105,0
32,171,0
16,39,0
177,260,0
179,184,0
105,185,0
16,246,0
4,265,0
86,126,0
31,44,0
11,37,0
100,140,0
1,210,0
28,44,0
103,229,0
163,182,0
198,262,0
78,113,0
66,229,0
88,241,0
73,207,0
15,68,0
109,130,0
71,128,0
113,236,0
88,196,0
119,204,0
27,69,0
34,164,0
61,250,0
98,265,0
50,257,0
25,34,0
96,221,0
20,130,0
60,159,0
62,209,0
31,175,0
51,265,0
80,218,0
34,51,0
140,239,0
140,141,0
134,240,0
1,41,0
202,204,0
147,242,0
61,220,0
8,27,0
31,115,0
54,128,0
31,168,0
195,217,0
88,162,0
219,241,0
108,217,0
53,266,0
31,63,0
79,88,0
33,204,0
1,227,0
130,168,0
70,135,0
171,212,0
0,119,0
32,184,0
22,46,0
207,244,0
184,189,0
93,250,0
108,181,0
112,184,0
99,163,0
120,260,0
117,244,0
258,260,0
10,242,0
13,111,0
117,188,0
140,189,0
163,210,0
60,200,0
238,250,0
34,95,0
31,210,0
227,242,0
28,78,0
1,57,0
171,255,0
118,259,0
31,199,0
88,129,0
9,28,0
27,192,0
