174,415,1
294,730,1
35,539,1
239,469,1
31,380,1
211,450,1
119,667,1
836,967,1
13,547,1
147,474,1
178,560,1
415,451,1
700,777,1
518,663,1
668,988,1
46,593,1
663,692,1
229,953,1
140,492,1
159,679,1
861,946,1
623,806,1
697,713,1
894,947,1
347,846,1
172,466,1
167,257,1
727,944,1
390,638,1
259,920,1
595,968,1
159,907,1
325,339,1
434,567,1
288,970,1
79,294,1
112,698,1
422,608,1
420,529,1
208,502,1
263,529,1
421,878,1
187,391,1
376,493,1
279,998,1
13,566,1
22,721,1
44,346,1
460,497,1
189,651,1
186,823,1
165,378,1
186,228,1
437,936,1
245,563,1
41,669,1
406,896,1
106,134,1
751,885,1
269,443,1
368,729,1
276,941,1
214,685,1
367,503,1
115,437,1
115,794,1
61,521,1
33,210,1
29,442,1
524,538,1
387,697,1
81,857,1
396,992,1
21,692,1
140,589,1
18,840,1
66,384,1
167,763,1
566,717,1
136,258,1
265,576,1
252,972,1
140,341,1
257,720,1
120,480,1
19,506,1
704,843,1
148,374,1
181,550,1
362,469,1
63,346,1
766,886,1
439,890,1
502,855,1
21,488,1
49,985,1
763,964,1
904,965,1
827,950,1
195,775,1
288,964,1
429,516,1
619,713,1
252,326,1
332,447,1
120,227,1
600,910,1
307,837,1
685,799,1
159,723,1
415,915,1
23,653,1
762,785,1
153,199,1
681,857,1
91,973,1
422,698,1
284,326,1
289,755,1
534,758,1
836,970,1
231,732,1
1,719,1
145,650,1
235,470,1
561,783,1
577,832,1
28,432,1
112,173,1
88,888,1
191,880,1
624,717,1
359,824,1
289,402,1
42,359,1
480,525,1
386,760,1
145,447,1
21,946,1
212,881,1
42,726,1
558,952,1
328,480,1
225,487,1
114,333,1
131,304,1
680,736,1
41,375,1
61,958,1
802,925,1
409,817,1
597,668,1
733,919,1
249,422,1
569,889,1
887,922,1
108,678,1
173,720,1
650,762,1
294,624,1
64,101,1
356,608,1
132,668,0
55,684,0
506,903,0
235,614,0
84,905,0
48,463,0
10,455,0
349,469,0
808,917,0
165,577,0
599,967,0
556,568,0
124,229,0
326,435,0
339,344,0
157,622,0
573,836,0
95,181,0
636,721,0
57,381,0
148,391,0
898,932,0
639,712,0
427,711,0
608,663,0
599,965,0
154,564,0
107,301,0
90,598,0
165,716,0
678,941,0
723,850,0
219,551,0
396,643,0
196,399,0
456,818,0
315,351,0
98,163,0
139,538,0
290,782,0
48,68,0
907,916,0
656,797,0
3,790,0
785,800,0
367,981,0
489,869,0
179,743,0
668,734,0
556,592,0
316,936,0
108,296,0
247,902,0
254,797,0
164,796,0
274,599,0
88,583,0
130,923,0
175,542,0
147,160,0
616,685,0
22,945,0
43,496,0
24,611,0
282,758,0
414,708,0
337,586,0
485,803,0
199,848,0
458,824,0
108,531,0
35,498,0
247,299,0
796,956,0
267,336,0
157,424,0
101,566,0
534,993,0
381,837,0
185,513,0
356,733,0
110,398,0
774,821,0
54,482,0
654,941,0
32,862,0
493,546,0
128,378,0
158,198,0
404,878,0
691,766,0
133,519,0
66,317,0
192,295,0
861,942,0
97,932,0
166,556,0
209,369,0
481,984,0
755,870,0
163,311,0
521,790,0
9,590,0
83,738,0
568,613,0
690,693,0
900,916,0
704,736,0
409,581,0
464,883,0
623,829,0
168,196,0
167,285,0
74,382,0
141,249,0
225,737,0
390,584,0
87,227,0
192,421,0
4,941,0
213,491,0
23,786,0
93,366,0
578,818,0
605,631,0
212,962,0
166,246,0
52,340,0
265,844,0
254,913,0
804,940,0
31,639,0
92,802,0
461,805,0
346,759,0
303,611,0
376,737,0
185,914,0
647,978,0
333,420,0
244,737,0
437,773,0
111,322,0
293,849,0
112,228,0
245,665,0
304,582,0
19,540,0
122,477,0
268,837,0
433,837,0
741,902,0
642,754,0
309,604,0
103,874,0
16,746,0
143,815,0
143,287,0
136,534,0
330,552,0
115,872,0
564,810,0
129,870,0
250,324,0
77,373,0
188,355,0
27,288,0
745,784,0
838,936,0
365,852,0
240,429,0
438,923,0
706,879,0
587,803,0
532,762,0
306,427,0
229,712,0
259,430,0
117,604,0
844,984,0
711,954,0
367,948,0
90,932,0
169,831,0
442,755,0
598,870,0
765,985,0
181,823,0
440,729,0
601,665,0
470,796,0
152,446,0
196,990,0
822,888,0
232,877,0
39,816,0
453,693,0
105,945,0
234,718,0
408,665,0
69,401,0
557,995,0
452,630,0
32,271,0
705,743,0
472,733,0
365,588,0
240,829,0
122,204,0
596,891,0
117,748,0
821,836,0
85,919,0
6,901,0
400,421,0
716,901,0
62,775,0
612,797,0
225,449,0
719,820,0
124,442,0
350,453,0
720,976,0
956,979,0
456,702,0
398,712,0
746,911,0
566,603,0
579,708,0
801,849,0
330,935,0
266,277,0
13,942,0
18,111,0
61,153,0
302,344,0
358,643,0
695,918,0
398,632,0
566,886,0
75,677,0
721,889,0
775,975,0
5,552,0
170,387,0
652,721,0
202,588,0
637,721,0
40,43,0
45,719,0
344,571,0
276,409,0
583,637,0
179,432,0
230,550,0
548,758,0
300,596,0
238,425,0
51,248,0
215,263,0
320,365,0
261,969,0
684,712,0
496,644,0
269,494,0
35,750,0
416,716,0
725,969,0
424,463,0
844,891,0
253,878,0
597,665,0
92,124,0
